,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
57,17,7,1,1,0,2,1,418,26,2,32,72,0,3,19,13,2,0,2.08474576271186,0,0,0,0.9500000000000001,0,2,2
104,15,0,3,3,4,5,5,197,2,5,10,11,2,1,0,18,2,2,8.06060606060606,1,1,0,0.25,0,3,6
141,0,0,3,0,1,6,5,44,1,1,1,5,3,6,1,8,1,1,14.25,2,1,0,0.9500000000000001,0,2,3
148,2,0,2,0,0,6,3,178,2,12,9,7,2,5,2,18,2,1,5.78260869565217,0,1,0,0.25,0,2,4
310,0,0,1,0,0,0,2,45,1,0,18,11,0,1,0,18,2,1,2.83333333333333,1,1,0,0.9500000000000001,0,3,4
601,1,0,1,0,0,1,1,104,2,0,13,43,0,5,0,8,2,0,1.88679245283019,1,1,0,0.25,0,4,4
637,0,0,1,0,0,1,1,97,1,1,12,43,0,4,0,8,2,0,1.95833333333333,1,1,0,0.25,0,2,2
755,3,2,1,0,0,3,2,86,5,7,7,11,2,2,2,13,3,0,4.0,1,1,0,0.9500000000000001,0,3,2
770,3,0,1,1,0,1,2,62,7,9,6,11,1,3,1,8,4,0,3.73333333333333,1,1,0,0.25,0,3,4
779,0,0,1,0,0,0,1,39,1,3,10,11,0,1,0,5,2,1,2.2,1,1,0,0.25,0,3,2
897,1,0,2,0,17,6,3,133,1,0,0,11,0,1,0,8,2,0,3.61111111111111,1,1,0,0.9500000000000001,0,3,2
939,3,0,2,2,70,5,3,495,4,0,4,72,0,2,0,8,2,0,3.39506172839506,0,1,0,0.25,0,4,6
2825,4,0,1,1,0,5,5,111,1,0,12,7,7,2,0,8,2,2,10.4666666666667,1,1,0,0.25,0,4,2
2829,1,0,1,1,0,6,4,62,1,1,0,7,5,2,0,8,1,0,8.85714285714286,1,1,0,0.25,0,2,2
2936,0,0,1,1,0,0,1,37,1,8,38,72,0,3,0,34,1,0,1.63095238095238,0,1,0,0.25,0,3,2
3867,1,0,1,1,0,1,3,56,1,5,3,11,0,1,4,18,2,0,8.1578947368421,1,1,0,0.25,0,3,2
3912,1,0,1,1,0,1,3,55,1,5,3,11,0,1,3,18,2,0,8.0,1,1,0,0.25,0,3,4
4147,1,0,1,1,1,2,3,47,1,4,2,4,1,3,0,18,2,1,7.81818181818182,1,1,0,0.25,0,2,4
