test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
39,0,6.0,1.0,1.0,5.0,45.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5615551387240583,0.4384448612759417,1
41,0,1.0,0.0,1.0,6.0,45.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5638769226845392,0.4361230773154609,1
46,0,5.0,2.0,1.0,1.0,45.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,5.0,0.6,0.0,3.0,2.0,0.5668158967260264,0.43318410327397366,1
56,0,0.0,4.0,1.0,1.0,45.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.561670385214152,0.4383296147858481,1
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,3.0,0.888888888888889,0.0,3.0,1.0,0.5884106438120719,0.4115893561879281,1
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.8,0.0,2.0,1.0,0.8376706319739043,0.16232936802609566,1
127,0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.66666666666667,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.8119053077331787,0.18809469226682135,1
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,3.0,0.9,0.0,3.0,1.0,0.6470938866372385,0.35290611336276145,1
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,3.0,0.8,0.0,3.0,1.0,0.6837258719367497,0.3162741280632499,1
149,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,3.0,0.846153846153846,0.0,2.0,0.0,0.9069639492763052,0.09303605072369464,1
