test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,1.0,1.0,1.0,0.0,0.0,10.0,681.0,1.0,0.0,0.0,59.0,1.49,0.0,0.0,5.0,1.0,15.0,1.0,0.8,0.0,1.0,0.3,0.0,1.0,0.9,0.0,1.0,0.5562902216517746,0.44370977834822545
10,1,5.0,0.0,4.0,4.0,9.0,40.0,502.0,1.0,0.0,5.0,7.0,0.47,16.0,80.0,1.0,0.0,19.0,1.0,12.2,3.0,1.0,2.6,0.0,23.0,1.0,0.0,3.0,0.5381777823291727,0.46182221767082743
10,2,4.0,0.0,1.0,16.0,0.0,5.0,491.0,1.0,54.0,9.0,3.0,0.17,10.0,86.0,2.0,0.0,30.0,1.0,7.4,1.0,1.0,2.2,0.0,6.0,1.0,0.0,0.0,0.8307801545781675,0.16921984542183258
10,3,5.0,0.0,1.0,7.0,2.0,6.0,431.0,1.0,14.0,8.0,15.0,0.84,2.0,87.0,4.0,0.0,19.0,1.0,5.9,0.0,1.0,1.1,0.0,6.0,0.9,0.0,1.0,0.7262038227211037,0.27379617727889644
10,4,5.0,0.0,4.0,4.0,9.0,40.0,502.0,1.0,0.0,5.0,7.0,0.47,16.0,80.0,1.0,0.0,19.0,1.0,12.2,3.0,1.0,2.6,0.0,23.0,1.0,0.0,3.0,0.5381777823291727,0.46182221767082743
1955,0,0.0,0.0,0.0,58.0,0.0,0.0,617.0,1.0,0.0,39.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.6,0.0,4.0,0.6483947959381055,0.3516052040618944
1955,1,0.0,0.0,0.0,58.0,0.0,0.0,617.0,1.0,0.0,39.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.6,0.0,4.0,0.6483947959381055,0.3516052040618944
1955,2,0.0,0.0,0.0,58.0,0.0,0.0,617.0,1.0,0.0,39.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.6,0.0,4.0,0.6483947959381055,0.3516052040618944
1955,3,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
1955,4,0.0,0.0,0.0,58.0,0.0,0.0,617.0,1.0,0.0,39.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,0.6,0.0,4.0,0.6483947959381055,0.3516052040618944
16,0,0.0,0.0,1.0,0.0,0.0,6.0,113.0,1.0,0.0,5.0,13.0,1.33,0.0,81.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.4,0.0,227.0,1.0,0.0,0.0,0.7918551168554802,0.2081448831445198
16,1,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
16,2,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
16,3,2.0,2.0,2.0,0.0,0.0,5.0,95.0,1.0,0.0,5.0,5.0,0.91,1.0,75.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,1.4,0.0,230.0,0.9,0.0,0.0,0.5453667609742763,0.4546332390257237
1958,0,2.0,0.0,1.0,0.0,1.0,3.0,118.0,1.0,2.0,2.0,18.0,0.55,2.0,77.0,1.0,2.0,17.0,2.0,4.3,0.0,1.0,1.1,0.0,425.0,1.0,0.0,0.0,0.7490775960544677,0.2509224039455324
1958,1,4.0,0.0,1.0,0.0,20.0,10.0,230.0,1.0,0.0,0.0,16.0,2.17,0.0,0.0,1.0,0.0,6.0,1.0,3.2,0.0,2.0,0.3,0.0,380.0,1.0,0.0,1.0,0.5512615223118061,0.4487384776881939
1958,2,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
1958,3,2.0,0.0,1.0,0.0,1.0,3.0,118.0,1.0,2.0,2.0,18.0,0.55,2.0,77.0,1.0,2.0,17.0,2.0,4.3,0.0,1.0,1.1,0.0,425.0,1.0,0.0,0.0,0.7490775960544677,0.2509224039455324
1958,4,2.0,0.0,1.0,0.0,1.0,3.0,118.0,1.0,2.0,2.0,18.0,0.55,2.0,77.0,1.0,2.0,17.0,2.0,4.3,0.0,1.0,1.1,0.0,425.0,1.0,0.0,0.0,0.7490775960544677,0.2509224039455324
19,0,1.0,1.0,1.0,3.0,20.0,0.0,55.0,1.0,1.0,23.0,82.0,0.13,0.0,98.0,1.0,2.0,4.0,2.0,0.3,0.0,1.0,0.1,0.0,6.0,1.0,0.0,1.0,0.8181174074195753,0.18188259258042475
19,1,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,0.0,8.0,18.0,0.49,0.0,86.0,3.0,0.0,8.0,1.0,4.1,0.0,1.0,0.2,0.0,0.0,0.6,0.0,1.0,0.5324003480827899,0.46759965191721015
19,2,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,0.0,8.0,18.0,0.49,0.0,86.0,3.0,0.0,8.0,1.0,4.1,0.0,1.0,0.2,0.0,0.0,0.6,0.0,1.0,0.5324003480827899,0.46759965191721015
23,0,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
23,1,2.0,0.0,1.0,1.0,1.0,8.0,155.0,1.0,0.0,4.0,11.0,1.08,0.0,76.0,1.0,0.0,10.0,2.0,2.7,0.0,0.0,1.3,0.0,377.0,1.0,0.0,0.0,0.7316242114763254,0.26837578852367455
23,2,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
23,3,1.0,0.0,1.0,0.0,0.0,8.0,178.0,1.0,0.0,5.0,7.0,2.62,0.0,70.0,1.0,0.0,10.0,1.0,2.8,1.0,2.0,0.3,0.0,281.0,1.0,0.0,1.0,0.7036302581408727,0.29636974185912734
1959,0,3.0,0.0,1.0,0.0,0.0,5.0,100.0,1.0,0.0,2.0,11.0,1.25,0.0,60.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.5,0.0,207.0,1.0,0.0,0.0,0.8084450522397943,0.19155494776020565
27,0,0.0,0.0,1.0,0.0,0.0,5.0,134.0,1.0,0.0,15.0,20.0,0.65,0.0,84.0,1.0,0.0,4.0,2.0,3.2,1.0,1.0,0.6,0.0,6.0,1.0,0.0,1.0,0.8755359586478823,0.12446404135211786
27,1,3.0,3.0,1.0,0.0,0.0,4.0,125.0,1.0,0.0,20.0,15.0,0.32,2.0,88.0,3.0,0.0,21.0,3.0,4.8,0.0,1.0,1.8,0.0,20.0,1.0,0.0,1.0,0.5654839681846298,0.43451603181537013
27,2,1.0,6.0,1.0,1.0,0.0,5.0,132.0,1.0,0.0,7.0,12.0,1.17,0.0,90.0,1.0,4.0,3.0,2.0,1.9,0.0,0.0,0.5,0.0,6.0,1.0,0.0,2.0,0.7534972227632093,0.24650277723679076
27,3,5.0,0.0,2.0,1.0,0.0,7.0,148.0,1.0,0.0,11.0,8.0,0.51,3.0,76.0,1.0,0.0,15.0,2.0,4.6,1.0,1.0,1.9,0.0,6.0,1.0,0.0,1.0,0.8190065112639562,0.1809934887360437
30,0,0.0,0.0,1.0,4.0,0.0,9.0,205.0,1.0,4.0,2.0,11.0,0.83,3.0,91.0,1.0,4.0,16.0,5.0,4.1,0.0,0.0,1.1,0.0,146.0,0.7,0.0,1.0,0.6203392407832916,0.37966075921670833
30,1,0.0,4.0,1.0,38.0,0.0,11.0,420.0,1.0,0.0,0.0,9.0,5.53,0.0,100.0,0.0,1.0,9.0,0.0,5.5,0.0,0.0,0.0,0.0,83.0,0.9,0.0,2.0,0.5673983239239201,0.43260167607607974
30,2,0.0,4.0,1.0,38.0,0.0,11.0,420.0,1.0,0.0,0.0,9.0,5.53,0.0,100.0,0.0,1.0,9.0,0.0,5.5,0.0,0.0,0.0,0.0,83.0,0.9,0.0,2.0,0.5673983239239201,0.43260167607607974
30,3,0.0,1.0,1.0,0.0,0.0,4.0,372.0,1.0,43.0,4.0,17.0,0.97,1.0,92.0,1.0,1.0,24.0,2.0,3.0,0.0,0.0,0.4,0.0,29.0,0.8,0.0,5.0,0.6460141521050026,0.3539858478949974
30,4,0.0,0.0,1.0,0.0,25.0,3.0,366.0,2.0,0.0,4.0,62.0,0.44,2.0,90.0,1.0,0.0,27.0,2.0,23.4,0.0,1.0,1.0,0.0,65.0,1.0,0.0,1.0,0.5724574346797333,0.4275425653202666
33,0,4.0,0.0,1.0,4.0,7.0,4.0,206.0,1.0,0.0,10.0,22.0,0.79,0.0,89.0,1.0,0.0,1.0,2.0,5.6,0.0,1.0,0.5,0.0,6.0,1.0,0.0,1.0,0.856867780728656,0.14313221927134376
33,1,0.0,0.0,1.0,1.0,0.0,6.0,189.0,1.0,0.0,0.0,24.0,2.78,1.0,100.0,1.0,1.0,10.0,1.0,1.2,0.0,0.0,0.0,0.0,17.0,0.9,0.0,2.0,0.7880471900671601,0.21195280993284013
33,2,3.0,10.0,2.0,0.0,0.0,4.0,178.0,2.0,0.0,13.0,8.0,0.63,2.0,84.0,1.0,0.0,18.0,1.0,6.2,1.0,1.0,1.2,0.0,6.0,1.0,0.0,1.0,0.5830929737931319,0.41690702620686826
34,0,0.0,2.0,1.0,25.0,0.0,10.0,428.0,1.0,0.0,0.0,28.0,6.2,1.0,100.0,0.0,1.0,6.0,0.0,5.7,0.0,0.0,0.0,0.0,19.0,0.9,0.0,4.0,0.5235676660498985,0.4764323339501015
34,1,4.0,0.0,1.0,16.0,0.0,5.0,491.0,1.0,54.0,9.0,3.0,0.17,10.0,86.0,2.0,0.0,30.0,1.0,7.4,1.0,1.0,2.2,0.0,6.0,1.0,0.0,0.0,0.8307801545781675,0.16921984542183258
34,2,3.0,1.0,1.0,5.0,7.0,4.0,420.0,1.0,1.0,3.0,61.0,0.72,0.0,82.0,2.0,0.0,9.0,2.0,3.7,0.0,1.0,0.7,0.0,6.0,1.0,0.0,2.0,0.5228088057979885,0.47719119420201134
35,0,0.0,2.0,1.0,4.0,1.0,7.0,312.0,1.0,0.0,9.0,33.0,1.13,0.0,92.0,2.0,2.0,17.0,4.0,5.0,0.0,0.0,0.5,0.0,76.0,1.0,0.0,1.0,0.5794060719508016,0.4205939280491985
35,1,0.0,1.0,1.0,0.0,0.0,4.0,372.0,1.0,43.0,4.0,17.0,0.97,1.0,92.0,1.0,1.0,24.0,2.0,3.0,0.0,0.0,0.4,0.0,29.0,0.8,0.0,5.0,0.6460141521050026,0.3539858478949974
35,2,0.0,0.0,1.0,4.0,0.0,9.0,205.0,1.0,4.0,2.0,11.0,0.83,3.0,91.0,1.0,4.0,16.0,5.0,4.1,0.0,0.0,1.1,0.0,146.0,0.7,0.0,1.0,0.6203392407832916,0.37966075921670833
35,3,0.0,2.0,1.0,4.0,1.0,7.0,312.0,1.0,0.0,9.0,33.0,1.13,0.0,92.0,2.0,2.0,17.0,4.0,5.0,0.0,0.0,0.5,0.0,76.0,1.0,0.0,1.0,0.5794060719508016,0.4205939280491985
41,0,2.0,0.0,1.0,0.0,6.0,2.0,32.0,1.0,0.0,0.0,4.0,0.48,1.0,0.0,1.0,0.0,8.0,1.0,5.0,3.0,3.0,0.4,0.0,6.0,0.9,0.0,2.0,0.7993286241272248,0.20067137587277536
48,0,2.0,0.0,1.0,0.0,0.0,6.0,92.0,1.0,0.0,4.0,6.0,1.53,0.0,78.0,2.0,0.0,4.0,1.0,3.1,0.0,0.0,0.7,0.0,187.0,1.0,0.0,1.0,0.795889971091187,0.20411002890881308
48,1,1.0,0.0,2.0,1.0,0.0,8.0,96.0,1.0,0.0,1.0,5.0,1.57,0.0,83.0,1.0,0.0,0.0,3.0,1.8,0.0,1.0,1.0,0.0,183.0,1.0,0.0,1.0,0.7553819595752026,0.2446180404247976
48,2,1.0,0.0,1.0,3.0,0.0,4.0,76.0,1.0,0.0,4.0,8.0,1.33,0.0,80.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,144.0,0.7,0.0,2.0,0.6357104160471476,0.36428958395285255
