"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-22.5 < Added_lines <= 16'","b'target = 0'",0.35608,767,0.3533,761,0.99218,0.03672,1.11601,1.37914e-39,0.88904,1915
"b'000001'","b'-0.47 < CountDeclClassVariable <= 0.17 & -1.13 < CountDeclMethodPrivate <= 0.11'","b'target = 0'",0.32266,695,0.31894,687,0.98849,0.03209,1.11186,9.39389e-09,0.88904,1915
"b'000002'","b'Added_lines <= -22.5'","b'target = 0'",0.10074,217,0.09935,214,0.98618,0.00979,1.10925,9.74174e-09,0.88904,1915
"b'000003'","b'CountClassCoupled <= 0.5'","b'target = 0'",0.18849,406,0.1857,400,0.98522,0.01813,1.10818,7.1547e-16,0.88904,1915
"b'000004'","b'3.25 < CountClassCoupled <= 6.7'","b'target = 0'",0.20288,437,0.19963,430,0.98398,0.01926,1.10679,1.23509e-16,0.88904,1915
"b'000005'","b'0.34 < CountDeclClassMethod <= 1.4'","b'target = 0'",0.14345,309,0.14067,303,0.98058,0.01313,1.10296,1.01912e-10,0.88904,1915
"b'000006'","b'-0.47 < CountDeclClassVariable <= 0.17 & -0.0575 < MINOR_COMMIT <= 0.019'","b'target = 0'",0.45404,978,0.44429,957,0.97853,0.04063,1.10065,2.81623e-27,0.88904,1915
"b'000007'","b'RatioCommentToCode > 2.31'","b'target = 0'",0.19266,415,0.18802,405,0.9759,0.01673,1.0977,7.33083e-13,0.88904,1915
"b'000008'","b'MINOR_LINE <= 1.03'","b'target = 0'",0.26602,573,0.25952,559,0.97557,0.02302,1.09732,3.97968e-18,0.88904,1915
"b'000009'","b'-1.13 < CountDeclMethodPrivate <= 0.11 & -0.0575 < MINOR_COMMIT <= 0.019'","b'target = 0'",0.50279,1083,0.48979,1055,0.97415,0.04279,1.09572,9.36481e-28,0.88904,1915
