"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.62 < CountDeclClassMethod <= 0.17 & -0.0455 < MINOR_COMMIT <= 0.0215'","b'target = 0'",0.44995,953,0.44995,953,1,0.03718,1.09007,6.78286e-24,0.91737,1943
"b'000001'","b'MAJOR_LINE <= -0.04'","b'target = 0'",0.1067,226,0.1067,226,1,0.00882,1.09007,1.06662e-09,0.91737,1943
"b'000002'","b'-0.58 < CountDeclClassVariable <= 0.16 & -0.0455 < MINOR_COMMIT <= 0.0215'","b'target = 0'",0.48914,1036,0.4882,1034,0.99807,0.03947,1.08796,2.81671e-23,0.91737,1943
"b'000003'","b'PercentLackOfCohesion <= 2'","b'target = 0'",0.24457,518,0.2441,517,0.99807,0.01974,1.08796,2.5925e-21,0.91737,1943
"b'000004'","b'-0.44 < CountDeclMethodPrivate <= 0.12'","b'target = 0'",0.46459,984,0.4627,980,0.99593,0.0365,1.08564,1.58766e-43,0.91737,1943
"b'000005'","b'-21 < Added_lines <= 20'","b'target = 0'",0.44429,941,0.4424,937,0.99575,0.03482,1.08543,1.2995e-40,0.91737,1943
"b'000006'","b'-0.04 < MAJOR_LINE <= 0.56'","b'target = 0'",0.29556,626,0.29415,623,0.99521,0.023,1.08484,9.01299e-24,0.91737,1943
"b'000007'","b'Added_lines <= -21'","b'target = 0'",0.08876,188,0.08829,187,0.99468,0.00686,1.08427,8.08917e-07,0.91737,1943
"b'000008'","b'-0.58 < CountDeclClassVariable <= 0.16'","b'target = 0'",0.5,1059,0.49622,1051,0.99245,0.03754,1.08183,6.27304e-43,0.91737,1943
"b'000009'","b'-0.62 < CountDeclClassMethod <= 0.17'","b'target = 0'",0.46317,981,0.4594,973,0.99185,0.03449,1.08118,1.32688e-37,0.91737,1943
