"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.82 < CountDeclClassVariable <= 0.28 & -0.121 < MINOR_COMMIT <= 0.039'","b'target = 0'",0.44837,964,0.44837,964,1,0.02377,1.05599,6.1538e-25,0.94698,2036
"b'000001'","b'-32 < Added_lines <= 17'","b'target = 0'",0.39395,847,0.39395,847,1,0.02089,1.05599,2.08092e-26,0.94698,2036
"b'000002'","b'PercentLackOfCohesion <= 3.5'","b'target = 0'",0.22372,481,0.22372,481,1,0.01186,1.05599,1.1783e-13,0.94698,2036
"b'000003'","b'CountClassBase <= 0.89'","b'target = 0'",0.16233,349,0.16233,349,1,0.00861,1.05599,9.29564e-10,0.94698,2036
"b'000004'","b'18.6 < CountLineComment <= 32.2'","b'target = 0'",0.21209,456,0.21163,455,0.99781,0.01078,1.05368,2.3079e-11,0.94698,2036
"b'000005'","b'CountLineComment <= 18.6'","b'target = 0'",0.18605,400,0.18558,399,0.9975,0.0094,1.05335,9.09905e-10,0.94698,2036
"b'000006'","b'0.33 < CountDeclClassMethod <= 1.19'","b'target = 0'",0.13581,292,0.13535,291,0.99658,0.00674,1.05238,7.30005e-07,0.94698,2036
"b'000007'","b'CountClassCoupled <= 1.15'","b'target = 0'",0.22605,486,0.22512,484,0.99588,0.01106,1.05165,5.51872e-11,0.94698,2036
"b'000008'","b'0.79 < CountDeclClass <= 1.14'","b'target = 0'",0.54791,1178,0.54512,1172,0.99491,0.02626,1.05061,1.8936e-31,0.94698,2036
"b'000009'","b'CountInput_Mean <= 1.26'","b'target = 0'",0.20093,432,0.19953,429,0.99306,0.00926,1.04866,1.84198e-08,0.94698,2036
