test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
19,0,3.0,2.0,1.0,1.0,1.0,1.0,35.0,1.0,2.0,0.0,7.0,0.35,83.0,0.0,0.0,3.0,1.0,1.41666666666667,0.0,2.0,0.285714285714286,0.0,0.0,0.976470588235294,0.0,0.0,1.0,0.62,0.38
20,0,0.0,0.0,1.0,0.0,0.0,9.0,185.0,1.0,2.0,7.0,15.0,4.88,71.0,1.0,2.0,14.0,1.0,3.88235294117647,1.0,1.0,0.631578947368421,0.0,8.0,0.981776765375854,0.5,0.0,2.0,0.51,0.49
30,0,2.0,1.0,1.0,0.0,0.0,11.0,223.0,1.0,0.0,9.0,13.0,0.68,42.0,0.0,0.0,28.0,1.0,4.1875,1.0,1.0,1.11111111111111,0.0,27.0,0.974317817014446,0.625,0.0,2.0,0.52,0.48
30,1,0.0,8.0,2.0,0.0,0.0,9.0,219.0,1.0,0.0,8.0,12.0,0.71,75.0,1.0,0.0,30.0,2.0,2.8,0.0,0.0,1.68181818181818,0.0,26.0,0.944356120826709,0.333333333333333,0.0,4.0,0.54,0.46
30,2,0.0,4.0,8.0,4.0,0.0,4.0,221.0,1.0,0.0,0.0,23.0,3.4,100.0,1.0,2.0,12.0,1.0,1.51851851851852,0.0,0.0,0.0,0.0,7.0,0.9,1.0,0.0,4.0,0.57,0.43
41,0,12.0,4.0,1.0,3.0,0.0,5.0,24.0,1.0,1.0,18.0,43.0,0.61,89.0,1.0,0.0,20.0,2.0,7.01666666666667,1.0,1.0,0.919354838709677,0.0,0.0,0.99568655643422,0.0,0.0,1.0,0.61,0.39
44,0,20.0,0.0,1.0,4.0,1.0,1.0,257.0,5.0,0.0,7.0,17.0,0.38,30.0,0.0,1.0,8.0,2.0,3.02702702702703,0.0,1.0,0.883720930232558,0.0,0.0,0.965804066543438,0.0,0.0,2.0,0.56,0.44
67,0,1.0,0.0,1.0,246.0,659.0,4.0,48.0,1.0,41.0,33.0,776.0,15.47,36.0,4.0,24.0,51.0,1.0,287.8,325.0,24.0,0.675925925925926,0.0,29.0,1.0,0.0,0.0,6.0,0.51,0.49
67,1,2.0,0.0,1.0,0.0,1.0,7.0,241.0,1.0,0.0,18.0,59.0,0.97,93.0,1.0,0.0,17.0,4.0,1.9672131147541,0.0,0.0,5.1,4.0,13.0,0.952177625960717,0.9,0.0,3.0,0.51,0.49
71,0,7.0,1.0,2.0,5.0,0.0,29.0,285.0,1.0,13.0,492.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,237.5,0.0,0.0,4.4,0.0,0.0,1.0,0.8,1.0,4.0,0.52,0.48
