CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,1.0,1.0,26.0,1.0,1.0,0.0,2.6,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,20.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,3.0,48.0,1.0,1.0,3.0,0.41,2.0,9.0,2.0,0.0,0.0,1.0,2.56,0.0,4.89,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,4.0,30.0,1.0,1.0,1.0,0.5,2.0,4.0,2.0,0.0,0.0,1.0,2.25,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,32.0,1.0,0.0,1.0,0.82,0.0,10.0,2.0,1.0,0.0,2.0,2.3,1.0,1.7,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,1.91,0.0,2.0,2.0,0.0,1.0,1.0,1.5,1.0,1.5,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,5.0,1.0,0.0,5.0,1.0,52.0,1.0,0.0,0.0,6.5,0.0,5.0,0.0,9.0,1.0,0.0,26.0,3.0,0.6,0.0,0.0,1.0,0.0,3.0,0.0,0
0.0,2.0,1.0,0.0,2.0,2.0,49.0,1.0,0.0,3.0,0.83,0.0,10.0,2.0,1.0,5.0,1.0,5.8,2.0,2.2,1.0,0.0,1.0,0.0,6.0,3.0,0
0.0,0.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,1.53,0.0,4.0,3.0,0.0,0.0,1.0,0.75,0.0,1.75,1.0,0.0,0.0,0.0,2.0,0.0,0
1.0,0.0,1.0,0.0,0.0,2.0,21.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.25,1.0,1.75,1.0,0.0,0.0,0.0,2.0,0.0,0
1.0,1.0,1.0,0.0,3.0,1.0,91.0,5.0,0.0,2.0,0.81,0.0,18.0,2.0,3.0,7.0,2.0,3.21,1.0,2.32,1.0,0.0,0.75,0.0,3.0,3.0,0
0.0,4.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,3.25,1.0,0.75,0.0,0.0,0.0,0.0,3.0,0.0,0
6.0,0.0,1.0,0.0,0.0,3.0,39.0,1.0,2.0,9.0,0.18,0.0,20.0,2.0,0.0,11.0,1.0,2.8,0.0,4.6,2.0,0.0,1.0,0.0,2.0,3.0,0
0.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,2.0,1.0,33.0,1.0,0.0,2.0,1.1,0.0,6.0,2.0,0.0,1.0,1.0,1.33,0.0,1.67,1.0,0.0,1.0,0.0,3.0,0.0,0
0.0,0.0,1.0,8.0,0.0,2.0,50.0,1.0,2.0,1.0,0.71,0.0,2.0,2.0,0.0,5.0,1.0,5.6,3.0,4.4,2.0,0.0,0.0,0.0,3.0,0.0,0
7.0,0.0,1.0,12.0,4.0,2.0,351.0,3.0,16.0,10.0,0.63,0.0,70.0,3.0,1.0,10.0,2.0,3.58,0.0,3.1,0.0,0.0,0.73,0.0,2.0,1.0,0
2.0,0.0,1.0,0.0,2.0,3.0,95.0,1.0,4.0,5.0,0.36,0.0,24.0,2.0,0.0,1.0,1.0,4.08,1.0,4.38,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,5.2,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0
1.0,0.0,1.0,0.0,1.0,2.0,49.0,4.0,4.0,4.0,0.28,0.0,24.0,3.0,2.0,7.0,2.0,2.33,0.0,3.42,0.0,0.0,0.0,0.0,2.0,2.0,0
19.0,0.0,1.0,1.0,0.0,2.0,19.0,3.0,0.0,2.0,0.06,0.0,7.0,1.0,0.0,5.0,2.0,2.61,0.0,3.96,2.0,0.0,0.0,0.0,1.0,2.0,1
