CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,1.0,4.0,30.0,1.0,1.0,1.0,0.5,2.0,4.0,2.0,0.0,0.0,1.0,2.25,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0
3.0,0.0,2.0,1.0,9.0,3.0,117.0,1.0,4.0,2.0,0.55,1.0,8.0,1.0,1.0,30.0,3.0,6.11,2.0,8.67,4.0,0.0,1.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,1.0,0.56,0.0,6.0,1.0,0.0,0.0,2.0,1.17,0.0,3.67,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,3.75,0.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,73.0,1.0,0.0,1.0,0.4,0.0,49.0,1.0,5.0,9.0,4.0,2.86,0.0,1.9,0.0,0.0,1.0,0.0,3.0,3.0,0
1.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,1.16,0.0,2.0,4.0,0.0,0.0,1.0,3.67,2.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0
0.0,14.0,1.0,0.0,10.0,1.0,170.0,1.0,0.0,0.0,8.95,0.0,14.0,1.0,4.0,2.0,1.0,3.29,1.0,0.79,0.0,0.0,1.0,0.0,3.0,4.0,0
0.0,0.0,1.0,0.0,1.0,1.0,28.0,1.0,0.0,1.0,1.65,0.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,2.67,1.0,0.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,1.0,1.0,34.0,1.0,0.0,4.0,0.83,0.0,7.0,3.0,1.0,1.0,1.0,5.29,3.0,2.29,1.0,0.0,0.0,0.0,4.0,3.0,0
2.0,0.0,2.0,0.0,3.0,3.0,112.0,2.0,2.0,6.0,0.43,0.0,23.0,2.0,0.0,6.0,2.0,3.71,1.0,3.42,1.0,0.0,0.75,0.0,3.0,3.0,1
1.0,1.0,1.0,0.0,3.0,1.0,91.0,5.0,0.0,2.0,0.81,0.0,18.0,2.0,3.0,7.0,2.0,3.21,1.0,2.32,1.0,0.0,0.75,0.0,3.0,3.0,0
0.0,7.0,1.0,0.0,6.0,1.0,64.0,1.0,0.0,0.0,5.82,0.0,7.0,2.0,3.0,1.0,1.0,6.43,1.0,0.86,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,2.5,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,2.1,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,39.0,2.0,2.0,3.0,0.28,0.0,25.0,2.0,0.0,8.0,1.0,2.52,0.0,2.88,1.0,0.0,0.67,0.0,3.0,0.0,0
0.0,0.0,1.0,4.0,16.0,5.0,187.0,1.0,2.0,8.0,1.27,2.0,5.0,2.0,2.0,1.0,2.0,5.0,0.0,9.2,4.0,0.0,1.0,0.0,1.0,4.0,0
0.0,0.0,2.0,0.0,10.0,5.0,85.0,1.0,0.0,5.0,0.89,1.0,4.0,3.0,0.0,1.0,1.0,4.75,2.0,7.5,2.0,0.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,1.0,2.5,2.0,1.5,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,20.0,1.0,2.0,4.0,0.77,0.0,2.0,3.0,0.0,2.0,1.0,3.33,3.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0
6.0,0.0,1.0,0.0,0.0,3.0,39.0,1.0,2.0,9.0,0.18,0.0,20.0,2.0,0.0,11.0,1.0,2.8,0.0,4.6,2.0,0.0,1.0,0.0,2.0,3.0,0
0.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,5.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,1.0,0.45,0.0,18.0,2.0,0.0,1.0,2.0,1.89,1.0,2.33,1.0,0.0,0.0,0.0,1.0,1.0,0
0.0,2.0,1.0,0.0,4.0,1.0,28.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,22.0,3.0,0.0,2.0,0.24,0.0,9.0,2.0,0.0,5.0,3.0,1.9,0.0,3.5,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,1.11,0.0,3.0,2.0,0.0,1.0,1.0,1.33,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,38.0,2.0,0.0,0.0,0.46,1.0,13.0,2.0,1.0,5.0,2.0,5.23,0.0,5.62,1.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,39.0,2.0,0.0,0.0,0.56,0.0,12.0,2.0,1.0,4.0,2.0,2.5,0.0,5.67,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.65,0.0,8.0,3.0,0.0,3.0,2.0,3.75,0.0,5.75,1.0,0.0,0.0,0.0,2.0,0.0,0
