test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
39,0,10.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,5.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5560165619508707,0.44398343804912926,2
41,0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,1.0,7.01204819277108,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.5180404611708956,0.48195953882910414,3
46,0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,1.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,0.0,3.0,4.82692307692308,0.0,1.0,0.0,1.0,0.6,0.0,3.0,2.0,0.5,0.5,5
56,0,0.0,4.0,1.0,1.0,0.0,13.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,1.0,50.0,1.0,4.16831683168317,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,0.5,3
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,5.0,1.0,0.0,3.0,1.0,0.6426627312948601,0.35733726870514004,2
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5861805554964521,0.41381944450354785,2
127,0,4.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,1.0,3.66666666666667,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.518679012821573,0.48132098717842703,2
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,0.657027493973656,0.3429725060263438,2
148,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,12.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.5822542838518027,0.4177457161481972,2
149,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,7.0,0.846153846153846,0.0,2.0,0.0,0.5315528325784882,0.4684471674215119,1
154,0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,0.75,0.0,2.0,0.0,0.5237028798329012,0.47629712016709885,2
157,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,27.0,0.25,0.0,82.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,7.0,0.9,0.0,2.0,0.0,0.5,0.5,1
