,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
52,0,0,1,1,0,1,2,58,1,3,5,16,0,2,0,2,2,0,1,0,0.666666666666667,0,3,2,3
11,1,0,1,1,3,2,2,51,1,1,3,9,0,2,0,9,1,1,1,0,0.4,0,3,1,3
58,,,,,,,,,,,,,,,,,,,,,,,,,
1533,0,0,1,1,0,1,2,66,1,3,10,0,0,1,1,9,2,1,0,0,0.5,0,2,2,3
1537,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,0,1,4,0,2,2,16,1,0,3,84,0,1,1,10,1,0,1,0,0.571428571428571,0,4,4,4
106,1,0,1,1,0,2,2,71,3,8,7,13,0,2,0,17,5,0,0,0,0.5,0,2,0,5
1620,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,
1764,1,0,1,0,0,1,1,53,1,1,5,22,0,4,0,11,2,0,1,0,0.4,0,3,0,4
1742,,,,,,,,,,,,,,,,,,,,,,,,,
1775,6,0,1,2,0,2,2,163,7,7,33,46,1,3,0,29,4,0,1,0,0.444444444444444,0,2,0,4
1690,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,
361,5,0,1,1,1,5,3,264,6,18,24,27,1,2,3,31,4,0,0,0,0.666666666666667,0,1,0,8
364,0,0,1,0,0,0,1,37,2,4,0,26,0,2,0,14,2,1,1,0,0.5,0,3,2,4
1800,7,0,2,1,0,6,3,285,7,17,29,16,2,4,3,27,2,0,0,0,0.5,0,1,1,7
377,3,2,1,0,0,3,2,87,5,6,7,0,2,2,2,16,3,0,1,0,0.5,0,3,2,4
422,,,,,,,,,,,,,,,,,,,,,,,,,
695,0,0,1,1,1,0,1,32,2,7,8,15,0,3,2,0,2,0,1,0,0.5,0,3,2,2
454,,,,,,,,,,,,,,,,,,,,,,,,,
2414,3,0,1,1,0,6,6,103,1,0,12,0,8,2,0,11,2,1,1,0,0.8,0,4,2,2
2489,,,,,,,,,,,,,,,,,,,,,,,,,
2617,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,,,,
2513,,,,,,,,,,,,,,,,,,,,,,,,,
2906,0,0,1,1,0,0,1,56,1,1,14,42,0,5,0,14,2,0,1,0,0.5,0,5,0,2
2911,,,,,,,,,,,,,,,,,,,,,,,,,
921,5,0,1,6,0,1,3,18,3,10,25,51,0,5,0,23,2,0,0,0,0.4,0,4,3,6
923,1,0,1,1,1,2,3,18,1,4,2,6,1,3,0,19,2,1,1,0,0.5,0,1,3,5
38,,,,,,,,,,,,,,,,,,,,,,,,,
957,0,0,1,1,7,0,1,62,1,4,4,0,0,3,1,16,3,0,1,0,0.545454545454545,0,4,5,5
960,,,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,,,,,
956,0,0,2,1,0,0,5,136,1,9,3,2,0,1,0,22,1,2,2,0,0.5,0,3,2,7
3523,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,,,,,,,,
