,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
58,4,0,2,0,0,4,3,44,4,8,13,25,1,3,0,18,2,0,1,0,0.727272727272727,0,3,2,6
11,1,0,1,1,3,2,2,2,1,1,3,8,0,2,0,9,1,1,1,0,0.15000000000000002,44,3,1,3
52,0,0,1,0,0,1,2,44,1,3,5,16,0,2,0,10,2,0,1,0,0.5,0,3,1,3
106,1,0,1,0,0,2,1,44,3,8,7,13,0,2,0,10,5,0,0,0,0.5,0,2,2,5
110,0,0,1,19,0,0,1,22,1,0,8,2,0,3,0,9,1,0,0,0,0.15000000000000002,1,5,1,1
1537,1,1,1,0,0,0,1,44,2,7,38,96,0,4,2,18,2,0,1,0,0.15000000000000002,0,1,3,5
123,0,0,1,0,0,2,2,233,1,0,3,84,0,1,1,9,1,0,1,0,0.5,0,4,3,4
1742,1,2,1,0,0,8,1,233,1,11,6,98,0,3,27,18,2,0,0,0,0.5,0,4,2,8
153,0,0,1,0,0,6,2,166,1,10,1,12,0,2,91,7,2,1,0,0,0.625,0,4,3,4
1764,1,0,1,0,0,1,0.15000000000000002,2,1,1,5,22,0,4,0,44,2,0,1,0,10,0,3,2,4
1533,0,0,1,1,0,1,2,19,1,3,10,1,1,44,1,9,2,1,0,0,0.5,0,2,6,3
364,0,0,10,1,0,0,1,37,2,3,14,26,0,2,0,1,2,1,1,0,0.5,0,3,0,4
361,5,0,1,0,1,5,3,233,6,18,24,27,1,2,3,18,4,0,0,0,0.5,0,1,2,8
377,3,2,1,0,0,3,2,44,4,6,7,14,1,2,2,10,3,0,1,0,0.5,0,3,1,4
1800,7,0,2,0,0,6,1,285,7,17,29,16,2,4,3,18,2,0,0,0,0.5,0,1,2,4
1534,2,0,2,0,0,6,3,180,2,8,9,12,1,4,2,20,3,0,0,0,0.5,3,1,1,2
422,0,1,1,9,0,5,1,44,1,0,0,0,0,1,1,7,1,0,0,0,0.5,0,1,1,4
454,3,0,2,0,10,4,1,44,1,0,0,8,1,1,0,3,1,0,1,0,0.15000000000000002,0,3,3,1
695,0,0,1,0,1,0,1,32,2,7,8,13,0,0,2,10,2,0,1,0,0.5,0,3,1,2
2414,2,0,1,1,0,6,6,44,1,0,6,10,8,2,0,10,2,1,1,0,0.8,0,4,1,2
2489,13,0,1,8,2,0,3,40,4,8,7,18,0,2,0,18,2,0,0,0,0.1,0,2,3,3
1690,3,0,1,19,0,1,1,167,1,4,25,10,0,3,0,1,2,0,1,0,0.428571428571429,3,3,1,7
2906,0,0,1,1,0,0,10,1,1,1,14,42,0,5,0,2,2,0,1,44,0.5,0,5,1,2
348,0,0,1,1,2,2,1,2,44,0,18,46,0,1,0,10,3,1,0,0,0.5,0,4,2,3
865,1,0,2,0,3,6,4,42,1,7,3,5,2,3,1,18,1,1,1,0,0.1,0,2,3,3
923,1,0,1,0,1,2,3,44,1,3,2,6,1,3,0,18,2,1,1,0,0.5,0,1,2,5
956,0,0,1,1,0,5,5,44,1,8,3,11,0,1,0,22,1,2,2,0,0.5,0,3,1,4
957,0,0,1,0,7,0,1,44,1,4,4,67,0,3,1,10,3,0,1,0,0.545454545454545,0,4,3,4
921,5,0,1,6,0,1,3,44,3,10,17,1,0,5,0,18,2,0,0,0,0.4,0,4,2,6
960,2,0,1,0,2,0,1,44,2,3,6,98,0,3,2,35,4,0,1,0,0.5,0,2,3,7
987,0,0,1,2,0,1,0.5,25,2,2,2,4,1,4,0,8,2,0,1,0,0,1,3,1,1
3523,1,0,1,1,0,0,1,16,2,1,0,1,0,5,0,1,2,0,0,0,1,0,1,1,1.0
1620,1,0,1,0,1,2,1,18,1,7,9,10,1,3,0,9,1,1,1,0,0.4,0,3,2,3
2911,1,0,2,0,3,5,0,17,1,7,3,5,2,3,0,18,1,1,1,0,0.428571428571429,0,3,3,6
2513,0,0,1,0,0,0,0,37,2,6,11,4,0,3,0,9,1,0,0,0,0.428571428571429,0,4,2,2
2617,4,0,1,0,0,1,3,17,2,6,3,6,1,3,0,9,1,1,1,0,0.428571428571429,0,3,3,4
1775,6,0,1,2,0,2,2,40,6,7,7,46,1,3,0,18,4,0,1,0,0.444444444444444,0,2,3,4
38,0,9,1,0,0,6,1,197,1,0,0,0,0,2,1,0,2,0,0,0,0.375,0,3,3,1
