,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1533,0,0,1,1,0,1,2,30,1,3,10,0,2,66,1,9,2,1,0,0,0.5,0,2,1,3
52,0,0,1,1,0,1,2,58,1,3,5,16,0,2,0,13,2,0,1,0,0.1,0,3,2,3
1537,1,1,1,2,0,0,1,115,2,7,38,96,0,4,2,27,2,0,1,0,0.1,0,1,4,5
110,0,0,1,25,0,0,1,22,1,0,8,3,0,3,0,9,1,0,0,0,0.333333333333333,0,5,0,1
1534,2,0,2,0,0,6,3,180,2,11,9,12,1,4,2,20,3,0,0,0,0.571428571428571,4,1,0,3
11,1,0,1,1,3,2,2,3,1,1,3,9,0,2,0,9,1,1,1,0,0.4,51,3,0,3
1690,3,0,1,91,0,1,1,167,1,4,25,18,0,3,0,0,2,0,1,0,0.428571428571429,5,3,0,7
123,0,0,1,4,0,2,2,246,1,0,3,84,0,1,1,10,1,0,1,0,0.1,0,4,4,4
348,0,0,1,1,2,2,1,3,122,0,18,46,0,1,0,17,3,1,0,0,0.714285714285714,0,4,1,3
364,0,0,14,2,0,0,1,37,2,4,14,26,0,2,0,0,2,1,1,0,0.5,0,3,1,4
58,4,0,2,0,0,4,3,132,4,1,13,25,1,3,0,19,2,0,1,0,0.727272727272727,0,3,3,6
1764,1,0,1,0,0,1,0.4,3,1,1,5,22,0,4,0,53,2,0,1,0,11,0,3,1,4
422,0,0,1,20,0,5,1,136,1,0,0,0,0,1,1,7,1,0,0,0,0.5,0,1,2,4
153,0,0,1,0,0,6,2,172,1,10,1,12,0,2,91,4,2,1,0,0,0.625,0,4,4,5
361,5,0,1,1,1,5,3,264,6,18,24,27,1,2,3,31,4,0,0,0,0.1,0,1,3,8
2414,1,0,1,1,0,6,6,103,1,0,12,10,8,2,0,11,2,1,1,0,0.8,0,4,2,2
1800,7,0,2,1,0,6,3,285,7,17,29,16,2,4,3,8,2,0,0,0,0.5,0,1,3,7
454,3,0,2,3,10,4,1,73,1,0,0,8,1,1,0,3,1,0,1,0,0.4,0,3,4,1
695,0,0,1,1,1,0,1,32,2,7,8,15,0,3,2,15,2,0,1,0,0.5,0,3,1,2
2906,0,0,1,1,0,0,14,2,1,1,14,42,0,5,0,1,2,0,1,56,0.5,0,5,0,2
957,0,0,1,0,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,4,5,5
923,1,0,1,1,1,2,3,44,1,4,2,6,1,3,0,17,2,1,1,0,0.5,0,1,3,5
106,1,0,1,1,0,2,0,71,3,8,7,13,0,2,0,2,5,0,0,0,0.5,0,2,3,5
987,0,0,1,3,0,1,0.5,25,2,2,2,4,1,4,0,8,2,0,1,0,1,2,3,0,1
3523,0,0,1,0,0,0,1,16,2,1,0,1,0,5,0,1,2,0,1,0,0,0,1,1,1.0
960,2,0,1,0,2,0,1,100,2,3,4,158,0,3,2,35,4,0,1,0,0.5,0,2,5,7
2489,13,0,1,8,2,0,3,40,4,11,7,19,0,2,0,9,2,0,0,0,0.1,0,2,5,3
865,1,0,2,0,3,6,4,29,1,7,3,5,2,3,1,19,1,1,1,0,0.1,0,2,4,3
377,3,2,1,0,0,3,2,31,1,6,7,14,2,2,2,16,3,0,1,0,0.5,0,3,2,4
1620,1,0,1,1,1,2,0,18,1,7,9,10,1,3,0,8,1,1,1,0,0.4,0,3,3,3
2513,0,0,1,1,0,0,0,37,2,6,11,0,0,3,0,9,1,0,0,0,0.428571428571429,0,4,3,2
2617,4,0,1,0,0,1,3,18,2,6,3,6,1,3,0,5,1,1,1,0,0.428571428571429,0,3,4,5
956,0,0,2,1,0,5,5,136,1,2,3,11,0,1,0,22,1,2,2,0,0.5,0,3,2,7
1775,6,0,1,2,0,2,2,18,7,7,5,46,1,3,0,29,4,0,1,0,0.444444444444444,0,2,4,4
2911,1,0,2,0,3,5,1,18,1,7,3,5,2,3,0,9,1,1,1,0,0.428571428571429,0,3,4,6
921,5,0,1,6,0,1,3,32,3,10,1,0,0,5,0,23,2,0,0,0,0.4,0,4,3,6
1742,1,2,1,0,0,8,1,24,1,11,1,1,0,3,27,94,2,0,0,0,0.5,0,4,3,8
38,0,9,1,0,0,6,1,66,1,0,0,0,0,2,1,0,2,0,0,0,0.375,0,3,4,1
