,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
11,9,0,1,1,3,2,2,51,1,1,3,1,0,2,0,4,1,1,1,0,0.4,0,3,3,3
1533,0,0,1,1,0,1,2,66,30,3,10,1,0,1,1,9,2,1,0,0,0.5,0,2,2,3
52,16,0,1,1,0,1,2,58,1,3,5,13,0,2,0,0,2,0,1,0,0.666666666666667,0,3,2,3
110,0,0,1,0,0,0,1,22,25,0,8,1,0,3,0,4,1,0,0,0,0.333333333333333,0,5,3,1
123,0,0,1,4,0,2,2,246,84,0,3,10,0,1,1,1,1,0,1,0,0.571428571428571,0,4,4,4
1534,2,0,2,0,0,6,3,180,12,11,9,20,1,4,2,2,3,0,0,0,0.571428571428571,0,1,3,4
1537,1,1,1,2,0,0,1,115,96,7,38,27,0,4,2,1,2,0,1,0,0.428571428571429,0,1,4,5
1764,22,0,1,0,0,1,1,53,11,1,5,1,0,4,0,1,2,0,1,0,0.4,0,3,3,4
106,13,0,1,1,0,2,2,71,0,8,7,2,17,2,0,1,5,0,0,0,0.5,0,2,3,5
1620,1,0,1,1,1,2,3,60,11,7,9,1,1,3,0,1,1,1,1,0,0.4,0,3,3,3
361,1,0,1,1,1,5,3,264,31,18,24,6,1,2,3,5,4,0,0,0,0.666666666666667,0,1,3,8
364,0,0,1,0,0,0,1,37,2,4,14,14,26,2,0,0,2,1,1,0,0.5,0,3,2,4
153,0,0,1,1,0,6,2,172,1,10,1,4,0,2,91,0,2,1,0,0,0.625,0,4,4,5
1800,7,0,2,1,0,6,3,285,7,17,29,4,2,4,3,27,2,0,0,0,0.5,0,1,3,7
422,0,20,1,0,0,5,1,136,1,0,0,0,0,1,1,3,1,0,0,0,0.5,0,1,2,4
454,1,0,2,3,10,4,4,73,3,0,0,3,1,1,0,8,1,0,1,0,0.4,0,3,4,1
695,0,0,1,1,1,0,1,32,2,7,8,15,15,3,2,0,2,0,1,0,0.5,0,3,2,2
2414,3,0,1,1,0,6,6,103,10,0,12,8,11,2,0,1,2,1,1,0,0.8,0,4,2,2
2489,24,0,1,8,2,0,3,40,13,11,7,4,19,2,0,0,2,0,0,0,0.2,0,2,5,3
2513,0,0,1,1,0,0,2,37,3,6,11,0,22,3,0,4,1,0,0,0,0.428571428571429,0,4,5,2
2617,6,0,1,1,0,1,3,48,12,6,3,2,1,3,0,4,1,1,1,0,0.428571428571429,0,3,4,5
377,3,2,1,0,0,3,2,87,5,6,7,2,2,2,2,16,3,0,1,0,0.5,0,3,2,4
2906,0,0,1,1,0,0,1,56,42,1,14,14,0,5,0,1,2,0,1,0,0.5,0,5,2,2
2911,1,0,2,1,3,5,5,95,19,7,3,1,2,3,0,1,1,1,1,0,0.428571428571429,0,3,4,6
58,8,0,2,1,0,4,3,132,4,9,13,2,1,3,0,4,2,0,1,0,0.727272727272727,0,3,3,6
923,6,0,1,1,1,2,3,44,1,4,2,1,19,3,0,1,2,1,1,0,0.5,0,1,3,5
956,0,0,2,1,0,5,5,136,11,9,3,22,0,1,0,1,1,2,2,0,0.5,0,3,2,7
957,67,0,1,1,7,0,1,62,16,4,4,1,0,3,1,0,3,0,1,0,0.545454545454545,0,4,5,5
348,46,0,1,1,2,2,1,122,2,0,18,1,0,1,0,0,3,1,0,0,0.714285714285714,0,4,3,3
987,0,0,1,1,0,1,2,25,1,2,2,1,1,4,0,8,2,0,1,0,0.5,0,3,3,1
3523,2,0,1,0,0,0,1,16,1,1,0,0,1,5,0,0,2,0,1,0,1.0,0,1,1,0
921,51,0,1,6,0,1,3,105,0,10,25,1,3,5,0,5,2,0,0,0,0.4,0,4,3,6
1690,1,0,1,0,0,1,1,167,91,4,25,1,0,3,0,3,2,0,1,0,0.428571428571429,0,3,5,7
1742,1,2,1,0,0,8,1,1595,94,11,7,1,0,3,27,3,2,0,0,0,0.5,0,4,3,8
38,0,114,1,0,0,6,1,768,21,0,0,3,0,2,1,0,2,0,0,0,0.375,0,3,4,9
1775,6,0,1,2,0,2,2,163,7,7,33,1,1,3,0,8,4,0,1,0,0.444444444444444,0,2,4,4
865,1,0,2,1,3,6,4,100,7,7,3,1,5,3,1,3,1,1,1,0,0.333333333333333,0,2,4,3
960,0,0,1,0,2,0,1,100,2,7,13,0,35,3,2,8,4,0,1,0,0.5,0,2,5,7
