,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
38,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,0,1,1,0,1,2,58,1,0,5,16,0,2,0,13,2,0,1,0,0.666666666666667,0,3,2,3
11,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,,,,,,,,,,,,,,,,,,,
1533,0,0,1,0,0,1,2,66,1,3,10,30,0,1,1,9,2,1,0,0,0.5,0,2,2,3
110,0,0,1,0,0,0,1,22,1,0,8,25,0,3,0,9,1,0,0,0,0.333333333333333,0,5,0,1
1537,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,0,1,4,0,2,2,246,1,0,3,84,0,1,1,10,1,0,1,0,0.1,0,4,4,4
1742,1,2,1,0,0,8,1,1595,1,11,7,181,0,3,27,94,2,0,0,0,0.5,0,4,0,8
1775,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,
1764,1,0,1,0,0,1,1,53,1,1,5,22,0,4,0,11,2,0,1,0,0.4,0,1,3,4
377,3,2,1,0,0,3,2,87,5,0,7,14,2,2,2,16,3,0,1,0,0.5,0,3,2,4
1800,,,,,,,,,,,,,,,,,,,,,,,,,
2414,3,0,1,0,0,6,6,103,1,0,12,10,8,2,0,11,2,1,1,0,0.8,0,4,2,2
454,,,,,,,,,,,,,,,,,,,,,,,,,
422,0,20,1,0,0,0,1,136,1,0,0,0,0,1,1,7,1,0,0,0,0.5,0,1,2,4
2513,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,
2489,,,,,,,,,,,,,,,,,,,,,,,,,
1690,,,,,,,,,,,,,,,,,,,,,,,,,
2906,0,0,1,0,0,0,1,56,1,1,14,42,0,5,0,14,2,0,1,0,0.5,0,5,2,2
956,0,0,2,0,0,5,5,136,1,9,3,11,0,1,0,22,1,2,2,0,0.5,0,3,2,7
865,1,0,2,1,3,6,4,100,1,7,3,5,2,3,1,19,1,1,1,0,0.333333333333333,0,2,0,3
2617,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,,,,,
2911,,,,,,,,,,,,,,,,,,,,,,,,,
957,0,0,1,1,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,1,5,5
987,,,,,,,,,,,,,,,,,,,,,,,,,
364,0,0,1,0,0,0,1,23,2,4,14,26,0,2,0,14,2,1,1,0,0.5,0,3,2,4
3523,0,0,1,0,0,0,1,20,2,1,0,1,0,5,0,1,2,0,1,0,1.0,0,1,1,0
960,,,,,,,,,,,,,,,,,,,,,,,,,
