,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
11,8,0,1,1,3,2,2,51,2,1,3,2,0,2,0,4,1,1,1,0,0.4,0,3,3,3
52,13,0,1,1,0,1,2,58,2,3,5,10,0,2,0,1,2,0,1,0,0.666666666666667,0,3,2,3
123,19,0,1,4,0,2,2,246,9,0,3,2,0,1,1,0,1,0,1,0,0.571428571428571,0,4,4,4
1533,4,0,1,1,0,1,2,66,2,3,10,0,0,1,1,19,2,1,0,0,0.5,0,2,2,3
1534,1,0,2,0,0,6,3,180,8,11,9,18,1,4,2,3,3,0,0,0,0.571428571428571,0,1,3,4
1537,0,1,1,2,0,0,1,115,19,7,38,18,1,4,2,2,2,0,1,0,0.428571428571429,0,1,4,5
58,0,0,2,1,0,4,3,132,12,9,13,18,1,3,0,3,2,0,1,0,0.727272727272727,0,3,3,6
106,8,0,1,1,0,2,2,71,1,8,7,2,10,2,0,2,5,0,0,0,0.5,0,2,3,5
1764,19,0,1,0,0,1,1,53,10,1,5,2,0,4,0,2,2,0,1,0,0.4,0,3,3,4
110,4,0,1,0,0,0,1,22,2,0,8,0,0,3,0,8,1,0,0,0,0.333333333333333,0,5,3,1
361,19,0,1,1,1,5,3,264,18,18,24,4,1,2,3,12,4,0,0,0,0.666666666666667,0,1,3,8
364,1,0,1,0,0,0,1,37,19,4,14,1,10,2,0,0,2,1,1,0,0.5,0,3,2,4
153,8,0,1,1,0,6,2,172,2,10,1,1,0,2,91,1,2,1,0,0,0.625,0,4,4,5
1800,2,0,2,1,0,6,3,285,6,17,29,4,2,4,3,18,2,0,0,0,0.5,0,1,3,7
422,4,20,1,0,0,5,1,136,1,0,0,0,2,1,1,1,1,0,0,0,0.5,0,1,2,4
1620,0,0,1,1,1,2,3,60,7,7,9,1,0,3,0,3,1,1,1,0,0.4,0,3,3,3
695,1,0,1,1,1,0,1,32,13,7,8,1,10,3,2,0,2,0,1,0,0.5,0,3,2,2
2414,2,0,1,1,0,6,6,103,8,0,12,5,10,2,0,2,2,1,1,0,0.8,0,4,2,2
377,2,2,1,0,0,3,2,87,4,6,7,2,2,2,2,10,3,0,1,0,0.5,0,3,2,4
2513,4,0,1,1,0,0,2,37,19,6,11,0,1,3,0,2,1,0,0,0,0.428571428571429,0,4,5,2
2489,18,0,1,8,2,0,3,40,12,11,7,3,18,2,0,1,2,0,0,0,0.2,0,2,5,3
348,19,0,1,1,2,2,1,122,2,0,18,1,0,1,0,1,3,1,0,0,0.714285714285714,0,4,3,3
2906,19,0,1,1,0,0,1,56,10,1,14,2,0,5,0,0,2,0,1,0,0.5,0,5,2,2
2911,1,0,2,1,3,5,5,95,18,7,3,1,2,3,0,2,1,1,1,0,0.428571428571429,0,3,4,6
2617,,,,,,,,,,,,,,,,,,,,,,,,,
923,1,0,1,1,1,2,3,44,2,4,2,0,18,3,0,2,2,1,1,0,0.5,0,1,3,5
956,8,0,2,1,0,5,5,136,18,9,3,2,0,1,0,0,1,2,2,0,0.5,0,3,2,7
957,19,0,1,1,7,0,1,62,10,4,4,2,0,3,1,1,3,0,1,0,0.545454545454545,0,4,5,5
1742,0,2,1,0,0,8,1,1595,18,11,7,2,0,3,27,3,2,0,0,0,0.5,0,4,3,8
987,1,0,1,1,0,1,2,25,4,2,2,0,1,4,0,1,2,0,1,0,0.5,0,3,3,1
3523,1,0,1,0,0,0,1,16,2,1,0,1,3,5,0,1,2,0,1,0,1.0,0,1,1,0
865,1,0,2,1,3,6,4,100,7,7,3,1,5,3,1,3,1,1,1,0,0.333333333333333,0,2,4,3
454,5,0,2,3,10,4,4,73,18,0,0,15,1,1,0,1,1,0,1,0,0.4,0,3,4,1
1775,1,0,1,2,0,2,2,163,6,7,33,1,1,3,0,8,4,0,1,0,0.444444444444444,0,2,4,4
960,0,0,1,0,2,0,1,100,1,7,13,1,18,3,2,8,4,0,1,0,0.5,0,2,5,7
1690,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,,,,
