test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
80,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,4.0,0.53,0.0,97.0,2.0,3.0,4.0,6.0,8.46153846153846,0.0,1.0,0.0,1.0,0.539735099337748,1.0,0.5,0.5,3
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,38.0,1.0,3.0,6.0,0.1,0.0,87.0,2.0,0.0,11.0,1.0,5.16666666666667,1.0,1.0,0.0,2.0,0.470715835140998,2.0,0.825930805776649,0.17406919422335088,2
147,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,155.0,1.0,4.0,4.0,0.73,0.0,90.0,3.0,0.0,8.0,1.0,3.32142857142857,0.0,1.0,0.0,1.0,0.659147869674185,1.0,0.7831072674215094,0.2168927325784907,2
166,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0,2.0,23.0,16.0,0.05,0.0,88.0,3.0,0.0,6.0,2.0,4.97368421052632,0.0,1.0,0.0,1.0,0.547058823529412,3.0,0.5913193671724171,0.40868063282758277,2
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,121.0,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,4.0,2.0,3.92307692307692,1.0,1.0,0.0,0.0,0.495867768595041,2.0,0.6397986845353897,0.36020131546461026,2
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,12.0,0.23,0.0,82.0,1.0,3.0,7.0,2.0,4.48275862068965,0.0,0.0,0.0,1.0,0.326653306613226,2.0,0.6467296997669131,0.35327030023308686,2
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,4.0,2.0,2.75,0.0,0.0,0.0,7.0,1.0,2.0,0.5423858145925319,0.457614185407468,2
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,39.0,1.0,0.0,39.0,0.41,0.0,97.0,2.0,0.0,5.0,1.0,3.8,1.0,1.0,0.0,10.0,0.642647058823529,3.0,0.5,0.5,3
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,8.0,2.0,4.025,0.0,0.0,0.0,1.0,0.531208499335989,2.0,0.6022445899412384,0.39775541005876164,2
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,9.0,1.0,4.33802816901408,0.0,0.0,0.0,1.0,0.328063241106719,3.0,0.6693386947955005,0.3306613052044996,2
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,5.0,2.0,3.23076923076923,0.0,0.0,0.0,6.0,0.416531604538088,3.0,0.5172072521245561,0.4827927478754439,2
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,29.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,11.0,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.6925067938673667,0.30749320613263315,2
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,47.0,3.0,1.0,6.0,0.28,0.0,90.0,2.0,0.0,26.0,2.0,2.91891891891892,0.0,1.0,0.0,0.0,0.459016393442623,2.0,0.5129072245005136,0.4870927754994865,3
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,8.0,3.0,5.15909090909091,1.0,1.0,0.0,1.0,0.439320388349515,2.0,0.5537810970210054,0.44621890297899447,2
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,12.0,2.0,2.84848484848485,0.0,1.0,0.0,0.0,0.55,2.0,0.7218938703770493,0.27810612962295084,2
755,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,33.0,3.0,5.0,6.0,0.13,0.0,86.0,2.0,0.0,23.0,2.0,2.83333333333333,1.0,1.0,0.0,0.0,0.443181818181818,2.0,0.5168773905926306,0.48312260940736934,2
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,5.0,0.15,0.0,96.0,1.0,0.0,9.0,4.0,2.97916666666667,0.0,1.0,0.0,0.0,0.633272058823529,1.0,0.5614054103111911,0.438594589688809,4
773,0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,24.0,1.0,0.0,3.0,0.14,0.0,71.0,1.0,7.0,4.0,2.0,5.41176470588235,1.0,1.0,0.0,0.0,0.457861635220126,3.0,0.5,0.5,5
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,10.0,3.0,3.26666666666667,0.0,0.0,0.0,0.0,0.558260869565217,2.0,0.5533788550958509,0.44662114490414895,2
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,10.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.9267446244625134,0.07325537553748653,2
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,19.0,0.2,0.0,92.0,1.0,0.0,7.0,1.0,3.42592592592593,0.0,0.0,0.0,0.0,0.556005398110661,5.0,0.5713105305049626,0.42868946949503717,2
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,26.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,7.0,2.0,2.7027027027027,0.0,0.0,0.0,1.0,0.658469945355191,2.0,0.8785606112474683,0.12143938875253152,2
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,17.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,0.0,0.809264305177112,1.0,0.6953707807967825,0.30462921920321734,2
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,52.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,0.0,0.606104651162791,3.0,0.5292445853965784,0.47075541460342146,2
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,2.0,2.0,2.75,1.0,1.0,0.0,0.0,0.682692307692308,0.0,0.9294918698518497,0.07050813014815013,2
863,0,1.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,29.0,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,0.0,0.56794425087108,2.0,0.5132317957710191,0.486768204228981,2
871,0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.0,1.0,35.0,0.09,0.0,93.0,1.0,0.0,3.0,2.0,2.73333333333333,0.0,1.0,0.0,0.0,0.454649827784156,4.0,0.5,0.5,3
873,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,43.0,4.0,2.0,26.0,0.1,1.0,90.0,2.0,0.0,7.0,2.0,2.9,0.0,1.0,0.0,0.0,0.577249575551783,2.0,0.5937846287009445,0.40621537129905544,2
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,7.0,2.0,2.9,3.0,1.0,0.0,6.0,0.846645367412141,3.0,0.7741703528271803,0.2258296471728199,2
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,25.0,0.39,0.0,93.0,1.0,4.0,6.0,1.0,2.52083333333333,1.0,1.0,0.0,0.0,0.487364620938628,2.0,0.5,0.5,3
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,4.0,2.0,2.06818181818182,0.0,0.0,0.0,0.0,0.404907975460123,2.0,0.5455088622320514,0.4544911377679487,2
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,30.0,1.0,0.0,0.0,0.6,0.0,94.0,1.0,8.0,3.0,1.0,5.57142857142857,1.0,1.0,0.0,0.0,0.552188552188552,3.0,0.5085640266061849,0.4914359733938152,4
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,33.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.0,0.659574468085106,1.0,0.7725926211678358,0.22740737883216458,2
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,20.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,0.0,0.577181208053691,1.0,0.9471432389916596,0.0528567610083403,2
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,53.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,0.0,0.475270039795338,3.0,0.5728842767287907,0.4271157232712092,2
1103,0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,28.0,6.0,6.0,5.0,0.09,2.0,85.0,2.0,0.0,6.0,3.0,3.05,0.0,0.0,0.0,0.0,0.413793103448276,1.0,0.9358518306252434,0.06414816937475686,2
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,3.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,4.0,0.493445692883895,1.0,0.5551427758502318,0.4448572241497683,2
1671,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,27.0,1.0,4.0,5.0,0.16,0.0,89.0,5.0,1.0,1.0,1.0,2.33333333333333,0.0,1.0,0.0,0.0,0.448888888888889,1.0,0.9345609436382615,0.06543905636173857,2
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,0.0,0.681818181818182,1.0,0.5813229365303135,0.4186770634696865,1
