test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
42,0,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,18.0,0.666666666666667,0.0,2.0,5.0,0.6643368652130042,0.3356631347869958,1
42,1,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.0,0.0,2.0,5.0,0.9899251886808101,0.010074811319189818,2
42,2,1.0,2.0,0.0,0.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.0,0.0,2.0,5.0,0.9978118636008872,0.0021881363991127635,3
42,3,1.0,2.0,0.0,0.0,0.0,0.17,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.0,0.0,2.0,5.0,0.9989766764031348,0.0010233235968651353,4
42,4,1.0,2.0,0.0,0.0,0.0,0.17,0.0,78.0,1.0,1.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.0,0.0,2.0,5.0,0.9990086527335993,0.0009913472664006655,5
42,5,1.0,2.0,0.0,7.0,0.0,0.56,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0,0.5694608354171136,0.43053916458288644,1
42,6,1.0,2.0,0.0,7.0,0.0,0.17,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.0,0.0,2.0,5.0,0.9715431701480569,0.028456829851943095,2
42,7,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,31.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0,0.73521204413511,0.26478795586488996,1
42,8,1.0,2.0,0.0,7.0,0.0,0.17,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,31.0,1.0,0.0,0.0,258.0,0.0,0.0,2.0,5.0,0.9954192733696808,0.004580726630319128,4
42,9,1.0,2.0,0.0,7.0,0.0,0.17,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,1.0,3.875,31.0,1.0,0.0,0.0,258.0,0.0,0.0,2.0,5.0,0.9959544224025461,0.004045577597453937,5
