test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
10,0,53.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6820263287737728,0.3179736712262271,1
10,1,53.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,1.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.7245285075845261,0.27547149241547375,2
10,2,53.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,1.0,0.0,4.0,2.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.7297774987184157,0.27022250128158437,3
10,3,53.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,1.0,0.0,4.0,2.0,4.125,1.0,4.875,1.0,1.0,1.8,346.0,0.3,0.0,4.0,3.0,0.7298752056311917,0.27012479436880826,4
10,4,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,8.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6559895803792484,0.34401041962075163,1
10,5,1.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,8.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6698100137740541,0.33018998622594575,2
10,6,1.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,8.0,4.125,1.0,2.0,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.679754864108768,0.32024513589123205,3
10,7,1.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,2.0,4.0,8.0,4.125,1.0,2.0,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6800978727011178,0.3199021272988822,4
10,8,1.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.79,2.0,80.0,4.0,2.0,4.0,8.0,4.125,1.0,2.0,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6801608205563536,0.31983917944364626,5
10,9,53.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,4.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.6824517599941077,0.3175482400058923,2
