,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
210,0.0,0.0,1.0,0.0,0.0,0.0,0.416666666666667,1.0,0.0,3.0,0.67,0.0,10.0,43.0,2.0,0.0,12.0,2.0,3.4,1.0,2.9,1.0,1.0,1.0,0.0,1.0,60.0,0.0,3.0,3.0
474,1.0,1.0,1.0,1.0,5.0,0.0,33.0,2.0,0.0,0.0,0.26,0.0,4.0,87.0,6.0,1.0,16.0,2.0,4.11111111111111,2.0,7.0,2.0,1.0,0.2,0.0,1.0,1.0,0.0,4.0,3.0
592,0.0,0.0,1.0,0.0,2.0,0.0,9.0,5.0,0.0,8.0,0.25,0.0,9.0,71.0,3.0,0.0,0.833333333333333,2.0,3.27272727272727,1.0,5.45454545454545,1.0,1.0,0.764705882352941,0.0,39.0,36.0,0.0,1.0,4.0
515,1.0,0.0,1.0,0.0,0.0,1.0,145.0,3.0,0.0,13.0,1.03,0.0,21.0,100.0,1.0,0.0,4.0,1.0,3.76190476190476,0.0,3.33333333333333,1.0,0.0,0.2,0.0,145.0,0.6875,0.0,3.0,4.0
625,0.0,0.0,1.0,138.0,387.0,1.0,555.0,1.0,2.0,4.0,0.14,0.0,8.0,99.0,1.0,0.0,94.0,2.0,4.66835443037975,1.0,4.31645569620253,1.0,1.0,0.05,0.0,8702.0,0.666666666666667,0.0,2.0,1.0
603,3.0,2.0,2.0,0.0,1.0,2.0,27.0,3.0,1.0,4.0,0.28,1.0,15.0,62.0,1.0,0.0,15.0,2.0,3.4375,0.0,8.125,1.0,1.0,0.0,0.0,34.0,0.666666666666667,0.0,5.0,8.0
468,1.0,0.0,1.0,4.0,37.0,0.0,57.0,8.0,1.0,7.0,0.12,0.0,11.0,77.0,2.0,0.0,17.0,2.0,3.33333333333333,1.0,6.10416666666667,1.0,1.0,0.05,0.0,76.0,0.1,0.0,4.0,2.0
496,26.0,0.0,1.0,22.0,1.0,2.0,216.0,2.0,7.0,10.0,0.19,2.0,54.0,2.0,2.0,1.0,42.0,2.0,7.76363636363636,2.0,7.61818181818182,1.0,1.0,0.05,0.0,1068.0,1.0,0.0,1.0,3.0
649,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,17.0,2.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.05,0.0,437.0,0.1,0.0,4.0,6.0
602,1.0,0.0,1.0,0.0,9.0,0.0,35.0,10.0,1.0,4.0,0.11,0.0,33.0,60.0,4.0,1.0,11.0,2.0,2.95238095238095,0.0,4.71428571428571,2.0,1.0,0.15,0.0,36.0,0.1,0.0,7.0,4.0
653,6.0,3.0,1.0,1.0,27.0,0.0,39.0,8.0,3.0,6.0,0.13,0.0,21.0,71.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.05,0.0,56.0,0.1,0.0,6.0,0.0
477,3.0,19.0,1.0,8.0,9.0,0.0,17.0,7.0,3.0,10.0,0.09,0.0,53.0,76.0,5.0,2.0,23.0,4.0,2.69354838709677,0.0,3.37096774193548,0.0,1.0,0.0,0.0,19.0,0.1,0.0,4.0,4.0
542,13.0,0.0,2.0,5.0,50.0,1.0,137.0,11.0,0.0,3.0,0.14,1.0,11.0,4.0,1.0,0.0,58.0,2.0,5.0655737704918,0.0,8.60655737704918,1.0,1.0,0.05,0.0,385.0,0.1,2.0,3.0,9.0
638,8.0,4.0,1.0,22.0,5.0,3.0,17.0,4.0,17.0,7.0,0.81,0.0,127.0,76.0,1.0,1.0,33.0,8.0,15.9015151515152,0.0,4.09848484848485,0.0,1.0,0.1,0.0,186.0,0.1,0.0,2.0,6.0
652,5.0,0.0,1.0,0.0,82.0,0.0,6.0,54.0,0.0,23.0,0.03,1.0,55.0,16.0,1.0,0.0,15.0,2.0,4.55474452554745,1.0,5.47445255474453,2.0,1.0,0.05,0.0,20.0,0.3,0.0,5.0,1.0
552,2.0,0.0,2.0,2.0,9.0,0.0,6.0,2.0,3.0,1.0,0.18,0.0,24.0,60.0,3.0,2.0,14.0,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.05,0.0,76.0,0.1,0.0,3.0,7.0
539,9.0,0.0,1.0,1.0,11.0,0.0,18.0,3.0,1.0,2.0,0.05,1.0,26.0,70.0,3.0,3.0,15.0,2.0,4.45945945945946,0.0,5.83783783783784,1.0,1.0,0.829268292682927,0.0,47.0,0.1,0.0,2.0,0.0
270,6.0,0.0,1.0,18.0,7.0,0.0,51.0,3.0,0.0,31.0,0.13,1.0,52.0,61.0,1.0,0.0,24.0,3.0,5.72881355932203,1.0,4.15254237288136,1.0,1.0,0.05,0.0,45.0,1.0,0.0,1.0,2.0
669,8.0,0.0,1.0,1.0,116.0,1.0,174.0,8.0,0.0,0.0,0.15,1.0,10.0,4.0,4.0,5.0,60.0,2.0,3.71428571428571,0.0,6.49206349206349,1.0,1.0,0.2,0.0,198.0,0.1,0.0,6.0,11.0
640,11.0,1.0,2.0,4.0,13.0,1.0,6.0,1.0,0.0,1.0,0.25,0.0,59.0,70.0,5.0,0.0,18.0,1.0,4.36111111111111,0.0,5.76388888888889,1.0,1.0,0.3,0.0,11.0,0.1,0.0,6.0,6.0
680,10.0,1.0,1.0,6.0,29.0,2.0,139.0,8.0,10.0,0.0,0.43,0.0,72.0,4.0,3.0,5.0,30.0,2.0,7.5049504950495,0.0,3.63366336633663,1.0,1.0,0.05,0.0,24.0,0.1,0.0,5.0,9.0
665,13.0,1.0,2.0,37.0,0.0,0.0,17.0,5.0,3.0,65.0,0.07,0.0,118.0,71.0,1.0,7.0,17.0,2.0,4.26271186440678,0.0,2.99152542372881,1.0,0.0,0.05,0.0,124.0,0.15,0.0,5.0,4.0
685,3.0,0.0,1.0,1.0,4.0,0.0,6.0,2.0,0.0,4.0,0.28,1.0,18.0,4.0,3.0,0.0,25.0,2.0,6.22727272727273,0.0,5.40909090909091,1.0,1.0,0.05,0.0,69.0,0.15,0.0,3.0,5.0
