Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.41,0.19688,1.0,1.08475
1.01 < MAJOR_COMMIT <= 1.84,0.16205,1.0,1.08475
MAJOR_COMMIT <= 1.01,0.22768,0.99804,1.08262
1.06 < MaxInheritanceTree <= 1.825,0.16205,0.99449,1.07877
MaxInheritanceTree <= 1.06,0.23393,0.99427,1.07854
CountClassCoupled <= 0.9,0.18884,0.99291,1.07705
Added_lines <= 0.5,0.14732,0.99091,1.07488
28 < Added_lines <= 63.5,0.17098,0.97911,1.06209
CountDeclMethodDefault > 1.12,0.18705,0.97852,1.06145
CountOutput_Mean <= 1.86,0.20536,0.97826,1.06116
