test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
256,0,0.0,0.0,1.0,4.0,10.0,0.0,50.0,43.0,24.0,5.0,0.1,0.0,180.0,94.0,9.0,15.0,50.0,2.0,4.2,0.0,2.0,0.0,1.0,0.2,0.0,4.0,1.0,0.0,1.0,3.0,0.908659794575182,0.09134020542481805
256,1,1.0,0.0,1.0,0.0,0.0,0.0,43.0,2.0,0.0,8.0,0.2,0.0,38.0,78.0,2.0,0.0,17.0,3.0,9.6,1.0,3.1,1.0,1.0,0.7,0.0,122.0,0.8,0.0,3.0,2.0,0.7571764665346882,0.24282353346531185
256,2,48.0,3.0,4.0,17.0,3.0,2.0,240.0,3.0,3.0,70.0,0.1,2.0,81.0,100.0,1.0,0.0,23.0,1.0,10.2,0.0,6.3,1.0,0.0,1.1,0.0,2.0,1.0,0.0,2.0,7.0,0.7296555661878609,0.27034443381213913
256,3,4.0,13.0,1.0,2.0,3.0,2.0,150.0,6.0,3.0,15.0,0.5,0.0,50.0,88.0,4.0,7.0,15.0,2.0,3.3,0.0,3.0,0.0,1.0,0.2,0.0,110.0,0.8,0.0,1.0,1.0,0.8665951374952199,0.13340486250478006
256,4,20.0,2.0,2.0,3.0,14.0,0.0,90.0,5.0,0.0,14.0,0.1,0.0,66.0,90.0,3.0,0.0,16.0,2.0,3.5,0.0,3.7,0.0,1.0,0.7,0.0,2.0,0.4,0.0,6.0,9.0,0.7265809916232402,0.27341900837675986
270,0,4.0,0.0,1.0,1.0,6.0,0.0,84.0,2.0,1.0,0.0,0.3,0.0,32.0,94.0,4.0,2.0,19.0,2.0,2.2,0.0,4.4,1.0,1.0,0.6,0.0,20.0,1.0,0.0,5.0,2.0,0.7838421730658007,0.21615782693419927
270,1,2.0,1.0,1.0,1.0,1.0,0.0,47.0,2.0,0.0,23.0,0.2,0.0,32.0,94.0,1.0,1.0,9.0,2.0,4.1,1.0,2.6,1.0,1.0,0.7,0.0,34.0,0.8,0.0,3.0,8.0,0.7588874934758851,0.2411125065241149
270,2,3.0,0.0,1.0,2.0,3.0,0.0,41.0,2.0,1.0,2.0,0.2,0.0,50.0,76.0,3.0,0.0,11.0,2.0,1.9,0.0,4.8,2.0,1.0,0.2,0.0,12.0,1.0,0.0,3.0,5.0,0.7782557913645848,0.22174420863541522
468,0,6.0,0.0,1.0,3.0,11.0,0.0,55.0,10.0,1.0,4.0,0.2,1.0,17.0,86.0,4.0,0.0,15.0,2.0,3.5,1.0,4.9,1.0,1.0,0.5,0.0,18.0,0.3,0.0,4.0,1.0,0.7371889833779535,0.2628110166220466
468,1,0.0,0.0,1.0,2.0,1.0,3.0,52.0,1.0,2.0,1.0,1.1,0.0,4.0,73.0,5.0,2.0,9.0,1.0,3.2,1.0,3.4,1.0,1.0,0.8,0.0,74.0,1.0,0.0,1.0,1.0,0.89646343257162,0.10353656742838004
468,2,6.0,0.0,1.0,1.0,1.0,0.0,62.0,1.0,2.0,4.0,0.3,0.0,24.0,86.0,2.0,0.0,24.0,1.0,4.8,1.0,3.9,1.0,1.0,0.4,0.0,64.0,1.0,0.0,3.0,0.0,0.7352202885900525,0.26477971140994755
474,0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,2.0,0.0,0.0,0.3,0.0,11.0,90.0,6.0,0.0,11.0,2.0,2.6,0.0,5.1,2.0,1.0,0.3,0.0,10.0,1.0,0.0,3.0,0.0,0.7720800070227629,0.2279199929772371
474,1,0.0,1.0,1.0,1.0,1.0,0.0,32.0,2.0,0.0,0.0,0.3,0.0,11.0,90.0,6.0,0.0,11.0,2.0,2.6,0.0,5.1,2.0,1.0,0.3,0.0,10.0,1.0,0.0,3.0,0.0,0.7720800070227629,0.2279199929772371
474,2,3.0,0.0,1.0,3.0,7.0,0.0,33.0,2.0,0.0,2.0,0.2,0.0,10.0,83.0,3.0,0.0,13.0,2.0,3.0,1.0,6.6,1.0,1.0,0.8,0.0,8.0,0.4,0.0,2.0,0.0,0.7441352129624828,0.2558647870375173
