test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
40,0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8550463217860507,0.14495367821394936
40,1,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,13.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5154392962907353,0.4845607037092647
40,2,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,3.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6749431010075564,0.32505689899244367
40,3,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,16.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,4,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,14.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5154392962907353,0.4845607037092647
40,5,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,19.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,6,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5189589949875507,0.4810410050124493
40,7,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,18.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,8,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,2.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.747428868601216,0.25257113139878395
40,9,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,5.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5283503390280826,0.47164966097191735
40,10,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,15.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,11,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,17.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,12,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,4.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5283503390280826,0.47164966097191735
40,13,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,1.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8297671944395483,0.17023280556045173
40,14,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8448786954888889,0.15512130451111106
40,15,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,43.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7947616336800851,0.20523836631991493
40,16,0.0,0.0,2.0,0.0,21.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,2.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5718137479714296,0.42818625202857047
40,17,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.781085184758237,0.21891481524176307
40,18,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,56.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7947616336800851,0.20523836631991493
40,19,10.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,1.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7176486518421987,0.2823513481578012
40,20,5.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,2.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6060242420409161,0.39397575795908385
40,21,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,18.0,5.0,0.89,0.0,41.0,1.0,0.0,5.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5874363268588138,0.41256367314118625
40,22,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,18.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5214205218986835,0.4785794781013165
40,23,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,18.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5244375597005246,0.4755624402994754
40,24,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,15.0,5.0,0.89,0.0,41.0,1.0,0.0,7.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5244375597005246,0.4755624402994754
40,25,0.0,0.0,2.0,0.0,0.0,7.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,0.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7781458479272428,0.22185415207275716
40,26,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,41.0,5.0,0.89,0.0,41.0,1.0,0.0,5.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.530842544776418,0.46915745522358193
40,27,0.0,0.0,2.0,0.0,17.0,4.0,2.0,1.0,1.0,4.0,5.0,0.89,0.0,41.0,1.0,0.0,1.0,3.0,3.83333333333333,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6874634103717316,0.3125365896282683
