,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1628,,,,,,,,,,,,,,,,,,,,,,,,,
19,4.0,2.0,11.0,86.0,3.0,0.0,0.95,0.0,86.0,3.0,0.0,5.0,3.0,20.5555555555556,1.0,2.66666666666667,1.0,1.0,0.586206896551724,0.0,0.666666666666667,0.0,4.0,2.0,3.0
30,4.0,89.0,11.0,2.0,4.0,1.0,0.68,0.0,89.0,4.0,0.0,7.0,2.0,4.85714285714286,0.0,4.85714285714286,1.0,1.0,1.0625,0.0,0.444444444444444,0.0,2.0,4.0,4.0
23,,,,,,,,,,,,,,,,,,,,,,,,,
47,3.0,5.0,4.0,90.0,5.0,2.0,0.97,0.0,90.0,1.0,0.0,5.0,2.0,18.3333333333333,2.0,3.72727272727273,1.0,1.0,0.638888888888889,0.0,0.666666666666667,0.0,3.0,2.0,5.0
22,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,
21,4.0,14.0,11.0,3.0,326.0,0.0,2.36,0.0,100.0,2.0,2.0,14.0,2.0,2.84745762711864,0.0,0.7796610169491531,0.0,1.0,0.0,0.0,0.470588235294118,0.0,4.0,7.0,7.0
10,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.0,60.0,2.0,5.0,61.0,0.0,0.33000000000000007,3.0,60.0,1.0,0.0,2.0,1.0,12.75,6.0,14.25,3.0,1.0,2.5,0.0,0.333333333333333,0.0,1.0,3.0,5.0
185,,,,,,,,,,,,,,,,,,,,,,,,,
1661,5.0,87.0,1.0,3.0,40.0,4.0,0.0800000000000003,1.9999999999999998,87.0,2.0,0.0,20.0,2.0,3.88235294117647,0.0,6.91176470588235,1.0,1.0,0.5,0.0,0.5,0.0,1.0,3.0,2.0
257,4.0,3.0,16.0,3.0,100.0,0.0,1.41,0.0,100.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.407407407407407,9.0,4.0,3.0,16.0
291,2.0,2.0,96.0,3.0,1.0,0.0,0.76,0.0,96.0,1.0,0.0,1.0000000000000009,1.0,9.83333333333333,1.0,4.33333333333333,1.0,1.0,2.1249999999999996,0.0,0.5,0.0,3.0,2.0,2.0
231,,,,,,,,,,,,,,,,,,,,,,,,,
455,3.0,2.0,16.0,7.0,75.0,2.0,0.27,1.0,74.0,2.0,0.0,16.0,3.0,2.88235294117647,0.0,5.70588235294118,0.0,1.0,0.708333333333333,0.0,0.333333333333333,0.0,3.0,5.0,2.0
456,2.0,15.0,7.0,0.0,149.0,10.0,0.18999999999999995,1.0,100.0,3.0,0.0,15.0,2.0,3.87037037037037,0.0,6.01851851851852,0.0,0.0,0.64,0.0,0.363636363636364,0.0,2.0,5.0,2.0
457,2.0,1.0,8.0,7.0,49.0,5.0,0.14000000000000012,1.0,100.0,3.0,0.0,16.0,1.0,3.95652173913043,0.0,7.39130434782609,1.0,0.0,0.931034482758621,0.0,0.333333333333333,0.0,2.0,3.0,1.0
