test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
42,0,1.0,4.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,7.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0,0.8330582147602933,0.16694178523970654
65,0,67.0,1.0,8.0,4.0,0.0,0.53,0.0,88.0,1.0,1.0,33.0,2.0,17.8736842105263,0.0,3.95789473684211,1.0,1.0,0.5,0.0,48.0,0.571428571428571,0.0,5.0,7.0,0.6542499194220142,0.3457500805779859
95,0,0.0,1.0,0.0,4.0,2.0,0.33,0.0,80.0,2.0,0.0,18.0,1.0,5.53846153846154,1.0,5.38461538461539,1.0,1.0,1.86666666666667,0.0,17862.0,0.5,0.0,6.0,2.0,0.732349885430568,0.2676501145694319
177,0,1.0,2.0,23.0,5.0,0.0,0.63,0.0,92.0,1.0,2.0,17.0,2.0,20.9672131147541,0.0,15.2,24.0,1.0,0.650793650793651,0.0,21.0,0.333333333333333,0.0,2.0,10.0,0.7236298631655639,0.2763701368344363
247,0,9.0,1.0,84.0,4.0,21.0,0.4,0.0,92.0,2.0,0.0,34.0,2.0,5.32835820895522,0.0,6.41791044776119,1.0,1.0,0.987179487179487,0.0,330.0,0.25,0.0,3.0,6.0,0.7015759612623043,0.2984240387376957
1127,0,0.0,1.0,88.0,5.0,0.0,0.73,0.0,0.0,1.0,0.0,32.0,1.0,3.4375,0.0,5.375,1.0,1.0,0.944444444444444,0.0,15.0,0.5,0.0,3.0,1.0,0.7013908450188338,0.29860915498116597
500,0,10.0,2.0,12.0,5.0,0.0,0.58,0.0,87.0,1.0,0.0,25.0,2.0,43.9,1.0,30.3,1.0,1.0,1.03448275862069,0.0,378.0,0.25,0.0,4.0,1.0,0.7373985276707332,0.2626014723292669
701,0,0.0,2.0,66.0,6.0,1.0,295.93,0.0,87.0,2.0,3.0,18.0,1.0,38.8,0.0,4.5,1.0,1.0,0.927083333333333,0.0,9.0,0.75,0.0,2.0,11.0,0.7323609969749321,0.26763900302506766
43,0,5.0,5.0,28.0,6.0,0.0,0.74,0.0,64.0,1.0,0.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,37.0,0.6,0.0,70.0,0.3,0.0,4.0,2.0,0.7635495971218752,0.23645040287812485
110,0,1.0,1.0,155.0,6.0,0.0,0.25,0.0,45.0,2.0,0.0,14.0,3.0,4.54545454545455,0.0,17.6363636363636,0.0,1.0,1.88888888888889,0.0,149.0,0.4,0.0,3.0,11.0,0.7346420961153622,0.2653579038846378
218,0,5.0,1.0,20.0,1.0,1.0,0.58,0.0,96.0,2.0,2.0,22.0,2.0,5.23863636363636,0.0,2.18181818181818,6.0,1.0,0.189473684210526,0.0,39.0,0.25,0.0,3.0,10.0,0.5337592381370418,0.4662407618629581
296,0,6.0,2.0,10.0,1.0,0.0,0.38,0.0,77.0,3.0,0.0,13.0,1.0,5.4,1.0,7.26666666666667,2.0,1.0,2.0,0.0,21.0,0.4,0.0,4.0,1.0,0.5452949615063057,0.45470503849369415
299,0,3.0,2.0,5.0,4.0,4.0,0.25,2.0,88.0,2.0,4.0,31.0,2.0,5.91666666666667,1.0,9.83333333333333,1.0,73.0,1.4,5.0,17.0,0.4,0.0,3.0,8.0,0.7361661276463713,0.2638338723536286
321,0,82.0,2.0,177.0,8.0,4.0,0.43,1.0,91.0,3.0,2.0,52.0,2.0,8.18279569892473,0.0,7.67741935483871,1.0,1.0,1.57692307692308,0.0,1033.0,0.434782608695652,3.0,4.0,11.0,0.7323499231975804,0.2676500768024196
328,0,0.0,1.0,0.0,5.0,2.0,0.38,10.0,58.0,2.0,2.0,21.0,3.0,7.0,2.0,8.625,2.0,1.0,1.7,0.0,235.0,0.4,0.0,4.0,4.0,0.7938708213804861,0.20612917861951377
331,0,56.0,1.0,0.0,1.0,2.0,0.19,0.0,50.0,2.0,0.0,21.0,2.0,6.08333333333333,1.0,7.58333333333333,1.0,1.0,1.75,0.0,31.0,0.1,0.0,5.0,2.0,0.5628697397693757,0.4371302602306242
335,0,34.0,3.0,1.0,11.0,0.0,0.5,0.0,65.0,2.0,1.0,19.0,1.0,5.71428571428571,1.0,12.5714285714286,23.0,1.0,2.44444444444444,0.0,452.0,0.214285714285714,0.0,4.0,5.0,0.7269577133752314,0.2730422866247684
350,0,1.0,1.0,2.0,4.0,0.0,246.29,0.0,85.0,1.0,0.0,78.0,2.0,7.32258064516129,0.0,6.09677419354839,0.0,1.0,1.08571428571429,0.0,134.0,0.25,0.0,4.0,9.0,0.7333550633633501,0.26664493663664984
359,0,11.0,1.0,0.0,5.0,0.0,0.59,0.0,90.0,1.0,0.0,27.0,1.0,5.90243902439024,1.0,4.92682926829268,1.0,153.0,1.0,0.0,52.0,0.454545454545455,0.0,4.0,10.0,0.6412711510118924,0.3587288489881076
