test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,17.0,7.0,1.0,22.0,34.0,2.0,1.0,417.0,26.0,20.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.62321866,0.37678134
59,1,17.0,7.0,1.0,6.0,31.0,17.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6741688,0.32583117
59,2,17.0,0.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,2.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,21.0,0.0,0.0,0.5,1.0,2.0,0.5452513,0.4547487
59,3,17.0,7.0,1.0,1.0,0.0,9.0,9.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,0.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5376204,0.46237954
59,4,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,6.0,0.0,0.0,0.5,1.0,2.0,0.9054611,0.09453896
59,5,17.0,7.0,1.0,43.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,334.0,2.19318181818182,0.0,0.0,0.0,0.2,1.0,2.0,0.56407535,0.43592465
59,6,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,2.0,0.0,3.0,908.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.8054457,0.1945543
59,7,17.0,7.0,1.0,1.0,44.0,5.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,4.0,2.0,0.5763799,0.42362007
59,8,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,8.0,2.0,319.0,2.19318181818182,22.0,0.0,0.0,0.5,1.0,2.0,0.552455,0.447545
59,9,17.0,7.0,1.0,1.0,0.0,21.0,1.0,417.0,26.0,2.0,32.0,5.0,4.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.7307339,0.26926613
