test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,1.0,0.0,12.7,0.0,0.0,0.0,1.0,1.0,1.0,0.6634656,0.3365344
59,1,3.0,0.0,1.0,1.0,9.0,3.0,2.0,386.0,18.0,10.0,23.0,89.0,0.0,3.0,3.0,0.0,2.0,0.0,3.09803921568627,1.0,1.0,0.0,0.8,4.0,5.0,0.5310713,0.46892872
106,0,0.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,32.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,2.0,2.0,0.71558917,0.28441083
106,1,2.0,0.0,2.0,0.0,0.0,6.0,3.0,178.0,2.0,12.0,9.0,9.0,2.0,5.0,2.0,1.0,2.0,1.0,5.78260869565217,0.0,1.0,4.0,0.75,1.0,5.0,0.7111369,0.28886312
106,2,0.0,0.0,1.0,1.0,1.0,6.0,2.0,178.0,3.0,5.0,4.0,22.0,0.0,2.0,0.0,21.0,2.0,1.0,1.8,4.0,1.0,0.0,1.0,2.0,5.0,0.7209894,0.2790106
117,0,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,2435.0,19.0,2.0,0.0,5.02631578947368,1.0,1.0,0.0,0.333333333333333,3.0,1.0,0.52408075,0.47591925
117,1,0.0,0.0,1.0,2.0,0.0,3.0,2.0,132.0,1.0,4.0,7.0,16.0,1.0,3.0,0.0,7.0,1.0,2.0,20.3,1.0,1.0,0.0,0.75,1.0,1.0,0.66700876,0.33299124
160,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,7.0,40.0,7.0,0.0,4.0,2.0,28.0,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,1.0,5.0,0.5965506,0.40344945
160,1,1.0,3.0,1.0,1.0,0.0,0.0,2.0,82.0,5.0,16.0,37.0,82.0,0.0,3.0,2.0,28.0,4.0,0.0,3.12745098039216,0.0,1.0,0.0,0.333333333333333,5.0,1.0,0.5274045,0.4725955
160,2,2.0,0.0,1.0,0.0,56.0,1.0,1.0,164.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,17.0,2.0,0.0,2.03092783505155,1.0,1.0,0.0,0.5,3.0,7.0,0.5979553,0.4020447
160,3,10.0,0.0,1.0,25.0,0.0,1.0,3.0,99.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,0.0,2.0,0.0,23.1,0.0,1.0,0.0,0.428571428571429,4.0,7.0,0.5036222,0.4963778
