test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,17.0,7.0,1.0,1.0,0.0,20.0,1.0,417.0,26.0,2.0,32.0,150.0,13.0,3.0,19.0,6.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5612515,0.4387485
59,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,21.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,7.0,2.0,0.56892496,0.43107504
59,2,17.0,7.0,1.0,1.0,0.0,15.0,1.0,417.0,26.0,2.0,32.0,60.0,10.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.573744,0.426256
59,3,17.0,7.0,1.0,1.0,0.0,4.0,1.0,417.0,26.0,2.0,32.0,3.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,5.0,2.0,0.71706057,0.28293946
59,4,17.0,7.0,1.0,1.0,0.0,8.0,1.0,417.0,26.0,2.0,32.0,23.0,6.0,3.0,19.0,41.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.59599435,0.40400562
59,5,17.0,7.0,1.0,1.0,0.0,22.0,1.0,417.0,26.0,2.0,32.0,12.0,11.0,3.0,19.0,60.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5861212,0.41387883
59,6,17.0,7.0,1.0,1.0,0.0,7.0,1.0,417.0,26.0,2.0,32.0,23.0,10.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6434466,0.35655338
59,7,17.0,7.0,1.0,1.0,0.0,16.0,1.0,417.0,26.0,2.0,32.0,33.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.67524564,0.32475436
59,8,17.0,7.0,1.0,1.0,0.0,7.0,1.0,417.0,26.0,2.0,32.0,23.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.80447775,0.19552226
59,9,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,7.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.58329713,0.41670284
