test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
59,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,7.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.58329713,0.41670284,1
59,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6835185,0.31648144,1
59,2,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.998876,0.0011240441,3
59,3,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.99932784,0.0006721837,3
59,4,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.9995965,0.00040352446,4
59,5,17.0,7.0,1.0,1.0,1.0,2.0,1.0,19.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.99966055,0.00033942796,5
59,6,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.9973339,0.0026661023,3
59,7,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.99787354,0.00212645,3
59,8,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,26.0,0.0,0.0,0.5,1.0,2.0,0.99864495,0.0013550803,3
59,9,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,26.0,0.0,0.0,0.0,1.0,2.0,0.9994984,0.0005015824,4
59,10,17.0,0.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.99892116,0.0010788554,3
59,11,17.0,0.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,1.0,1.0,2.0,0.99962634,0.00037363317,4
59,12,17.0,0.0,1.0,1.0,1.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,1.0,1.0,2.0,0.999753,0.00024699254,5
59,13,17.0,0.0,1.0,1.0,1.0,2.0,1.0,27.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,1.0,1.0,2.0,0.9997807,0.00021927536,5
59,14,0.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.9973661,0.002633949,3
59,15,0.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,1.0,1.0,2.0,0.9984488,0.0015511984,4
59,16,0.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,1.0,1.0,2.0,0.99852514,0.0014748373,4
59,17,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,3.0,2.0,32.0,2.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.99787587,0.002124113,4
59,18,17.0,7.0,1.0,1.0,0.0,2.0,1.0,19.0,3.0,2.0,32.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.0,1.0,2.0,0.99830604,0.0016939798,4
59,19,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,2.0,0.0,3.0,19.0,0.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.9773582,0.022641774,2
106,0,16.0,0.0,3.0,3.0,4.0,5.0,5.0,204.0,2.0,5.0,2.0,13.0,2.0,1.0,0.0,35.0,2.0,2.0,8.52941176470588,1.0,1.0,0.0,0.857142857142857,2.0,2.0,0.67453384,0.32546616,2
106,1,16.0,0.0,3.0,3.0,4.0,5.0,5.0,204.0,2.0,5.0,2.0,3.0,2.0,1.0,0.0,35.0,2.0,2.0,8.52941176470588,1.0,1.0,0.0,0.857142857142857,2.0,7.0,0.59064376,0.40935627,2
106,2,16.0,0.0,3.0,3.0,4.0,5.0,5.0,204.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,35.0,2.0,2.0,1.1,1.0,1.0,0.0,0.857142857142857,2.0,0.0,0.9945417,0.00545827,4
