test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
157,0,13.0,38.0,2.0,0.0,0.0,0.0,254.0,144.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.727272727272727,0.0,1.0,4.0,0.5440384688259592,0.45596153117404076
852,0,4.0,6.0,1.0,34.0,9.0,0.0,143.0,1.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,2.6,0.0,152.0,1.0,0.0,1.0,0.0,0.5075138486725865,0.49248615132741347
237,0,3.0,1.0,1.0,11.0,26.0,0.0,51.0,5.0,1.0,3.0,6.6,1.0,95.0,5.0,0.0,19.0,2.0,31.1,1.0,1.0,1.0,0.918918918918919,0.0,124.0,0.7,0.0,4.0,6.0,0.5012223021485807,0.49877769785141934
911,0,8.0,0.0,1.0,0.0,12.0,0.0,10.0,3.0,0.0,2.0,0.04,4.0,91.0,3.0,3.0,24.0,2.0,4.06451612903226,0.0,2.0,1.0,0.714285714285714,0.0,565.0,1.0,0.0,1.0,0.0,0.5847702430045654,0.41522975699543463
285,0,29.0,38.0,1.0,12.0,0.0,0.0,144.0,16.0,2.0,35.0,0.1,0.0,98.0,4.0,4.0,42.0,2.0,3.1497005988024,0.0,0.0,0.0,0.755434782608696,1.0,2.0,1.1,0.0,5.0,5.0,0.6631986665338858,0.33680133346611424
289,0,21.0,0.0,1.0,1.0,7.0,0.0,63.0,1.0,2.0,3.0,0.12,0.0,78.0,5.0,0.0,21.0,1.0,4.890625,0.0,1.0,1.0,0.681818181818182,0.0,52.0,0.894736842105263,0.0,4.0,6.0,0.8598205851680694,0.1401794148319307
292,0,91.0,0.0,2.0,124.0,12.0,0.0,88.0,58.0,5.0,1.0,7.2,0.0,12.0,5.0,21.0,1.0,2.0,3.3030303030303,0.0,1.0,1.0,0.610526315789474,0.0,2598.0,0.7,1.0,1.0,6.0,0.509009147851649,0.4909908521483511
304,0,15.0,0.0,1.0,2.0,0.0,0.0,49.0,2.0,0.0,1.0,0.04,0.0,100.0,2.0,0.0,65.0,1.0,5.43457943925234,0.0,1.0,1.0,0.497695852534562,1.0,189.0,1.1,0.0,2.0,5.0,0.5675522520350011,0.4324477479649989
356,0,19.0,54.0,1.0,99.0,24.0,9.0,524.0,5.0,20.0,171.0,6.0,0.0,99.0,2.0,77.0,131.0,2.0,13.8922716627635,0.0,0.0,12.0,0.244239631336406,0.0,414.0,0.6,3.0,3.0,1.0,0.5118713987700545,0.48812860122994556
358,0,63.0,0.0,1.0,5.0,26.0,1.0,352.0,9.0,26.0,6.0,9.3,2.0,64.0,0.0,1.0,33.0,1.0,5.91034482758621,34.0,11.0,1.0,2.7,1.0,723.0,0.9,1.0,1.0,2.0,0.5233978759829894,0.4766021240170106
928,0,7.0,4.0,1.0,22.0,5.0,3.0,582.0,4.0,2.0,7.0,0.84,0.0,98.0,1.0,1.0,31.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,0.0,100.0,0.9,0.0,7.0,5.0,0.5037332403199837,0.4962667596800164
359,0,33.0,14.0,2.0,27.0,22.0,0.0,138.0,3.0,3.0,4.0,0.11,0.0,97.0,0.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,165.0,1.0,0.0,3.0,4.0,0.5144224741026957,0.48557752589730435
360,0,11.0,1.0,2.0,4.0,5.0,1.0,282.0,1.0,0.0,1.0,0.26,0.0,88.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,192.0,0.75,0.0,6.0,0.0,0.5508097518308638,0.4491902481691362
363,0,6.0,0.0,1.0,5.0,7.0,1.0,178.0,8.0,6.0,14.0,0.19,0.0,96.0,4.0,3.0,29.0,2.0,6.52252252252252,0.0,1.0,1.0,0.725,0.0,1068.0,0.714285714285714,0.0,3.0,1.0,0.5060327989857334,0.4939672010142666
929,0,12.0,9.0,1.0,3.0,6.0,2.0,206.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,21.0,2.0,4.13698630136986,22.0,1.0,1.0,0.636363636363636,0.0,58.0,0.777777777777778,0.0,1.0,2.0,0.5195025882271845,0.48049741177281546
367,0,11.0,0.0,1.0,3.0,9.0,0.0,42.0,14.0,23.0,1.0,0.13,0.0,85.0,3.0,0.0,9.0,2.0,6.4,0.0,1.0,1.0,0.385964912280702,0.0,85.0,0.8,0.0,3.0,3.0,0.5223728950717452,0.4776271049282547
368,0,12.0,0.0,1.0,1.0,7.0,4.0,489.0,2.0,4.0,2.0,0.33,1.0,13.0,3.0,0.0,22.0,0.0,3.28571428571429,0.0,2.0,1.0,2.6,0.0,465.0,0.9,0.0,4.0,8.0,0.5163203148990378,0.4836796851009621
931,0,3.0,1.0,11.0,0.0,19.0,0.0,29.0,2.0,0.0,3.0,0.11,0.0,84.0,3.0,0.0,14.0,2.0,3.58620689655172,1.0,1.0,1.0,2.8,0.0,130.0,0.666666666666667,0.0,2.0,2.0,0.7249600475009453,0.27503995249905466
369,0,5.0,0.0,1.0,0.0,67.0,0.0,36.0,1.0,0.0,16.0,0.03,0.0,16.0,1.0,0.0,22.0,2.0,4.47457627118644,1.0,2.0,1.0,2.6,0.0,314.0,0.648648648648649,0.0,5.0,1.0,0.624817614376169,0.37518238562383094
