,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
157,13,0,2,0,0,0,254,1,2,5,0.09,1,99,1,1,118,2,3.77003484320558,0,0,1,0.585648148148148,0,139,0.727272727272727,0,1,4
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,8,0,1,7,38,0,103,2,0,2,0.19,0,97,1,0,1,1,3.64102564102564,2,1,1,0.714285714285714,0,530,1.0,0,2,5
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,8,0,1,0,12,0,10,3,0,2,0.04,1,91,3,3,0,2,4.06451612903226,0,2,1,0.714285714285714,0,565,1.0,0,2,0
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,17,14,3,0,21,3,199,2,0,7,0.18,2,95,1,0,15,1,4.97222222222222,0,1,1,1.25641025641026,0,36,1.0,0,3,2
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,11,0,1,3,0,0,42,14,0,1,0.13,0,85,3,0,9,2,2.0,0,1,1,0.385964912280702,0,85,0.8,0,3,3
379,2,0,1,0,2,0,75,22,0,0,0.16,0,0,4,0,43,1,2.67241379310345,0,2,1,0.345679012345679,0,5,0.583333333333333,0,5,5
928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,3,1,2,0,0,0,29,2,0,3,0.11,0,84,3,0,14,2,3.58620689655172,1,1,1,0.71875,0,130,0.666666666666667,0,2,2
852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,21,0,1,1,7,0,63,1,2,3,0.12,0,78,5,0,21,1,4.890625,0,1,1,0.681818181818182,0,32.0,0.894736842105263,0,4,6
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,8,1,1,1,7,7,869,4,6,0,1.29,0,100,3,59,27,2,5.27722772277228,0,1,1,0.433962264150943,0,10.0,0.5,0,4,10
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,25,0,1,3,12,0,221,3,1,27,0.22,0,100,1,0,29,1,16.4110429447853,0,0,0,0.317365269461078,0,18.0,0.8,0,2,5
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,19,1,4,15,22,0,59,6,0,8,0.09,1,0,1,2,3,2,5.62857142857143,1,1,1,1.54761904761905,0,36,0.5,0,3,5
