test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
320,0,1.0,1.0,1.0,0.0,0.0,4.0,104.0,1.0,2.0,0.0,4.0,0.9,1.0,0.0,3.0,0.0,12.0,1.0,2.4,0.0,6.4,1.0,1.0,1.2,7.0,0.5,0.0,2.0,2.0,3.0,0.9833273,0.016672676
320,1,3.0,0.0,1.0,0.0,1.0,5.0,87.0,1.0,0.0,0.0,10.0,0.42,1.0,0.0,4.0,0.0,8.0,1.0,1.3,0.0,5.5,1.0,1.0,0.9,1.0,1.0,0.0,3.0,1.0,0.0,0.98852545,0.011474551
320,2,1.0,0.0,1.0,0.0,8.0,4.0,101.0,1.0,0.0,0.0,14.0,1.42,0.0,0.0,3.0,0.0,1.0,1.0,6.5,1.0,2.5,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.9993525,0.00064747257
320,3,3.0,0.0,1.0,0.0,7.0,6.0,69.0,1.0,0.0,0.0,4.0,0.74,0.0,0.0,1.0,0.0,9.0,1.0,5.3,2.0,4.6,2.0,1.0,2.0,12.0,0.5,0.0,3.0,3.0,3.0,0.99305236,0.006947634
320,4,0.0,1.0,1.0,0.0,1.0,5.0,78.0,1.0,0.0,0.0,10.0,0.27,3.0,0.0,4.0,0.0,13.0,1.0,2.5,0.0,6.8,1.0,1.0,1.0,31.0,0.5,0.0,3.0,4.0,2.0,0.8384003,0.16159971
320,5,0.0,0.0,1.0,0.0,0.0,7.0,86.0,1.0,1.0,0.0,6.0,2.46,0.0,0.0,6.0,0.0,2.0,1.0,2.4,1.0,2.1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.9963504,0.0036495882
320,6,0.0,0.0,1.0,0.0,0.0,9.0,102.0,1.0,0.0,0.0,9.0,0.6,1.0,0.0,4.0,0.0,1.0,1.0,1.2,0.0,3.9,1.0,1.0,0.3,0.0,1.0,0.0,2.0,1.0,0.0,0.9737655,0.02623448
320,7,0.0,0.0,1.0,0.0,0.0,7.0,85.0,1.0,1.0,0.0,6.0,2.74,0.0,0.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.99612373,0.0038762505
320,8,0.0,0.0,1.0,0.0,0.0,0.0,111.0,1.0,0.0,0.0,6.0,2.13,0.0,0.0,4.0,1.0,4.0,1.0,0.5,0.0,1.8,1.0,1.0,0.5,0.0,1.0,0.0,3.0,1.0,3.0,0.65945184,0.34054816
320,9,0.0,0.0,1.0,0.0,0.0,12.0,92.0,1.0,0.0,0.0,1.0,2.88,10.0,0.0,3.0,0.0,14.0,1.0,2.0,2.0,14.0,14.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.99880266,0.0011973344
320,10,0.0,0.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,0.0,17.0,2.36,0.0,0.0,0.0,1.0,4.0,0.0,19.8,0.0,0.9,0.0,1.0,0.0,0.0,0.5,0.0,3.0,2.0,3.0,0.9996833,0.0003166705
320,11,0.0,0.0,1.0,0.0,0.0,3.0,111.0,1.0,0.0,0.0,23.0,0.18,3.0,0.0,4.0,0.0,7.0,1.0,2.7,0.0,7.8,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.99305004,0.006949973
320,12,5.0,0.0,2.0,0.0,0.0,2.0,91.0,3.0,0.0,3.0,17.0,0.16,5.0,0.0,3.0,0.0,18.0,2.0,3.5,0.0,10.8,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,2.0,0.9913274,0.008672578
320,13,0.0,0.0,1.0,0.0,0.0,7.0,88.0,1.0,1.0,0.0,6.0,2.84,0.0,0.0,6.0,0.0,2.0,1.0,5.9,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.9973051,0.0026948801
320,14,0.0,0.0,1.0,0.0,0.0,3.0,92.0,1.0,0.0,0.0,19.0,2.97,0.0,0.0,2.0,2.0,1.0,1.0,3.6,0.0,0.6,0.0,1.0,0.0,15.0,0.5,0.0,2.0,2.0,1.0,0.99911636,0.00088364474
320,15,0.0,0.0,1.0,0.0,9.0,11.0,121.0,1.0,0.0,0.0,9.0,0.82,0.0,0.0,1.0,0.0,0.0,1.0,4.3,2.0,4.7,3.0,1.0,2.2,0.0,0.0,0.0,4.0,0.0,2.0,0.98774135,0.012258642
320,16,5.0,1.0,1.0,1.0,0.0,3.0,80.0,1.0,0.0,3.0,11.0,0.46,0.0,50.0,1.0,0.0,3.0,2.0,7.1,3.0,3.5,1.0,1.0,1.0,1.0,0.5,0.0,3.0,2.0,3.0,0.9964609,0.0035391017
320,17,0.0,0.0,1.0,0.0,0.0,11.0,82.0,1.0,0.0,0.0,6.0,0.37,7.0,0.0,4.0,0.0,0.0,1.0,0.2,0.0,2.0,1.0,1.0,0.4,25.0,0.5,0.0,2.0,2.0,2.0,0.9356779,0.06432211
320,18,0.0,0.0,1.0,0.0,0.0,0.0,83.0,3.0,0.0,1.0,50.0,0.45,0.0,8.0,1.0,0.0,1.0,3.0,2.6,0.0,1.7,0.0,1.0,0.2,7.0,0.5,0.0,1.0,2.0,2.0,0.9896661,0.010333866
320,19,0.0,0.0,1.0,0.0,0.0,7.0,93.0,1.0,0.0,0.0,8.0,6.64,0.0,0.0,1.0,2.0,1.0,1.0,3.8,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99881583,0.0011841474
320,20,0.0,0.0,1.0,0.0,0.0,4.0,106.0,1.0,0.0,0.0,7.0,10.6,0.0,0.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9998067,0.0001932948
320,21,0.0,0.0,1.0,0.0,0.0,1.0,61.0,2.0,0.0,2.0,10.0,0.92,0.0,30.0,3.0,0.0,2.0,1.0,2.2,0.0,2.5,1.0,1.0,0.9,1.0,1.0,0.0,3.0,1.0,3.0,0.9993347,0.0006652793
320,22,0.0,0.0,1.0,0.0,0.0,1.0,61.0,2.0,0.0,2.0,10.0,0.92,0.0,30.0,3.0,0.0,2.0,1.0,1.8,0.0,2.5,1.0,1.0,0.9,15.0,0.8,0.0,3.0,2.0,2.0,0.99820524,0.0017947656
320,23,0.0,0.0,1.0,0.0,0.0,13.0,115.0,1.0,0.0,0.0,7.0,1.24,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.88061184,0.11938816
320,24,0.0,0.0,1.0,0.0,0.0,4.0,90.0,1.0,0.0,3.0,14.0,0.98,0.0,35.0,1.0,0.0,1.0,3.0,6.9,2.0,1.9,1.0,1.0,1.1,3.0,1.0,0.0,2.0,1.0,1.0,0.9968105,0.003189498
320,25,0.0,0.0,1.0,0.0,0.0,4.0,90.0,1.0,0.0,3.0,14.0,0.98,0.0,35.0,1.0,0.0,1.0,3.0,9.1,2.0,1.9,1.0,1.0,1.1,1.0,1.0,0.0,2.0,1.0,1.0,0.99642104,0.0035789828
320,26,0.0,0.0,3.0,0.0,0.0,7.0,77.0,1.0,0.0,1.0,3.0,1.35,1.0,33.0,2.0,0.0,3.0,1.0,6.0,3.0,6.3,2.0,1.0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.9994643,0.00053573074
320,27,6.0,0.0,1.0,0.0,0.0,3.0,88.0,1.0,0.0,0.0,11.0,0.24,4.0,0.0,3.0,0.0,16.0,1.0,4.1,0.0,11.1,3.0,1.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.9683076,0.031692356
320,28,8.0,2.0,1.0,0.0,0.0,1.0,62.0,3.0,0.0,7.0,10.0,0.19,1.0,55.0,3.0,0.0,21.0,2.0,3.7,2.0,6.6,2.0,1.0,0.9,0.0,0.0,0.0,6.0,0.0,4.0,0.5339315,0.46606848
320,29,0.0,1.0,1.0,0.0,0.0,1.0,54.0,2.0,0.0,1.0,9.0,0.96,0.0,33.0,3.0,0.0,4.0,2.0,1.8,0.0,2.1,1.0,1.0,0.2,18.0,0.7,0.0,3.0,2.0,0.0,0.9979123,0.0020877388
320,30,0.0,1.0,1.0,0.0,0.0,1.0,54.0,2.0,0.0,1.0,9.0,0.96,0.0,33.0,3.0,0.0,4.0,2.0,1.8,0.0,2.1,1.0,1.0,0.5,19.0,0.7,0.0,3.0,2.0,0.0,0.98063385,0.019366128
320,31,0.0,1.0,1.0,0.0,0.0,1.0,54.0,2.0,0.0,1.0,9.0,0.96,0.0,33.0,3.0,0.0,4.0,2.0,1.8,0.0,2.1,1.0,1.0,0.2,19.0,0.7,0.0,3.0,2.0,0.0,0.9979123,0.0020877388
320,32,0.0,0.0,1.0,0.0,1.0,3.0,70.0,1.0,0.0,0.0,14.0,0.32,1.0,0.0,4.0,0.0,4.0,1.0,0.7,0.0,2.4,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.9582273,0.04177271
320,33,0.0,5.0,1.0,0.0,0.0,1.0,59.0,3.0,0.0,0.0,4.0,0.37,2.0,0.0,3.0,0.0,7.0,2.0,3.9,0.0,5.7,1.0,1.0,1.2,24.0,0.5,0.0,2.0,3.0,2.0,0.98927444,0.0107255755
320,34,0.0,1.0,1.0,0.0,0.0,1.0,53.0,2.0,0.0,1.0,8.0,1.04,0.0,33.0,3.0,0.0,4.0,2.0,1.8,0.0,2.1,1.0,1.0,0.2,17.0,0.7,0.0,3.0,2.0,1.0,0.9979123,0.0020877388
320,35,1.0,0.0,1.0,0.0,0.0,7.0,56.0,1.0,0.0,0.0,4.0,0.92,1.0,0.0,4.0,0.0,4.0,1.0,3.4,2.0,3.2,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.99853736,0.0014626142
320,36,1.0,0.0,1.0,1.0,0.0,5.0,127.0,2.0,0.0,5.0,10.0,0.75,1.0,55.0,3.0,0.0,2.0,1.0,4.2,1.0,4.5,1.0,1.0,1.8,1.0,0.5,0.0,3.0,2.0,4.0,0.9429296,0.057070374
320,37,0.0,0.0,1.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,14.0,0.66,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,2.3,2.0,1.0,0.2,0.0,0.0,0.0,3.0,0.0,2.0,0.9760098,0.023990232
320,38,0.0,0.0,1.0,0.0,4.0,6.0,47.0,1.0,0.0,0.0,4.0,0.68,1.0,0.0,1.0,0.0,10.0,1.0,8.5,3.0,7.2,1.0,1.0,0.8,6.0,0.5,0.0,3.0,2.0,3.0,0.99333346,0.0066665406
320,39,0.0,0.0,5.0,0.0,4.0,13.0,100.0,1.0,0.0,0.0,4.0,0.81,3.0,0.0,1.0,0.0,0.0,1.0,5.8,4.0,2.8,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.9995173,0.0004826818
320,40,0.0,0.0,1.0,0.0,0.0,5.0,69.0,1.0,0.0,0.0,2.0,4.93,0.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.9998367,0.00016331451
320,41,3.0,0.0,1.0,0.0,2.0,4.0,98.0,2.0,1.0,0.0,12.0,0.39,4.0,0.0,3.0,2.0,24.0,2.0,2.6,0.0,6.0,1.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,2.0,0.8937247,0.106275335
320,42,0.0,1.0,1.0,0.0,0.0,0.0,117.0,4.0,0.0,10.0,19.0,0.47,1.0,66.0,3.0,1.0,21.0,2.0,4.3,0.0,5.5,0.0,1.0,1.2,12.0,0.7,0.0,2.0,2.0,3.0,0.96812576,0.03187422
320,43,0.0,0.0,1.0,0.0,0.0,0.0,55.0,2.0,0.0,0.0,16.0,0.24,1.0,0.0,3.0,0.0,4.0,2.0,0.4,0.0,6.1,1.0,1.0,0.4,17.0,0.8,0.0,1.0,2.0,1.0,0.9911894,0.008810601
320,44,0.0,0.0,1.0,0.0,0.0,7.0,79.0,1.0,1.0,0.0,6.0,2.55,0.0,0.0,5.0,0.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.9973369,0.0026630824
320,45,0.0,0.0,1.0,0.0,0.0,21.0,85.0,1.0,0.0,0.0,2.0,12.14,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,0.8,0.0,2.0,2.0,1.0,0.9996833,0.00031669947
320,46,0.0,0.0,1.0,0.0,5.0,9.0,65.0,1.0,0.0,0.0,5.0,0.65,0.0,0.0,1.0,0.0,0.0,1.0,4.6,2.0,4.4,3.0,2.0,2.1,10.0,0.5,0.0,4.0,2.0,1.0,0.99822646,0.0017735217
