test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
322,0,0.0,0.0,1.0,0.0,0.0,3.0,91.0,1.0,0.0,11.0,18.0,0.59,0.0,84.0,1.0,0.0,15.0,1.0,7.6,1.0,3.8,1.0,1.0,0.6,44.0,0.6,0.0,4.0,3.0,2.0,0.9945034,0.0054966332
322,1,1.0,0.0,1.0,1.0,0.0,6.0,158.0,2.0,0.0,5.0,19.0,0.48,1.0,85.0,2.0,0.0,18.0,1.0,7.7,1.0,4.2,1.0,1.0,1.3,44.0,0.4,0.0,2.0,4.0,8.0,0.98466223,0.015337736
322,2,0.0,0.0,1.0,1.0,0.0,4.0,104.0,2.0,0.0,3.0,19.0,0.27,3.0,60.0,3.0,0.0,26.0,2.0,3.8,0.0,8.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.98861253,0.011387485
345,0,14.0,0.0,1.0,12.0,5.0,4.0,480.0,4.0,22.0,40.0,46.0,0.39,0.0,100.0,2.0,11.0,37.0,2.0,9.4,0.0,4.0,0.0,0.0,1.0,110.0,0.5,0.0,1.0,2.0,2.0,0.76167595,0.23832402
345,1,15.0,3.0,1.0,6.0,3.0,4.0,445.0,7.0,1.0,31.0,73.0,0.43,0.0,95.0,1.0,0.0,70.0,2.0,7.4,0.0,4.5,1.0,1.0,0.9,111.0,0.3,0.0,5.0,6.0,8.0,0.8565067,0.14349332
548,0,3.0,0.0,1.0,5.0,1.0,2.0,28.0,1.0,0.0,0.0,2.0,0.31,3.0,76.0,3.0,0.0,16.0,1.0,5.4,0.0,6.4,1.0,1.0,1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.9823418,0.01765818
548,1,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,6.0,0.2,0.0,57.0,3.0,0.0,15.0,1.0,4.0,1.0,8.3,4.0,1.0,0.0,2.0,0.5,0.0,3.0,2.0,2.0,0.97047657,0.029523404
824,0,4.0,3.0,1.0,28.0,40.0,2.0,237.0,10.0,6.0,14.0,53.0,0.32,0.0,96.0,2.0,0.0,28.0,2.0,3.8,0.0,5.0,0.0,1.0,0.9,1321.0,0.8,0.0,5.0,3.0,0.0,0.7295015,0.27049854
824,1,7.0,0.0,1.0,2.0,1.0,2.0,103.0,2.0,0.0,1.0,14.0,0.23,3.0,90.0,3.0,0.0,26.0,2.0,4.7,0.0,9.1,1.0,1.0,1.3,1345.0,0.6,0.0,2.0,2.0,0.0,0.9907395,0.009260455
824,2,7.0,0.0,1.0,2.0,1.0,2.0,103.0,2.0,0.0,1.0,14.0,0.23,3.0,90.0,3.0,0.0,26.0,2.0,4.7,0.0,9.1,1.0,1.0,1.3,1345.0,0.6,0.0,2.0,2.0,0.0,0.9907395,0.009260455
