test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
320,0,0.0,1.0,1.0,0.0,42.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,2.7,7.0,0.5,0.0,3.0,2.0,3.0,0.7029985,0.29700145
320,1,0.0,1.0,1.0,0.0,32.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,2.0,7.0,0.5,0.0,3.0,2.0,3.0,0.75234675,0.24765322
320,2,0.0,1.0,1.0,0.0,32.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,2.8,7.0,0.5,0.0,3.0,2.0,3.0,0.7029985,0.29700145
320,3,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,2.1,7.0,0.5,0.0,3.0,2.0,3.0,0.75234675,0.24765322
320,4,0.0,1.0,1.0,0.0,23.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.5,7.0,0.5,0.0,3.0,2.0,3.0,0.5432401,0.45675993
320,5,0.0,1.0,1.0,42.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,1.4,7.0,0.5,0.0,3.0,2.0,3.0,0.70478594,0.29521403
320,6,0.0,1.0,1.0,0.0,9.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,4.2,7.0,0.5,0.0,3.0,2.0,3.0,0.7029985,0.29700145
320,7,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,3.2,7.0,0.5,0.0,3.0,2.0,14.0,0.66791856,0.33208144
320,8,0.0,1.0,1.0,13.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.1,7.0,0.5,0.0,3.0,2.0,3.0,0.7230467,0.27695328
320,9,0.0,1.0,1.0,52.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,4.7,7.0,0.5,0.0,3.0,2.0,3.0,0.6619911,0.33800885
