test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
26,0,6.0,1.0,0.0,58.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.56,0.44,2
26,1,0.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,0.0,0.89,0.11,4
26,2,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,87.778,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.64,0.36,3
26,3,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,66.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.53,0.47,2
26,4,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,66.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.59,0.41,3
26,5,6.0,2.0,0.0,0.0,0.0,383.0,0.3,0.0,66.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.6,0.4,4
26,6,6.0,2.0,0.0,0.0,0.0,383.0,0.3,0.0,78.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.61,0.39,4
26,7,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,66.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,0.0,0.77,0.23,4
26,8,6.0,1.0,0.0,33.0,0.0,383.0,0.3,0.0,66.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.8,0.2,5
26,9,0.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,0.0,0.73,0.27,3
26,10,6.0,1.0,0.0,264.0,0.0,1.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.51,0.49,2
26,11,0.0,0.0,0.0,264.0,0.0,0.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,0.0,0.8,0.2,5
26,12,0.0,1.0,0.0,264.0,0.0,383.0,43.0,0.0,0.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.57,0.43,3
26,13,0.0,1.0,0.0,264.0,0.0,383.0,43.0,0.0,0.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,0.0,6.0,16.0,0.59,0.41,4
26,14,0.0,1.0,0.0,264.0,1.0,383.0,43.0,0.0,0.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,0.0,6.0,16.0,0.6,0.4,5
1574,0,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,87.778,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,0.0,2.0,0.0,0.51,0.49,1
1574,1,1.0,3.0,1.0,47.0,5.0,1.0,0.67,1.0,50.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.0,0.0,2.0,0.0,0.9516666666666665,0.04833333333333334,3
