Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.135,0.19955,0.96421,1.15437
CountClassCoupled <= 0.85,0.19732,0.9638,1.15388
0.85 < CountClassCoupled <= 2.9,0.18438,0.95884,1.14794
Added_lines <= 0.5,0.19732,0.95475,1.14305
RatioCommentToCode > 1.755,0.19688,0.95465,1.14293
MaxInheritanceTree <= 1.055,0.23884,0.94206,1.12785
1.64 < CountOutput_Mean <= 2.96,0.21696,0.94033,1.12578
CountOutput_Mean <= 1.64,0.19286,0.93981,1.12517
MAJOR_LINE <= 0.05,0.25625,0.93728,1.12213
CountClassBase <= 0.902,0.12188,0.9304,1.1139
