Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.145,0.19866,0.96404,1.17362
RatioCommentToCode > 1.54,0.19464,0.94725,1.15317
0.85 < CountClassCoupled <= 3.05,0.22411,0.94622,1.15191
Added_lines <= 2.5,0.225,0.94444,1.14976
3.05 < CountClassCoupled <= 6.15,0.19375,0.93779,1.14165
CountClassCoupled <= 0.85,0.18482,0.9372,1.14094
1.78 < CountOutput_Mean <= 3.08,0.20134,0.92683,1.12831
CountDeclMethodPublic <= 1.8,0.20223,0.92274,1.12333
MaxInheritanceTree <= 1.08,0.22232,0.91968,1.11961
CountOutput_Mean <= 1.78,0.20134,0.91796,1.11752
