Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.85,0.18884,0.9669,1.1986
OWN_COMMIT <= 0.095,0.2,0.95759,1.18705
0.85 < CountClassCoupled <= 3.45,0.22188,0.94769,1.17477
1.86 < CountOutput_Mean <= 3.1,0.19598,0.94533,1.17185
RatioCommentToCode > 1.41,0.19509,0.93822,1.16303
CountOutput_Mean <= 1.86,0.19732,0.92986,1.15268
Added_lines <= -5.5,0.11429,0.92188,1.14278
MaxInheritanceTree <= 1.08 & -0.76 < MINOR_COMMIT <= 0,0.22232,0.91566,1.13508
3.45 < CountClassCoupled <= 6.85,0.18438,0.90799,1.12557
MaxInheritanceTree <= 1.08,0.22634,0.89941,1.11493
