Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.6,0.19464,0.96101,1.16675
2.84 < CountClassCoupled <= 5.74,0.21741,0.94456,1.14678
CountClassCoupled <= 0.9,0.18705,0.93795,1.13875
OWN_COMMIT <= 0.105,0.20223,0.93377,1.13369
1.84 < CountOutput_Mean <= 3,0.19018,0.92958,1.12859
CountOutput_Mean <= 1.84,0.20313,0.92088,1.11803
0.9 < CountClassCoupled <= 2.84,0.20045,0.91982,1.11675
MaxInheritanceTree <= 1.08,0.22277,0.91583,1.1119
CountDeclMethodPublic <= 1.7,0.19643,0.91364,1.10924
CountDeclInstanceVariable <= 0.1,0.22277,0.90782,1.10217
