Antecedent,Antecedent Coverage %,Confidence,Lift
-0.01 < MAJOR_LINE <= 0.62 & -3 < Added_lines <= 27.5,0.12857,0.98264,1.22488
-3 < Added_lines <= 27.5 & -0.39 < AvgLineBlank <= 0.22,0.16563,0.96765,1.2062
RatioCommentToCode > 1.48,0.2,0.95313,1.18809
0.95 < CountClassCoupled <= 3.6,0.21875,0.95306,1.18801
Added_lines <= -3,0.12009,0.94424,1.17701
CountClassCoupled <= 0.95,0.18616,0.94005,1.17179
MaxInheritanceTree <= 1.05 & -0.58 < MINOR_COMMIT <= 0,0.23259,0.92898,1.158
OWN_COMMIT <= 0.095,0.20089,0.92889,1.15788
CountDeclMethodPublic <= 0.65,0.15446,0.92197,1.14925
1.72 < CountOutput_Mean <= 2.96,0.21027,0.9172,1.14331
