Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.85,0.19196,0.96977,1.23495
-2 < Added_lines <= 27 & 0.53 < CountDeclClass <= 1.08,0.17545,0.95929,1.22161
1.1 < CountDeclMethodPublic <= 3.95,0.20045,0.94655,1.20538
-0.28 < CountDeclMethodPrivate <= 0.24 & 0.53 < CountDeclClass <= 1.08,0.27321,0.94608,1.20478
0.85 < CountClassCoupled <= 3.25,0.20893,0.94444,1.2027
RatioCommentToCode > 1.42,0.19509,0.94279,1.2006
CountDeclClass <= 0.53,0.09866,0.93665,1.19278
CountOutput_Mean <= 1.94,0.1942,0.92874,1.1827
OWN_COMMIT <= 0.19,0.20268,0.92731,1.18089
CountDeclMethodPublic <= 1.1,0.19464,0.92202,1.17415
