Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.085,0.2,0.95982,1.15841
RatioCommentToCode > 1.445,0.19732,0.95701,1.15502
0.95 < CountClassCoupled <= 3.25,0.2192,0.95519,1.15282
CountClassCoupled <= 0.95,0.18705,0.94988,1.14641
Added_lines <= -6.5,0.11384,0.93725,1.13117
1.68 < CountOutput_Mean <= 3.06,0.20536,0.93696,1.13081
3.25 < CountClassCoupled <= 6.6,0.19554,0.92466,1.11597
MaxInheritanceTree <= 1.1,0.22634,0.91913,1.1093
1.6 < CountDeclMethodPublic <= 4.35,0.22634,0.91519,1.10454
CountOutput_Mean <= 1.68,0.19464,0.91284,1.10171
