Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.075,0.20536,0.96957,1.12705
0.94 < CountClassCoupled <= 2.84,0.21027,0.95329,1.10813
-1.5 < Added_lines <= 19.5,0.29821,0.94162,1.09456
CountClassCoupled <= 0.94,0.19018,0.94131,1.09421
RatioCommentToCode > 1.315,0.19866,0.93933,1.0919
2.84 < CountClassCoupled <= 5.48,0.20357,0.9386,1.09105
1.19 < MaxInheritanceTree <= 1.96,0.16071,0.93611,1.08816
MaxInheritanceTree <= 1.19,0.20268,0.93172,1.08306
2.83 < CountOutput_Mean <= 3.92,0.19196,0.92791,1.07863
0.91 < CountDeclClass <= 1.05,0.475,0.90414,1.05099
