test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
50,0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,10.0,0.3,0.0,88.0,1.0,4.0,14.0,2.0,2.9,0.0,1.0,1.0,0.6,0.0,1064.0,0.9,0.0,2.0,0.0,0.9929933,0.0070067146
50,1,1.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,0.0,7.0,0.1,0.0,72.0,1.0,0.0,11.0,2.0,2.7,1.0,1.0,1.0,0.9,0.0,708.0,1.0,0.0,1.0,0.0,0.99651843,0.003481574
50,2,21.0,0.0,1.0,1.0,7.0,0.0,63.0,1.0,2.0,3.0,0.1,0.0,78.0,5.0,0.0,21.0,1.0,4.9,0.0,1.0,1.0,0.7,0.0,906.0,0.9,0.0,4.0,6.0,0.84109193,0.15890805
50,3,7.0,0.0,1.0,0.0,5.0,0.0,55.0,8.0,0.0,19.0,0.2,0.0,87.0,2.0,2.0,12.0,2.0,2.3,0.0,0.0,1.0,0.5,0.0,782.0,1.0,0.0,1.0,0.0,0.99540895,0.004591041
50,4,10.0,1.0,1.0,13.0,0.0,0.0,56.0,5.0,2.0,56.0,0.1,0.0,100.0,1.0,8.0,15.0,2.0,3.2,0.0,1.0,0.0,0.4,0.0,1407.0,0.6,2.0,3.0,1.0,0.9976662,0.0023338166
50,5,19.0,0.0,1.0,3.0,25.0,0.0,19.0,5.0,0.0,0.0,0.1,0.0,96.0,1.0,3.0,15.0,2.0,4.7,1.0,1.0,1.0,0.9,0.0,578.0,1.0,0.0,1.0,0.0,0.98870176,0.011298232
50,6,1.0,0.0,1.0,0.0,0.0,6.0,25.0,1.0,0.0,0.0,0.2,1.0,0.0,1.0,0.0,18.0,2.0,2.8,0.0,1.0,1.0,2.7,0.0,533.0,1.0,0.0,1.0,0.0,0.9971879,0.0028120938
50,7,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,8.0,0.2,0.0,84.0,2.0,0.0,9.0,1.0,3.0,1.0,1.0,1.0,0.2,0.0,700.0,0.9,0.0,2.0,0.0,0.99863327,0.0013667587
50,8,1.0,0.0,1.0,12.0,1.0,0.0,4.0,2.0,0.0,7.0,0.0,0.0,90.0,1.0,0.0,7.0,1.0,8.5,1.0,0.0,1.0,0.6,0.0,547.0,0.8,0.0,1.0,1.0,0.93187636,0.06812366
50,9,2.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,7.0,0.1,0.0,89.0,1.0,0.0,3.0,2.0,1.7,0.0,1.0,1.0,0.2,0.0,317.0,0.8,0.0,1.0,1.0,0.98896563,0.011034382
50,10,1.0,0.0,1.0,0.0,1.0,1.0,52.0,3.0,3.0,1.0,0.6,0.0,33.0,2.0,0.0,5.0,2.0,2.4,0.0,1.0,1.0,0.5,0.0,400.0,0.5,0.0,1.0,0.0,0.98762757,0.012372411
50,11,8.0,0.0,1.0,0.0,12.0,0.0,10.0,3.0,0.0,2.0,0.0,1.0,91.0,3.0,3.0,24.0,2.0,4.1,0.0,2.0,1.0,0.7,0.0,565.0,1.0,0.0,2.0,0.0,0.58113474,0.41886526
50,12,1.0,0.0,1.0,1.0,0.0,7.0,158.0,1.0,0.0,2.0,0.3,5.0,40.0,1.0,0.0,17.0,2.0,6.9,1.0,1.0,1.0,0.9,0.0,543.0,0.9,0.0,1.0,2.0,0.993735,0.0062649758
50,13,2.0,0.0,1.0,1.0,3.0,4.0,413.0,1.0,8.0,3.0,0.8,0.0,93.0,3.0,2.0,22.0,1.0,4.6,1.0,1.0,1.0,0.2,0.0,784.0,1.0,0.0,1.0,0.0,0.94980115,0.050198857
50,14,9.0,0.0,1.0,18.0,0.0,1.0,264.0,9.0,4.0,24.0,0.1,1.0,94.0,2.0,2.0,57.0,3.0,5.8,0.0,0.0,1.0,0.3,0.0,935.0,0.8,3.0,2.0,4.0,0.9526981,0.04730188
50,15,0.0,0.0,1.0,0.0,0.0,2.0,132.0,0.0,0.0,0.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,3.9,1.0,1.0,1.0,0.9,0.0,638.0,1.0,0.0,1.0,0.0,0.9799644,0.020035604
50,16,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,50.0,0.1,0.0,100.0,1.0,0.0,4.0,2.0,1.3,0.0,1.0,1.0,0.7,0.0,78.0,1.0,0.0,1.0,0.0,0.99961185,0.00038814268
50,17,1.0,2.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,10.0,0.2,0.0,100.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,0.4,0.0,393.0,1.0,0.0,1.0,0.0,0.9943258,0.0056742085
50,18,0.0,1.0,1.0,0.0,0.0,0.0,20.0,2.0,0.0,72.0,0.5,0.0,100.0,1.0,0.0,1.0,1.0,1.8,0.0,1.0,0.0,0.0,0.0,384.0,0.9,0.0,1.0,1.0,0.99655867,0.0034413354
50,19,42.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,39.0,1.0,5.0,1.0,0.0,1.0,0.2,0.0,369.0,1.0,0.0,1.0,0.0,0.9776051,0.022394896
50,20,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,74.0,1.0,0.0,6.0,2.0,1.4,0.0,1.0,1.0,0.1,0.0,251.0,0.5,0.0,2.0,1.0,0.95937824,0.04062174
50,21,4.0,0.0,1.0,34.0,0.0,1.0,52.0,2.0,0.0,7.0,0.1,0.0,83.0,2.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,1.1,0.0,460.0,0.5,0.0,5.0,5.0,0.9105283,0.08947173
50,22,6.0,10.0,1.0,2.0,7.0,0.0,50.0,9.0,9.0,13.0,0.1,0.0,100.0,4.0,0.0,29.0,2.0,3.7,0.0,1.0,1.0,0.4,0.0,239.0,1.0,0.0,1.0,0.0,0.9332845,0.06671546
50,23,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,2.0,1.1,0.0,40.0,2.0,0.0,2.0,2.0,1.8,0.0,1.0,1.0,0.0,0.0,134.0,1.0,0.0,1.0,0.0,0.9801043,0.01989567
50,24,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.5,0.0,26.0,1.0,0.0,1.0,0.0,0.9998972,0.00010284613
50,25,14.0,0.0,2.0,6.0,29.0,0.0,39.0,3.0,0.0,10.0,0.1,1.0,100.0,2.0,0.0,8.0,1.0,4.0,0.0,1.0,0.0,0.9,0.0,1820.0,1.0,0.0,1.0,0.0,0.9874509,0.012549086
50,26,0.0,0.0,1.0,3.0,7.0,0.0,11.0,2.0,0.0,1.0,0.1,0.0,85.0,1.0,0.0,1.0,1.0,2.7,2.0,1.0,1.0,0.6,0.0,116.0,1.0,0.0,1.0,0.0,0.99926585,0.0007341299
50,27,0.0,0.0,1.0,3.0,7.0,0.0,11.0,2.0,0.0,1.0,0.1,0.0,85.0,1.0,0.0,1.0,1.0,2.7,2.0,1.0,1.0,0.7,0.0,114.0,1.0,0.0,1.0,0.0,0.9995748,0.0004252371
50,28,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,96.0,1.0,0.0,1.0,3.0,10.9,0.0,1.0,1.0,0.0,0.0,111.0,1.0,0.0,1.0,0.0,0.99892974,0.0010702708
50,29,20.0,0.0,2.0,13.0,21.0,0.0,24.0,1.0,0.0,0.0,0.1,0.0,96.0,1.0,0.0,1.0,1.0,1.2,0.0,1.0,1.0,1.0,0.0,108.0,1.0,0.0,1.0,0.0,0.9911251,0.008874911
50,30,0.0,0.0,1.0,2.0,1.0,0.0,35.0,2.0,0.0,3.0,0.2,0.0,72.0,1.0,0.0,23.0,2.0,2.6,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.9987748,0.0012251624
50,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,84.0,1.0,0.0,2.0,2.0,1.8,0.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.999393,0.00060703536
50,32,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,75.0,1.0,0.0,5.0,2.0,0.4,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.99972683,0.000273195
50,33,1.0,0.0,1.0,4.0,4.0,0.0,31.0,3.0,0.0,0.0,0.3,0.0,50.0,1.0,0.0,3.0,2.0,2.8,0.0,1.0,1.0,2.7,0.0,0.0,0.0,0.0,1.0,0.0,0.9986061,0.0013939423
50,34,0.0,0.0,1.0,0.0,0.0,0.0,27.0,10.0,3.0,7.0,0.1,0.0,84.0,3.0,15.0,10.0,3.0,3.7,0.0,1.0,1.0,0.3,0.0,316.0,1.0,0.0,1.0,0.0,0.99501723,0.004982771
50,35,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,18.0,2.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9991209,0.00087909977
50,36,0.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,0.0,0.0,0.7,0.0,0.0,1.0,0.0,8.0,2.0,2.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.9999502,4.9812916e-05
50,37,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,4.0,2.0,0.3,0.0,1.0,1.0,1.3,0.0,105.0,1.0,0.0,1.0,0.0,0.99989575,0.00010423529
50,38,19.0,0.0,2.0,4.0,2.0,3.0,275.0,1.0,0.0,10.0,0.3,1.0,86.0,1.0,0.0,10.0,3.0,4.1,0.0,1.0,1.0,1.3,0.0,686.0,0.9,0.0,2.0,3.0,0.6756425,0.32435754
50,39,2.0,0.0,1.0,2.0,4.0,0.0,6.0,1.0,0.0,3.0,0.1,0.0,75.0,3.0,0.0,2.0,1.0,5.1,0.0,1.0,1.0,0.5,0.0,310.0,0.9,0.0,2.0,0.0,0.9440085,0.055991475
50,40,0.0,0.0,1.0,0.0,0.0,0.0,43.0,4.0,5.0,6.0,0.5,0.0,50.0,2.0,3.0,7.0,3.0,2.6,0.0,1.0,1.0,0.3,0.0,304.0,1.0,0.0,1.0,0.0,0.99859095,0.0014090562
50,41,0.0,0.0,1.0,5.0,2.0,1.0,54.0,2.0,1.0,1.0,0.5,0.0,87.0,1.0,6.0,16.0,2.0,3.0,0.0,1.0,1.0,0.6,0.0,196.0,0.8,0.0,1.0,1.0,0.9852429,0.014757114
50,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,94.0,3.0,0.0,2.0,1.0,1.3,1.0,1.0,1.0,0.0,0.0,90.0,1.0,0.0,1.0,0.0,0.99804175,0.0019582224
50,43,1.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0,0.0,2.0,0.4,1.0,31.0,2.0,0.0,7.0,1.0,7.4,3.0,1.0,1.0,0.5,0.0,294.0,1.0,0.0,1.0,0.0,0.9278865,0.072113544
50,44,0.0,0.0,1.0,0.0,0.0,2.0,68.0,1.0,0.0,5.0,1.2,0.0,60.0,1.0,0.0,5.0,1.0,9.3,0.0,1.0,1.0,0.0,0.0,183.0,1.0,0.0,1.0,0.0,0.99542886,0.0045711277
50,45,10.0,7.0,2.0,3.0,9.0,2.0,110.0,8.0,1.0,12.0,0.3,0.0,90.0,5.0,2.0,27.0,2.0,5.9,0.0,1.0,1.0,0.8,0.0,609.0,0.9,0.0,1.0,1.0,0.8373722,0.16262783
50,46,12.0,0.0,2.0,3.0,36.0,1.0,134.0,11.0,0.0,4.0,0.2,1.0,97.0,1.0,0.0,54.0,2.0,4.9,0.0,1.0,1.0,0.9,0.0,502.0,0.9,0.0,3.0,8.0,0.6112485,0.38875154
50,47,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,0.2,0.0,28.0,2.0,0.0,2.0,1.0,2.3,0.0,1.0,1.0,0.3,0.0,176.0,1.0,0.0,1.0,0.0,0.9972604,0.0027396155
50,48,1.0,2.0,1.0,4.0,3.0,0.0,7.0,4.0,0.0,7.0,0.1,0.0,79.0,5.0,0.0,13.0,2.0,3.1,0.0,1.0,1.0,0.3,0.0,60.0,0.8,0.0,1.0,0.0,0.9512032,0.048796754
50,49,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,95.0,1.0,5.0,4.0,2.0,1.3,0.0,1.0,1.0,0.0,0.0,58.0,1.0,0.0,1.0,0.0,0.9996751,0.00032493082
50,50,0.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,8.0,14.0,0.0,1.0,81.0,2.0,0.0,6.0,2.0,4.9,0.0,0.0,1.0,0.9,0.0,482.0,0.4,0.0,1.0,4.0,0.9846261,0.0153739145
50,51,1.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,21.0,0.1,2.0,86.0,1.0,0.0,23.0,2.0,8.6,2.0,2.0,1.0,1.4,0.0,265.0,1.0,0.0,1.0,0.0,0.97870106,0.021298934
50,52,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.1,0.0,33.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.7,0.0,158.0,1.0,0.0,1.0,0.0,0.9984772,0.0015228
50,53,1.0,0.0,1.0,1.0,2.0,0.0,17.0,2.0,5.0,0.0,0.2,0.0,100.0,4.0,5.0,13.0,2.0,4.1,1.0,2.0,1.0,0.0,0.0,257.0,1.0,0.0,1.0,0.0,0.9910649,0.008935091
50,54,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,3.0,0.4,0.0,28.0,2.0,0.0,6.0,1.0,7.7,4.0,1.0,1.0,0.4,0.0,258.0,1.0,0.0,1.0,0.0,0.81054187,0.18945816
50,55,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.1,0.0,0.0,2.0,0.0,3.0,2.0,1.1,0.0,1.0,1.0,0.0,0.0,47.0,1.0,0.0,1.0,0.0,0.999875,0.00012497065
50,56,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,0.0,71.0,1.0,4.0,6.0,2.0,2.3,1.0,1.0,1.0,0.1,0.0,250.0,0.5,0.0,3.0,0.0,0.96514857,0.034851428
50,57,1.0,0.0,1.0,2.0,1.0,0.0,28.0,1.0,0.0,2.0,0.5,0.0,55.0,1.0,0.0,0.0,1.0,7.8,3.0,1.0,1.0,1.7,0.0,248.0,0.5,0.0,2.0,0.0,0.97012556,0.02987446
50,58,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.2,0.0,57.0,3.0,2.0,8.0,1.0,3.3,0.0,1.0,1.0,0.3,0.0,347.0,1.0,0.0,1.0,1.0,0.9977722,0.002227812
50,59,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,1.0,0.4,0.0,44.0,2.0,0.0,9.0,1.0,5.1,1.0,1.0,1.0,0.4,0.0,238.0,1.0,0.0,1.0,0.0,0.6410626,0.35893738
50,60,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.1,0.0,65.0,1.0,0.0,3.0,1.0,3.3,2.0,1.0,1.0,1.1,0.0,125.0,1.0,0.0,1.0,0.0,0.9999266,7.338867e-05
50,61,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.3,0.0,37.0,2.0,0.0,1.0,1.0,1.9,0.0,1.0,1.0,0.3,0.0,124.0,1.0,0.0,1.0,0.0,0.99825156,0.0017484699
50,62,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,2.0,0.4,0.0,28.0,2.0,0.0,6.0,1.0,7.0,3.0,1.0,1.0,0.4,0.0,230.0,1.0,0.0,1.0,0.0,0.87380254,0.12619749
50,63,4.0,0.0,1.0,1.0,6.0,0.0,84.0,2.0,1.0,0.0,0.3,0.0,94.0,4.0,2.0,19.0,2.0,2.2,0.0,1.0,1.0,0.6,0.0,14.0,1.0,0.0,5.0,2.0,0.9996705,0.00032949398
