test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
41,0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,1.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5,0.5,4,2000000000000.0
46,0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,1.0,0.6,0.0,3.0,0.0,0.51,0.49,3,5385164807134.504
56,0,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,0.0,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.55,0.45,1,17.311929493228718
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,1.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0,0.5,0.5,1,3.3724537973822177
92,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,0.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,0.0,0.0,22.0,0.818181818181818,0.0,3.0,2.0,0.52,0.48,1,32.15072620171048
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.5,0.0,2.0,1.0,0.56,0.44,1,500000000000.0
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,0.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.56,0.44,1,4.49660506317629
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.51,0.49,1,4.721435316335104
149,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,0.47,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,13.0,0.846153846153846,0.0,2.0,0.0,0.59,0.41,1,5.845586582129177
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,1.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,0.666666666666667,0.0,2.0,0.0,0.51,0.49,1,4.49660506317629
157,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,27.0,0.25,0.0,82.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,10.0,0.9,0.0,2.0,0.0,0.51,0.49,1,4.721435316332982
203,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,50.0,0.36,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,0.909090909090909,0.0,3.0,1.0,0.5,0.5,1,1000000000000.0
218,0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,1.0,0.0,1.0,0.764705882352941,0.0,3.0,0.0,0.5,0.5,3,1414213562373.095
225,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,0.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,0.8,0.0,3.0,1.0,0.53,0.47,1,14.838796708481757
230,0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,0.0,45.0,2.0,3.02380952380952,0.0,1.0,0.0,1.0,0.777777777777778,0.0,3.0,2.0,0.51,0.49,5,2000000000000.0
359,0,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,0.0,0.19,0.0,100.0,2.0,5.0,6.0,2.0,2.42105263157895,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.51,0.49,2,7.056232216588271
379,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.61,0.39,1,1000000000000.0
393,0,0.0,6.0,1.0,15.0,0.0,0.0,1.0,1.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,12.0,2.0,4.49122807017544,0.0,1.0,0.0,6.0,0.5,0.0,2.0,0.0,0.5,0.5,3,4582575694955.84
427,0,9.0,10.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,22.0,0.0,0.18,0.0,91.0,1.0,0.0,10.0,3.0,4.13953488372093,0.0,1.0,0.0,11.0,1.0,0.0,2.0,0.0,0.5,0.5,2,2000000000000.0
431,0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,12.0,23.0,0.6,0.0,83.0,1.0,0.0,3.0,3.0,5.78787878787879,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.52,0.48,1,1000000000000.0
503,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,28.0,36.0,0.0,0.14,0.0,93.0,1.0,2.0,40.0,2.0,4.15942028985507,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.55,0.45,1,8.768379873193766
505,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,11.0,0.16,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,1.0,0.666666666666667,0.0,3.0,0.0,0.52,0.48,1,1.3489815189522805
725,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,0.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,8.0,0.875,0.0,2.0,0.0,0.53,0.47,1,5.845586582129177
727,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,6.0,2.0,1.63157894736842,0.0,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.53,0.47,1,500000000000.0
737,0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.12,0.0,62.0,1.0,7.0,0.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.51,0.49,2,2000000000000.0
754,0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,13.0,48.0,0.15,0.0,94.0,2.0,0.0,21.0,3.0,2.9622641509434,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,0.5,3,1414213562373.095
756,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.43,0.0,97.0,1.0,0.0,0.0,1.0,2.48809523809524,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.61,0.39,1,0.32975103796584126
771,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,0.0,0.22,0.0,91.0,2.0,0.0,23.0,2.0,2.45161290322581,0.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.54,0.46,1,5.3959260758115475
773,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.55,0.45,1,3.8221143036998466
884,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,23.0,37.0,0.18999999999999995,0.0,93.0,1.0,3.0,0.0,1.0,2.39130434782609,1.0,1.0,0.0,3.0,0.666666666666667,0.0,3.0,1.0,0.5,0.5,4,3000000000000.0
886,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,14.0,0.0,0.39,0.0,90.0,4.0,3.0,13.0,2.0,2.37037037037037,0.0,0.0,0.0,2.0,0.5,0.0,3.0,1.0,0.5,0.5,1,4.946265569493919
