,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
210,-2.220446049250313e-16,0.67,0.0,3.0,10.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,60.0,2.0,0.0,12.0,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,3.469446951953614e-18,1.0,1.0,0.0,3.0,3.0
520,-2.220446049250313e-16,1.0,0.0,20.0,0.10000000000000009,1.0,10.0,1.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,0.0,20.0,1.0,2.1,1.0,5.4,3.0,1.0,0.833333333333333,3.469446951953614e-18,28.0,1.0,0.0,1.0,0.0
522,-2.220446049250313e-16,18.0,9.0,11.0,0.08999999999999941,0.0,31.0,11.0,0.0,0.0,0.08999999999999997,0.0,10.0,95.0,1.0,4.0,18.0,2.0,4.44736842105263,1.0,3.52631578947368,1.0,1.0,0.901960784313726,3.469446951953614e-18,255.0,1.0,0.0,1.0,0.0
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,-2.220446049250313e-16,2.0,4.0,3.33333333333333,4.0,1.0,145.0,3.0,0.0,13.0,1.03,0.0,21.0,100.0,1.0,0.0,4.0,1.0,3.76190476190476,0.0,3.33333333333333,1.0,0.0,0.52,3.469446951953614e-18,145.0,0.6875,0.0,3.0,4.0
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,-2.220446049250313e-16,0.0,1.0,1.0,3.81818181818182,0.0,1.0,1.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.7272727272727297,1.0,3.81818181818182,2.0,1.0,0.538461538461538,3.469446951953614e-18,16.0,1.0,0.0,2.0,1.0
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,-2.220446049250313e-16,0.0,0.0,4.0,0.040000000000000036,0.0,10.0,4.0,0.0,8.0,0.040000000000000036,0.0,27.0,75.0,2.0,2.0,4.0,2.0,3.37037037037037,0.0,3.14814814814815,0.0,1.0,1.0000000000000002,3.469446951953614e-18,14.0,0.333333333333333,0.0,1.0,4.0
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,-2.220446049250313e-16,19.0,2.0,0.1299999999999999,1.0000000000000002,0.0,39.0,8.0,3.0,6.0,0.13,0.0,21.0,89.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,3.469446951953614e-18,56.0,0.75,0.0,6.0,0.0
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,-2.220446049250313e-16,0.0,13.0,7.0,90.0,0.0,43.0,3.0,1.0,3.0,0.09999999999999998,0.0,90.0,76.0,3.0,0.0,13.0,2.0,1.2043010752688201,0.0,3.33333333333333,1.0,1.0,0.18556701030927797,3.469446951953614e-18,13.0,0.7,0.0,2.0,7.0
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,-2.220446049250313e-16,43.0,23.0,0.15999999999999992,4.0,0.0,79.0,23.0,0.0,2.0,0.16000000000000003,0.0,60.0,33.0,4.0,0.0,43.0,2.0,2.62903225806452,0.0,4.83870967741935,2.0,1.0,0.325581395348837,3.469446951953614e-18,0.0,0.0,0.0,4.0,7.0
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
