test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
19,0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,8.0,0.6,87.0,2.0,0.0,5.0,1.0,5.1,2.0,2.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.8992280016084397,0.1007719983915602
19,1,4.0,0.0,1.0,1.0,6.0,2.0,30.0,1.0,0.0,0.0,2.0,0.27,83.0,1.0,0.0,2.0,1.0,3.7,2.0,2.0,1.1,0.0,0.0,0.3,0.0,0.0,0.0,0.9108181853471058,0.08918181465289415
19,2,0.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,3.0,0.96,100.0,1.0,0.0,5.0,2.0,2.7,0.0,1.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.9562027501320894,0.04379724986791057
19,3,1.0,0.0,1.0,7.0,4.0,0.0,34.0,1.0,0.0,0.0,3.0,0.47,71.0,1.0,0.0,0.0,1.0,4.8,2.0,3.0,1.3,0.0,11.0,0.9,1.0,0.0,0.0,0.6981133910476102,0.30188660895238983
19,4,0.0,8.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,4.0,6.0,0.31,82.0,1.0,0.0,2.0,1.0,2.4,2.0,1.0,0.9,0.0,0.0,1.0,1.0,0.0,1.0,0.9358001296409962,0.06419987035900379
19,5,0.0,0.0,1.0,2.0,1.0,1.0,28.0,1.0,0.0,0.0,4.0,0.68,75.0,5.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.8673184705815735,0.1326815294184265
19,6,0.0,0.0,1.0,2.0,1.0,1.0,28.0,1.0,0.0,0.0,4.0,0.68,75.0,5.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.8673184705815735,0.1326815294184265
19,7,1.0,0.0,1.0,2.0,1.0,2.0,36.0,1.0,1.0,0.0,5.0,0.21,85.0,4.0,0.0,2.0,1.0,3.0,0.0,2.0,0.8,0.0,4.0,1.0,1.0,0.0,0.0,0.832820618210795,0.167179381789205
19,8,0.0,0.0,1.0,3.0,0.0,0.0,25.0,1.0,0.0,1.0,3.0,0.93,75.0,1.0,0.0,0.0,1.0,9.0,2.0,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.9530880941266153,0.046911905873384625
19,9,0.0,0.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0,0.0,1.0,3.6,100.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.9675874698849043,0.03241253011509572
19,10,0.0,0.0,1.0,1.0,0.0,7.0,34.0,1.0,0.0,0.0,2.0,2.43,100.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.9656695410135631,0.03433045898643698
19,11,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,8.0,10.0,0.61,81.0,2.0,0.0,3.0,1.0,3.5,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9588843496253051,0.04111565037469485
19,12,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,5.0,10.0,0.76,80.0,1.0,0.0,0.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9713492728326077,0.028650727167392306
19,13,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0,4.0,7.0,0.71,71.0,3.0,0.0,1.0,1.0,3.3,2.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9409895286735332,0.05901047132646677
19,14,0.0,0.0,1.0,1.0,1.0,0.0,18.0,1.0,0.0,0.0,4.0,0.86,100.0,3.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9220937828676833,0.0779062171323167
