,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
16,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0
78,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.968,4.0
80,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,34.0,0.53,0.0,97.0,2.0,3.0,3.0,6.0,8.46153846153846,0.0,1.0,0.0,1.0,0.539735099337748,4.0
86,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0,2.0,23.0,16.0,0.05,0.0,88.0,3.0,0.0,0.0,2.0,4.97368421052632,0.0,1.0,0.0,37.0,0.547058823529412,3.0
147,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,5.0,0.2,0.0,75.0,1.0,0.0,0.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,2.0
195,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.0,0.0,1.0,0.0,0.0,2.0,2.0,61.0,1.0,0.0,3.0,0.65,0.0,61.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.566473988439306,0.0
134,1.0,0.0,1.0,5.0,0.0,1.0,2.0,419.0,6.0,35.0,74.0,0.28,0.0,98.0,1.0,2.0,0.0,2.0,8.11940298507463,0.0,0.0,0.0,378.0,0.408026755852843,5.0
263,0.0,0.0,1.0,2.0,0.0,0.0,2.0,29.0,3.0,0.0,6.0,1.1,0.0,72.0,1.0,0.0,9.0,2.0,2.63636363636364,0.0,1.0,0.0,0.0,0.547445255474453,2.0
251,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,0.0,1.0,4.33802816901408,0.0,0.0,0.0,18.0,0.328063241106719,3.0
299,,,,,,,,,,,,,,,,,,,,,,,,,
282,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,0.0,0.416531604538088,3.0
543,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,1.14,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,5.0,0.40495867768595,0.0
432,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,19.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,2.0,0.978,3.0
302,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,
729,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,0.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,2.0
567,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,0.0,0.55,2.0
762,,,,,,,,,,,,,,,,,,,,,,,,,
792,0.0,0.0,1.0,0.0,0.0,0.0,1.0,95.0,1.0,0.0,40.0,2.16,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0
795,,,,,,,,,,,,,,,,,,,,,,,,,
790,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,0.0,0.558260869565217,2.0
805,,,,,,,,,,,,,,,,,,,,,,,,,
854,9.0,0.0,1.0,2.0,0.0,2.0,3.0,15.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,8.0,0.606104651162791,3.0
861,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,
894,1.0,3.0,1.0,1.0,0.0,0.0,2.0,23.0,2.0,0.0,6.0,1.17,1.0,69.0,1.0,0.0,2.0,2.0,3.22222222222222,1.0,1.0,0.0,2.0,0.853333333333333,0.0
916,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,0.0,1.0,4.18181818181818,1.0,1.0,0.0,68.0,0.621890547263682,0.0
877,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,
960,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,1.0,0.998,2.0
962,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,2.01,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,6.0,0.681159420289855,1.0
929,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,
1059,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,0.0,2.0,3.25,0.0,2.0,0.0,9.0,0.928571428571429,3.0
1043,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,10.0,0.964,3.0
928,,,,,,,,,,,,,,,,,,,,,,,,,
