,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
16,0,10,2,0,1,2,2,58,1,3,5,0.51,0,85,2,0,5,1,2.0,0,1,0,2,0.6035714285714289,1
78,6,1,1,5,3,4,2,699,7,21,21,0.75,0,97,1,2,30,7,5.14705882352941,0,0,0,0,0.527452745274527,4
80,1,0,1,6,1,2,1,115,2,7,21,0.53,0,97,2,3,13,6,8.46153846153846,0,1,0,0,0.539735099337748,2
85,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,12,1,1,0,0,2,29,1,1,5,0.05,0,75,1,0,5,2,3.05882352941176,1,1,0,1,0.533980582524272,1
104,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,10,1,1,0,4,2,115,1,4,3,0.73,0,90,3,0,13,1,3.32142857142857,0,1,0,0,0.6035714285714289,1
166,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,
202,0,30,1,0,0,4,1,115,1,0,0,3.5,0,0,1,1,5,1,4.17073170731707,0,0,0,1,0.6035714285714289,0
207,0,0,1,0,0,2,1,61,1,0,3,0.65,0,61,2,0,4,1,2.0,0,1,0,1,0.503571428571429,1
251,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
792,0,0,2,0,0,0,1,62,1,0,21,0.21,0,97,1,0,0,1,2.61904761904762,1,0,0,0,0.814465408805031,1
795,,,,,,,,,,,,,,,,,,,,,,,,,
805,2,0,1,3,0,0,2,41,1,7,12,0.15,0,92,1,1,13,2,2.7027027027027,0,0,0,0,0.6035714285714289,1
1940,0,10,1,0,0,3,1,115,1,0,1,1.3,0,0,1,0,5,2,1.53658536585366,1,0,0,2,0.809264305177112,1
