,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
16,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,6.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,0.734375,1.0
78,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,27.0,62.0,0.75,14.0,97.0,1.0,2.0,60.0,9.0,30.5,0.0,0.0,0.0,1.0,0.527452745274527,4.0
80,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,34.0,5.66,10.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,1.0,0.539735099337748,4.0
85,8.0,4.0,1.0,2.0,0.0,11.0,3.0,279.0,7.0,8.0,24.0,0.35,0.0,91.0,1.0,16.0,1.0,4.0,4.80952380952381,0.0,1.0,0.0,36.0,0.442211055276382,4.0
86,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,2.47,7.0,78.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0
96,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,5.0,2.41,0.0,75.0,1.0,0.0,10.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,2.0
104,0.0,0.0,1.0,2.0,0.0,0.0,2.0,38.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,29.0,1.0,10.4,1.0,1.0,0.0,2.0,0.470715835140998,2.0
134,1.0,0.0,1.0,5.0,0.0,1.0,2.0,419.0,6.0,35.0,74.0,0.28,0.0,98.0,1.0,2.0,4.0,2.0,8.11940298507463,0.0,0.0,0.0,378.0,0.408026755852843,5.0
147,0.0,0.0,1.0,1.0,0.0,4.0,2.0,155.0,1.0,4.0,3.0,0.73,10.0,90.0,3.0,0.0,28.0,1.0,10.6,0.0,1.0,0.0,1.0,0.659147869674185,1.0
166,0.0,0.0,1.0,1.0,1.0,0.0,9.0,24.0,2.0,23.0,16.0,3.48,0.0,88.0,3.0,0.0,40.0,2.0,4.97368421052632,0.0,1.0,0.0,37.0,0.547058823529412,3.0
