test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,3.0,1.0,1.0,5.0,202.0,0.0,0.57,1.0,69.0,1.0,0.0,21.0,2.0,4.4,1.0,5.8,1.0,1.0,0.8,0.0,0.7,0.0,1.0,3.0,3.0,0.595030323815429,0.4049696761845709
1628,1,3.0,1.0,1.0,5.0,202.0,0.0,0.62,1.0,66.0,1.0,0.0,19.0,2.0,4.3,1.0,5.2,1.0,1.0,0.8,0.0,0.6,0.0,1.0,3.0,2.0,0.640041325033264,0.359958674966736
1628,2,12.0,1.0,2.0,5.0,232.0,0.0,0.68,0.0,100.0,2.0,5.0,16.0,2.0,5.0,1.0,4.0,0.0,1.0,0.6,0.0,0.3,0.0,2.0,3.0,4.0,0.5947560011082708,0.40524399889172935
1628,3,13.0,1.0,2.0,5.0,232.0,0.0,0.68,0.0,100.0,2.0,5.0,17.0,2.0,5.1,1.0,3.9,0.0,1.0,0.6,0.0,0.7,0.0,2.0,3.0,4.0,0.6091754659273352,0.3908245340726648
1628,4,3.0,1.0,1.0,5.0,148.0,0.0,1.05,0.0,76.0,2.0,2.0,7.0,2.0,3.6,0.0,2.5,0.0,1.0,0.4,0.0,0.5,0.0,1.0,2.0,2.0,0.8705645988603775,0.1294354011396225
1628,5,8.0,1.0,8.0,4.0,236.0,0.0,0.55,0.0,90.0,1.0,1.0,9.0,2.0,6.4,1.0,4.8,1.0,1.0,1.0,0.0,0.4,0.0,1.0,4.0,6.0,0.5091804381053922,0.49081956189460796
1628,6,1.0,1.0,8.0,4.0,226.0,0.0,0.54,0.0,100.0,1.0,0.0,15.0,1.0,4.6,0.0,4.9,0.0,0.0,0.8,0.0,0.2,0.0,1.0,4.0,4.0,0.752533531473967,0.24746646852603296
1628,7,3.0,1.0,1.0,5.0,148.0,0.0,1.04,0.0,76.0,2.0,2.0,7.0,2.0,3.6,0.0,2.5,0.0,1.0,0.4,0.0,0.8,0.0,1.0,2.0,1.0,0.857471236109593,0.14252876389040697
1628,8,0.0,1.0,1.0,4.0,166.0,0.0,1.78,0.0,96.0,1.0,2.0,8.0,3.0,2.2,0.0,0.9,0.0,1.0,0.3,0.0,0.5,0.0,1.0,2.0,1.0,0.8106644165890583,0.18933558341094153
1628,9,0.0,3.0,3.0,7.0,225.0,0.0,0.39,1.0,92.0,1.0,0.0,14.0,1.0,7.4,1.0,3.4,1.0,1.0,1.9,0.0,1.0,0.0,1.0,1.0,2.0,0.8143119817280826,0.18568801827191747
1628,10,1.0,1.0,8.0,4.0,226.0,0.0,0.54,0.0,100.0,1.0,0.0,16.0,1.0,4.6,0.0,4.9,0.0,0.0,0.8,0.0,0.7,0.0,1.0,2.0,5.0,0.8738694212141682,0.12613057878583178
1628,11,8.0,1.0,3.0,4.0,230.0,0.0,0.6,0.0,70.0,2.0,2.0,12.0,2.0,3.1,0.0,4.0,0.0,1.0,0.7,0.0,0.4,0.0,2.0,3.0,3.0,0.7420958311682186,0.2579041688317814
1628,12,0.0,1.0,5.0,1.0,257.0,2.0,1.27,1.0,92.0,1.0,0.0,22.0,1.0,1.6,0.0,10.1,2.0,1.0,0.8,0.0,0.7,0.0,3.0,3.0,5.0,0.8375198419648701,0.16248015803513002
1628,13,0.0,1.0,0.0,1.0,175.0,7.0,0.48,0.0,83.0,1.0,0.0,9.0,1.0,3.8,1.0,3.1,1.0,1.0,0.5,0.0,0.5,0.0,1.0,2.0,2.0,0.9090651831371399,0.09093481686286008
1628,14,2.0,1.0,1.0,5.0,206.0,1.0,0.49,0.0,80.0,2.0,0.0,7.0,1.0,5.0,1.0,5.5,1.0,1.0,1.1,0.0,0.4,0.0,2.0,4.0,2.0,0.7728884582580976,0.22711154174190254
1628,15,0.0,1.0,1.0,4.0,166.0,0.0,1.87,0.0,96.0,1.0,2.0,8.0,3.0,2.2,0.0,0.9,0.0,1.0,0.3,0.0,1.0,0.0,1.0,1.0,1.0,0.8386178897233972,0.1613821102766031
1628,16,1.0,1.0,1.0,6.0,126.0,0.0,0.58,0.0,79.0,2.0,2.0,3.0,2.0,4.6,1.0,4.1,0.0,1.0,1.4,0.0,0.5,0.0,3.0,2.0,4.0,0.8335660899759101,0.1664339100240899
