"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'OWN_COMMIT <= 0.085'","b'target = 0'",0.2,448,0.19196,430,0.95982,0.02625,1.15841,1.39005e-20,0.82857,1856
"b'000001'","b'RatioCommentToCode > 1.445'","b'target = 0'",0.19732,442,0.18884,423,0.95701,0.02534,1.15502,2.46694e-19,0.82857,1856
"b'000002'","b'0.95 < CountClassCoupled <= 3.25'","b'target = 0'",0.2192,491,0.20938,469,0.95519,0.02776,1.15282,4.87204e-21,0.82857,1856
"b'000003'","b'CountClassCoupled <= 0.95'","b'target = 0'",0.18705,419,0.17768,398,0.94988,0.02269,1.14641,3.85397e-16,0.82857,1856
"b'000004'","b'Added_lines <= -6.5'","b'target = 0'",0.11384,255,0.1067,239,0.93725,0.01237,1.13117,6.03241e-08,0.82857,1856
"b'000005'","b'1.68 < CountOutput_Mean <= 3.06'","b'target = 0'",0.20536,460,0.19241,431,0.93696,0.02226,1.13081,3.79164e-14,0.82857,1856
"b'000006'","b'3.25 < CountClassCoupled <= 6.6'","b'target = 0'",0.19554,438,0.1808,405,0.92466,0.01879,1.11597,1.22577e-10,0.82857,1856
"b'000007'","b'MaxInheritanceTree <= 1.1'","b'target = 0'",0.22634,507,0.20804,466,0.91913,0.0205,1.1093,4.2356e-11,0.82857,1856
"b'000008'","b'1.6 < CountDeclMethodPublic <= 4.35'","b'target = 0'",0.22634,507,0.20714,464,0.91519,0.0196,1.10454,3.18144e-10,0.82857,1856
"b'000009'","b'CountOutput_Mean <= 1.68'","b'target = 0'",0.19464,436,0.17768,398,0.91284,0.0164,1.10171,2.42779e-08,0.82857,1856
