test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
26,0,6.0,1.0,0.0,3063.0,0.0,383.0,4.62,0.0,100.0,2.0,5.0,4.0,1.0,4.9,0.0,0.0,0.0,0.384615384615385,0.0,0.1,4.0,6.0,2.0,0.51,0.49
26,1,6.0,1.0,9.0,264.0,0.0,383.0,5.43,0.0,100.0,3.0,8.0,4.0,1.0,12.6617647058824,0.0,4.0,0.0,0.7,0.0,0.1,4.0,6.0,16.0,0.52,0.48
26,2,6.0,1.0,0.0,3063.0,0.0,383.0,4.62,0.0,100.0,2.0,5.0,4.0,1.0,4.9,0.0,0.0,0.0,0.384615384615385,0.0,0.1,0.0,6.0,2.0,0.52,0.48
26,3,6.0,16.0,0.0,2795.0,0.0,383.0,0.45,0.0,11.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.1,0.0,0.0,4.0,6.0,3.0,0.52,0.48
26,4,270.0,1.0,11.0,2219.0,0.0,383.0,0.67,0.0,8.0,2.0,5.0,4.0,1.0,12.6617647058824,22.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.51,0.49
1574,0,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,121.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,0.0,7.0,0.0,0.56,0.44
1574,1,1.0,3.0,26.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,0.2,0.0,0.8,0.0,2.0,0.0,0.53,0.47
1574,2,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,17.0,1.0,6.7,0.0,1.0,1.0,1.5,0.0,0.8,0.0,2.0,0.0,0.51,0.49
1574,3,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,74.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,0.0,2.0,0.0,0.59,0.41
1574,4,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,16.0,1.0,1.5,0.0,0.8,0.0,2.0,0.0,0.53,0.47
1574,5,1.0,3.0,1.0,47.0,5.0,1.0,24.88,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,0.0,2.0,0.0,0.6,0.4
1574,6,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,28.0,1.0,1.5,0.0,0.8,0.0,2.0,3.0,0.57,0.43
1695,0,1.0,1.0,1.0,69.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.52,0.48
1695,1,1.0,1.0,1.0,58.0,7.0,0.0,0.23,11.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,2.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.51,0.49
1695,2,1.0,1.0,1.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,99.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.54,0.46
1695,3,1.0,1.0,1.0,58.0,7.0,0.0,0.85,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.56,0.44
1695,4,1.0,1.0,1.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,89.0,82.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.54,0.46
1695,5,1.0,1.0,7.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1192.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.53,0.47
1695,6,1.0,1.0,0.0,58.0,7.0,0.0,19.65,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.57,0.43
1695,7,1.0,1.0,1.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,19.3,1.0,1.0,1.0,0.666666666666667,0.0,0.5,0.0,2.0,1.0,0.52,0.48
1695,8,3.0,1.0,1.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.51,0.49
1695,9,1.0,1.0,8.0,58.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.55,0.45
