test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
26,0,6.0,1.0,0.0,264.0,0.0,383.0,4.62,0.0,100.0,2.0,5.0,4.0,1.0,4.9,0.0,0.0,0.0,0.384615384615385,0.0,0.1,4.0,6.0,2.0,0.53,0.47
1574,0,1.0,3.0,1.0,47.0,5.0,1.0,0.19,1.0,86.0,2.0,0.0,121.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,0.0,7.0,0.0,0.56,0.44
1695,0,1.0,1.0,1.0,69.0,7.0,0.0,0.23,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,0.0,2.0,1.0,0.52,0.48
1814,0,6.0,1.0,2.0,157.0,0.0,3.0,0.37,1.0,93.0,2.0,0.0,29.0,3.0,2.96,37.0,0.0,1.0,1.18518518518519,0.0,0.666666666666667,0.0,2.0,1.0,0.54,0.46
1855,0,7.0,1.0,1.0,55.0,2.0,28.0,0.21,0.0,90.0,1.0,0.0,44.0,0.0,3.70833333333333,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.51,0.49
208,0,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,77.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,0.0,0.52,0.48
305,0,6.0,1.0,2.0,168.0,0.0,26.0,4.62,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.1,0.0,6.0,2.0,0.52,0.48
350,0,13.0,2.0,1.0,79.0,1.0,31.0,4.62,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,0.0,0.1,0.0,4.0,6.0,0.51,0.49
366,0,2.0,2.0,4.0,72.0,1.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,27.2,0.0,1.0,0.0,2.0,0.0,0.833333333333333,0.0,0.0,5.0,0.54,0.46
1958,0,4.0,6.0,3.0,116.0,1.0,3.0,0.19,3.0,77.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,0.0,0.5,0.0,8.0,0.0,0.51,0.49
