test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,415.0,1.0,2.0,3.0,65.0,0.0,1.0,1.0,27.0,1.0,0.0,3.1,0.0,1.0,0.0,0.6,1.0,1.0,0.970662714447689,0.02933728555231103
59,1,0.0,0.0,1.0,0.0,0.0,6.0,1.0,505.0,1.0,2.0,3.0,75.0,0.0,1.0,1.0,28.0,1.0,0.0,3.3,0.0,1.0,0.0,1.0,2.0,1.0,0.9575756547156455,0.04242434528435448
59,2,0.0,0.0,1.0,0.0,0.0,4.0,1.0,208.0,1.0,2.0,18.0,44.0,0.0,3.0,0.0,17.0,2.0,0.0,1.8,1.0,1.0,0.0,0.5,2.0,2.0,0.9191918268178028,0.08080817318219723
59,3,1.0,0.0,1.0,0.0,0.0,2.0,1.0,248.0,2.0,0.0,4.0,75.0,0.0,3.0,0.0,32.0,1.0,0.0,3.4,1.0,0.0,0.0,1.0,4.0,6.0,0.9452550570953044,0.05474494290469544
59,4,0.0,0.0,1.0,0.0,1.0,6.0,1.0,433.0,1.0,2.0,1.0,65.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.7,3.0,2.0,0.9706243640113528,0.02937563598864714
59,5,1.0,1.0,1.0,0.0,81.0,1.0,1.0,370.0,75.0,0.0,3.0,226.0,0.0,3.0,2.0,11.0,2.0,0.0,2.1,1.0,1.0,0.0,0.4,3.0,8.0,0.9706923886927686,0.029307611307231377
59,6,1.0,1.0,1.0,0.0,85.0,1.0,1.0,393.0,79.0,0.0,4.0,238.0,0.0,3.0,2.0,11.0,2.0,0.0,2.1,1.0,1.0,0.0,0.8,3.0,8.0,0.9557753852389951,0.044224614761004866
59,7,17.0,2.0,1.0,0.0,4.0,1.0,2.0,382.0,1.0,34.0,69.0,158.0,0.0,2.0,7.0,114.0,3.0,0.0,4.0,0.0,1.0,0.0,0.9,2.0,12.0,0.9657691707430122,0.03423082925698786
59,8,1.0,3.0,1.0,1.0,0.0,12.0,2.0,284.0,2.0,0.0,4.0,12.0,0.0,2.0,0.0,2.0,2.0,0.0,2.7,0.0,1.0,0.0,1.0,2.0,1.0,0.970590959191284,0.029409040808716078
59,9,1.0,0.0,1.0,0.0,0.0,2.0,1.0,203.0,2.0,0.0,4.0,60.0,0.0,3.0,0.0,29.0,1.0,0.0,3.2,1.0,0.0,0.0,0.4,5.0,5.0,0.9706825483102133,0.029317451689786615
59,10,0.0,0.0,1.0,3.0,2.0,2.0,1.0,264.0,1.0,2.0,18.0,66.0,0.0,1.0,0.0,4.0,3.0,0.0,1.6,1.0,1.0,0.0,0.0,3.0,4.0,0.9658222971621672,0.03417770283783283
