test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
233,0,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,3.7,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,1.1,0.0,142.0,1.0,0.0,3.0,4.0,0.52,0.48
233,1,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,1.3,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,2,1.0,0.0,1.0,3.0,9.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.65,0.35
233,3,1.0,0.0,1.0,3.0,7.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,0.9,0.0,3.0,4.0,0.68,0.32
233,4,1.0,0.0,1.0,3.0,8.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.67,0.33
233,5,1.0,0.0,1.0,3.0,16.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.1,0.0,3.0,4.0,0.54,0.46
233,6,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,3.3,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,1.0,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,7,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,3.4,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,1.0,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,8,1.0,0.0,1.0,3.0,1.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.86,0.14
233,9,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,1.2,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,10,1.0,0.0,1.0,3.0,16.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.54,0.46
233,11,1.0,0.0,1.0,3.0,15.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.0,0.0,142.0,1.0,0.0,3.0,4.0,0.52,0.48
233,12,1.0,0.0,1.0,3.0,1.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.1,0.0,142.0,1.0,0.0,3.0,4.0,0.84,0.16
233,13,1.0,0.0,1.0,3.0,0.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.88,0.12
233,14,1.0,0.0,1.0,3.0,3.0,0.0,50.0,8.0,1.0,6.0,0.13,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.81,0.19
233,15,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,1.0,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,16,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,0.7,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.2,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,17,1.0,0.0,1.0,3.0,28.0,0.0,50.0,8.0,1.0,6.0,1.2,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
233,18,1.0,0.0,1.0,3.0,29.0,0.0,50.0,8.0,1.0,6.0,0.8,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,0.0,142.0,1.0,0.0,3.0,4.0,0.51,0.49
