Antecedent,Antecedent Coverage %,Confidence,Lift
CountDeclInstanceVariable <= -0.56,0.11537,1.0,1.0698
PercentLackOfCohesion <= 3.5,0.22648,0.99791,1.06757
CountDeclMethodPublic <= 0.45,0.17967,0.99737,1.06699
-0.56 < CountDeclInstanceVariable <= 0.86,0.30686,0.99538,1.06486
RatioCommentToCode > 1.93,0.19574,0.99517,1.06463
0.45 < CountDeclMethodPublic <= 3.4,0.24539,0.99422,1.06362
OWN_LINE > 0.958,0.21418,0.99338,1.06272
3.4 < CountDeclMethodPublic <= 7,0.21749,0.9913,1.0605
0.86 < CountDeclInstanceVariable <= 2.48,0.21749,0.98913,1.05817
1.06 < RatioCommentToCode <= 1.93,0.20426,0.98843,1.05742
