Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassBase <= 0.882,0.1363,1.0,1.04412
0.54 < CountClassCoupled <= 2.06,0.21808,0.99792,1.04194
0.94 < CountDeclInstanceVariable <= 2.71,0.20354,0.99777,1.04179
CountClassCoupled <= 0.54,0.20082,0.99774,1.04176
CountDeclMethodPublic <= 0.8,0.19355,0.99765,1.04167
-0.03 < CountDeclInstanceVariable <= 0.94,0.28941,0.99686,1.04084
0.92 < AvgCyclomaticModified <= 1.104,0.40254,0.99661,1.04058
PercentLackOfCohesion <= 2,0.23353,0.99611,1.04005
-0.072 < CountDeclClassVariable <= 0.128,0.42526,0.99573,1.03966
0.85 < OWN_LINE <= 0.976,0.19219,0.99527,1.03918
