,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
748,1,4,0,3,47,3,11,0.22,2,48,1,0,5,2,7.5,0,2,1,2.0,0,1.0,0,2,0
280,1,1,0,0,42,1,7,0.33,0,83,1,0,4,2,4.2,0,1,1,0.111111111111111,0,0.666666666666667,0,5,1
723,6,2,11,6,216,9,0,0.37,0,91,2,7,31,2,3.74074074074074,0,1,1,2.0,0,1.0,0,2,0
320,7,1,3,2,32.5,3,9,0.2,1,80,2,0,19,2,4.03571428571429,0,1,1,1.125,0,0.428571428571429,0,3,3
313,10,1,1,2,134,4,62,0.2,1,100,3,8,39,2,6.71428571428571,0,0,0,1.5,0,0.0,0,3,5
1,1,1,1,0,28,4,15,0.1,0,90,2,1,3,2,3.28571428571429,1,1,1,0.487179487179487,0,1.0,0,1,2
269,6,1,2,2,159,1,22,0.44,0,93,1,0,6,1,4.2,1,1,1,0.63265306122449,0,0.333333333333333,0,2,6
344,5,1,6,2,326,4,1036,0.36,0,100,1,18,16,3,7.81632653061224,0,0,0,0.682692307692308,0,0.0,0,4,7
1059,1,1,8,6,80,1,0,0.39,0,0,1,0,50,1,9.88888888888889,0,1,1,1.18181818181818,0,0.0,0,3,0
272,0,2,0,0,33,1,8,0.3,1,88,1,2,7.0,2,4.0,0,1,1,1.91666666666667,0,0.5,0,3,2
601,2,1,1,5,49,1,2,0.22,6,70,2,0,0.5,1,9.4,2,2,1,2.71428571428571,0,0.0,0,4,4
522,13,2,0,13,229,1,0,0.43,5,86,1,0,0.5,2,5.66666666666667,1,1,1,2.17647058823529,0,0.0,0,2,3
174,12,1,1,3,354,2,11,0.42,0,90,1,0,17.0,2,5.61386138613861,1,1,1,0.557692307692308,0,0.0,0,2,8
389,11,1,103,3,533,14,10,0.32,0,100,2,6,63,2,4.63846153846154,0,1,0,1.0738255033557,0,0.0,0,2,8
94,0,1,0,0,26,1,14.5,0.04,0,99,1,2,1,2,0.382978723404255,0,0,1,0.135416666666667,0,1.0,0,1,0
173,41,1,10,1,108.5,10,14,0.245,1,96,2,1,89,2,5.8622754491018,0,1,1,1.3876404494382,0,0.0,0,4,9
338,3,2,2,6,64.5,1,5,0.28,4,86,3,0,16,2,5.76923076923077,0,1,1,1.4,0,0.5,0,6,6
505,9,1,10,6,679,3,3,0.48,0,92,1,0,17.0,2,9.18947368421053,0,1,1,1.32323232323232,0,0.0,0,4,13
1355,5,1,9,1,65,1,177,0.15,0,99,1,0,3,1,4.2,0,1,0,0.5,0,0.473684210526316,0,2,1
108,3,1,1,2,16.5,2,6,0.12,4,88,2,0,4,2,3.75,1,1,1,1.09677419354839,0,1.0,0,4,0
993,2,1,3,0,29,6,6,0.245,0,90,2,0,3,3,2.23684210526316,0,0,1.5,0.695652173913043,0,1.0,0,3,0
220,16,1,6,3,62.5,2,0,0.08,8,77,2,2,0.5,2,6.16279069767442,1,1,1,1.10869565217391,0,0.0,0,7,6
454,2,1,2,1,33,1,3,0.11,3,90,2,0,12.5,3,3.58333333333333,0,0,1,1.33333333333333,0,1.0,0,1,6
24,6,1,22,0,108.5,8,318,0.29,0,100,2,5,3,1,8.8030303030303,0,0,0,0.368421052631579,0,0.37037037037037,1,4,6
