,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
313,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,
1355,5,1,9,1,65,1,177,0.15,0,99,1,0,3,1,9.40909090909091,0,1,0,0.5,0,0.473684210526316,0,1,1
336,,,,,,,,,,,,,,,,,,,,,,,,
327,2,2,0,3,67,2,3,0.37,1,100,3,0,13,2,4.63636363636364,0,1,0,2.14285714285714,0,0.666666666666667,0,3,2
344,5,1,6,2,326,4,1036,0.36,0,100,1,18,16,3,7.81632653061224,0,0,0,0.682692307692308,0,0.4,0,3,7
298,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,
694,2,1,32,4,204,3,2,0.44,0,100,1,0,34,2,6.27777777777778,0,1,0,0.675,0,0.0,0,5,6
517,10,2,0,1,55,5,3,0.14,1,100,1,0,21,2,2.78947368421053,0,1,1,1.42307692307692,0,0.875,0,2,0
522,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,
1294,2,1,1,0,78,7,15,0.19,0,96,2,2,6,2,1.61290322580645,0,0,1,0.27027027027027,0,0.0,0,2,1
1312,0,1,0,2,190,5,2,1.84,0,100,2,3,3,1,1.81481481481481,0,0,0,0.0,0,0.0,0,4,4
285,,,,,,,,,,,,,,,,,,,,,,,,
505,9,1,10,6,679,3,3,0.48,0,92,1,0,45,2,9.18947368421053,0,1,1,1.32323232323232,0,0.0,0,2,13
601,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,
1287,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,
320,7,1,3,2,93,3,9,0.2,1,80,2,0,19,2,4.03571428571429,0,1,1,1.125,0,0.0,0,3,3
