test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,5.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,9.0,0.5990621154895088,0.4009378845104912
24,0,6.0,1.0,22.0,0.0,227.0,8.0,318.0,36.29,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.6043935622102845,0.3956064377897155
64,0,3.0,1.0,1.0,0.0,22.0,6.0,1049.0,36.99,1.0,0.0,2.0,0.0,3.0,2.0,1.35714285714286,0.0,1.0,1.0,0.523809523809524,0.0,1.0,0.0,3.0,0.0,0.996203910400491,0.0037960895995089094
94,0,0.0,1.0,0.0,0.0,26.0,1.0,238.0,0.04,0.0,99.0,1.0,2.0,1.0,2.0,0.382978723404255,0.0,0.0,1.0,0.135416666666667,0.0,1.0,0.0,1.0,2.0,0.696140225218543,0.303859774781457
101,0,2.0,1.0,0.0,1.0,651.0,1.0,8.0,1.62,0.0,96.0,1.0,0.0,170.0,2.0,0.623762376237624,0.0,0.0,1.0,0.144230769230769,0.0,1.0,0.0,5.0,2.0,0.7616530036734892,0.23834699632651074
102,0,2.0,2.0,1.0,2.0,41.0,1.0,7.0,0.29,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,0.0,1.0,0.0,3.0,7.0,0.6009210863262768,0.39907891367372317
108,0,3.0,1.0,1.0,2.0,96.0,2.0,6.0,18.35,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,1.09677419354839,0.0,0.5,0.0,7.0,2.0,0.9249351713597775,0.07506482864022247
173,0,41.0,1.0,10.0,1.0,274.0,10.0,14.0,1.39,1.0,96.0,2.0,1.0,89.0,2.0,5.8622754491018,0.0,1.0,1.0,1.3876404494382,0.0,0.307692307692308,0.0,6.0,9.0,0.5906583092949975,0.40934169070500254
174,0,12.0,1.0,1.0,3.0,354.0,2.0,11.0,36.29,0.0,90.0,1.0,0.0,38.0,2.0,5.61386138613861,1.0,1.0,1.0,0.557692307692308,0.0,0.333333333333333,0.0,6.0,8.0,0.9279163271460587,0.07208367285394132
183,0,2.0,2.0,42.0,4.0,228.0,2.0,0.0,36.29,0.0,96.0,1.0,0.0,23.0,2.0,5.18604651162791,1.0,1.0,1.0,1.35416666666667,0.0,0.833333333333333,0.0,4.0,9.0,0.9405314110893225,0.05946858891067749
184,0,79.0,1.0,2.0,1.0,296.0,6.0,20.0,36.29,1.0,100.0,1.0,0.0,74.0,3.0,6.05291005291005,0.0,1.0,0.0,1.5969387755102,0.0,0.5,0.0,5.0,9.0,0.6849660438432967,0.3150339561567032
220,0,16.0,1.0,6.0,6.0,165.0,2.0,0.0,5.4,8.0,77.0,2.0,2.0,33.0,2.0,6.16279069767442,1.0,1.0,1.0,1.10869565217391,0.0,0.333333333333333,0.0,7.0,6.0,0.9356903121511833,0.06430968784881677
1352,0,3.0,1.0,0.0,6.0,25.0,1.0,9.0,5.4,2.0,70.0,2.0,0.0,14.0,1.0,4.375,1.0,1.0,1.0,0.8,0.0,0.8,0.0,1.0,1.0,0.9970799402147833,0.002920059785216715
269,0,6.0,1.0,2.0,5.0,159.0,1.0,22.0,6.53,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.63265306122449,0.0,0.333333333333333,0.0,6.0,6.0,0.9072460522645515,0.0927539477354485
270,0,8.0,2.0,1.0,6.0,211.0,2.0,15.0,5.4,3.0,84.0,1.0,0.0,82.0,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,0.0,0.571428571428571,0.0,5.0,9.0,0.941390021910544,0.05860997808945597
1355,0,5.0,1.0,28.0,1.0,65.0,1.0,177.0,0.15,0.0,99.0,1.0,0.0,3.0,1.0,9.40909090909091,0.0,1.0,0.0,0.5,0.0,0.473684210526316,0.0,2.0,1.0,0.5389182265417355,0.4610817734582645
272,0,0.0,2.0,0.0,4.0,33.0,1.0,8.0,0.3,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,13.0,0.7080810446849592,0.29191895531504075
280,0,1.0,1.0,0.0,0.0,42.0,1.0,7.0,0.33,0.0,83.0,1.0,0.0,4.0,2.0,10.6,0.0,30.0,1.0,0.111111111111111,0.0,0.666666666666667,0.0,5.0,1.0,0.7247287518183667,0.27527124818163334
1356,0,12.0,1.0,0.0,12.0,30.0,1.0,1.0,0.09,0.0,94.0,2.0,23.0,30.0,2.0,4.44444444444444,0.0,1.0,1.0,1.15,0.0,1.0,0.0,1.0,0.0,0.9089907346393982,0.09100926536060182
