test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.20500564634799967,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.5546517687953163,0.4453482312046837,1,0.2083098181013311
24,0,6.0,1.0,22.0,0.0,71.494140625,8.0,318.0,0.29,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.6813772408915896,0.3186227591084104,1,11.6541405769885
64,0,3.0,1.0,1.0,0.0,22.0,6.0,0.0,0.3050120252370835,1.0,0.0,2.0,0.0,3.0,2.0,1.35714285714286,0.0,1.0,1.0,0.523809523809524,0.0,1.0,0.0,3.0,0.0,0.5422485651553749,0.4577514348446251,1,0.1488085819762871
94,0,0.0,1.0,0.0,0.0,26.0,1.0,5.0,0.13501583874225626,0.0,99.0,1.0,2.0,1.0,2.0,0.382978723404255,0.0,0.0,1.0,0.135416666666667,0.0,1.0,0.0,1.0,2.0,0.5396319702163097,0.46036802978369024,1,0.18849207422189107
101,0,2.0,1.0,0.0,1.0,99.4423828125,1.0,8.0,1.62,0.0,96.0,1.0,0.0,4.0,2.0,0.623762376237624,0.0,0.0,1.0,0.144230769230769,0.0,1.0,0.0,5.0,1.0,0.7214180123542847,0.2785819876457153,1,41.3356129013189
102,0,2.0,2.0,1.0,2.0,41.0,1.0,7.0,0.3750011348724366,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,0.0,1.0,0.0,3.0,1.0,0.6330766345176246,0.3669233654823754,1,0.16862494122461336
108,0,3.0,1.0,1.0,2.0,96.0,2.0,6.0,0.22501461625099178,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,1.09677419354839,0.0,1.0,0.0,7.0,2.0,0.5953490450476868,0.40465095495231324,1,0.20832761256215915
173,0,41.0,1.0,10.0,1.0,274.0,10.0,14.0,0.7451489257812507,1.0,96.0,2.0,1.0,89.0,2.0,5.8622754491018,0.0,1.0,1.0,1.3876404494382,0.0,0.307692307692308,0.0,6.0,9.0,0.5366028593193508,0.4633971406806492,1,1.3195200121010213
174,0,12.0,1.0,1.0,3.0,354.0,2.0,11.0,0.6050382918119431,0.0,90.0,1.0,0.0,38.0,2.0,5.61386138613861,1.0,1.0,1.0,0.557692307692308,0.0,0.333333333333333,0.0,6.0,8.0,0.5107685722220379,0.4892314277779621,1,0.36707828816541704
183,0,2.0,2.0,42.0,4.0,228.0,2.0,0.0,0.6050718051195149,0.0,96.0,1.0,0.0,23.0,2.0,5.18604651162791,1.0,1.0,1.0,1.35416666666667,0.0,0.833333333333333,0.0,4.0,9.0,0.5834028776219002,0.41659712237809976,1,0.6052003339104389
184,0,79.0,1.0,2.0,1.0,296.0,6.0,20.0,0.7951293197274216,1.0,100.0,1.0,0.0,74.0,3.0,6.05291005291005,0.0,1.0,0.0,1.5969387755102,0.0,0.5,0.0,5.0,9.0,0.5576795503606986,0.4423204496393014,1,1.4385088987668389
220,0,16.0,1.0,6.0,3.0,165.0,2.0,0.0,0.6051277983188634,8.0,77.0,2.0,2.0,33.0,2.0,6.16279069767442,1.0,1.0,1.0,1.10869565217391,0.0,0.333333333333333,0.0,7.0,6.0,0.6486568709608529,0.35134312903914705,1,1.041746610322529
1352,0,3.0,1.0,0.0,1.0,25.0,1.0,9.0,0.1750060546398163,2.0,70.0,2.0,0.0,14.0,1.0,4.375,1.0,1.0,1.0,0.8,0.0,0.8,0.0,1.0,1.0,0.5389812673841017,0.4610187326158984,1,0.08928284698527833
269,0,6.0,1.0,2.0,2.0,98.49768483638763,1.0,22.0,0.44,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.63265306122449,0.0,0.333333333333333,0.0,6.0,6.0,0.5197228877650182,0.4802771122349819,1,4.534250278310464
270,0,8.0,2.0,1.0,4.0,211.0,2.0,15.0,0.6050996041297916,3.0,84.0,1.0,0.0,82.0,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,0.0,0.571428571428571,0.0,5.0,9.0,0.7018753373121174,0.29812466268788257,1,0.8234730801393579
1355,0,5.0,1.0,9.0,1.0,65.0,1.0,177.0,0.16500164508819581,0.0,99.0,1.0,0.0,3.0,1.0,9.40909090909091,0.0,1.0,0.0,0.5,0.0,0.473684210526316,0.0,2.0,1.0,0.644695511689122,0.355304488310878,1,0.029760208790927778
272,0,0.0,2.0,0.0,0.0,33.0,1.0,8.0,0.3,1.0,88.0,4.0,2.0,12.0,2.0,3.2921650409698486,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,2.0,0.5043901931968499,0.49560980680315014,1,0.36158439810921617
280,0,1.0,1.0,0.0,0.0,42.0,1.0,7.0,0.605054839253426,0.0,83.0,1.0,0.0,4.0,2.0,9.36,0.0,1.0,1.0,0.111111111111111,0.0,0.666666666666667,0.0,5.0,1.0,0.7727956487910558,0.2272043512089442,1,0.545652786545259
1356,0,12.0,1.0,0.0,0.0,30.0,1.0,1.0,0.19501961141824736,0.0,94.0,2.0,0.0,30.0,2.0,4.44444444444444,0.0,1.0,1.0,1.15,0.0,1.0,0.0,1.0,0.0,0.5328334281191662,0.4671665718808337,1,0.2083375219567355
281,0,14.0,2.0,2.0,1.0,135.0,2.0,33.0,0.6050657892227173,1.0,90.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,1.425,0.0,0.666666666666667,0.0,3.0,2.0,0.7307868352745296,0.2692131647254704,1,0.8035680347361029
283,0,0.0,1.0,0.0,1.0,50.0,1.0,5.0,0.6050266051292422,0.0,85.0,2.0,0.0,9.0,2.0,3.35294117647059,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8379750954475399,0.1620249045524601,1,0.4662449217368058
