,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
11,1,0,1,1,1,2,2,51,1,1,3,9,0,2,0,9,1,1,1,0,0.4,0,3,3,3
1669,1,0,2,0,0,0,3,21,1,0,1,9,1,2,0,4,2,1,1,0,0.666666666666667,0,2,2,2
2256,2,0,1,0,0,2,3,30,1,0,0,2,5,5,0,9.0,1,1,5,0,0.666666666666667,0,1,2,2
987,0,0,1,0,0,1,2,25,2,2,2,4,0,4,3.0,8,2,0,1,0,0.5,0,3,3,1
923,1,0,1,0,1,2,3,44,1,1,2,6,1,3,0,8.5,2,1,1,0,0.5,0,1,3,5
1620,1,0,1,1,1,2,3,17.0,1,7,9,10,1,3,0,9.0,1,1,1,0,0.4,0,3,3,3
1641,5,0,2,0,0,6,5,165,1,13,0,2,1,2,0,25,1,2,2,0,0.6,0,1,1,1
920,0,0,2,3,0,3,3,38,2,1,2,1,2,3,0,10,2,1,1,0,0.0,0,3,0,3
1861,0,0,1,1,0,1,2,81,1,5,9,14,0,1,77,1,2,1,0,0,0.75,0,1,1,1
799,0,0,1,1,0,0,1,23,1,1,2,0,0,3,0,4,1,0,1,1,0.666666666666667,0,1,3,2
865,1,0,2,1,1,6,4,17.0,1,7,3,5,0,3,1,19,1,1,1,0,0.333333333333333,0,2,3,3
454,3,0,2,3,10,4,4,73,1,0,0,8,1,1,0,3,1,0,1,0,0.4,0,3,2,1
2617,4,0,1,0,0,1,3,17.0,2,6,3,6,0,3,0,8.0,1,1,1,0,0.428571428571429,0,3,3,5
1775,6,0,1,2,0,2,2,163,7,7,33,46,1,3,0,29,4,0,1,0,0.444444444444444,0,2,2,4
58,4,0,2,1,0,4,3,132,4,9,13,25,1,3,0,19,2,0,1,0,0.727272727272727,0,3,2,6
2414,3,0,1,1,0,6,1,103,1,0,12,10,8,2,0,11,2,1,1,0,0.8,0,4,2,2
2906,0,0,1,1,0,0,1,56,1,1,14,42,2,5,0,9.0,2,0,1,0,0.5,0,5,2,2
956,0,0,2,1,0,5,5,136,1,9,3,11,0,1,0,8.5,1,2,2,0,0.5,0,3,2,7
123,0,0,1,4,0,2,2,246,1,0,3,84,0,1,1,10,1,0,1,0,0.571428571428571,0,4,3,4
921,5,0,1,6,0,1,3,105,3,10,25,51,0,5,0,23,2,0,0,0,0.4,0,3,2,6
1656,0,0,2,0,0,0,2,27,1,0,0,11,0,1,0,42,2,1,4,0,0.75,0,1,1,2
2077,1,0,1,0,0,0,1,33,4,3,6,18.5,1,6,0,18,1,0,1,0,0.75,0,1,2,7
2513,0,0,1,1,0,0,2,37,3,6,11,22,0,3,0,9,1,0,0,0,0.428571428571429,0,4,1,2
1800,7,0,2,1,0,6,3,285,7,7.0,29,16,2,4,3,27,2,0,0,0,0.5,0,1,2,7
2911,1,0,1,1,3,5,5,95,1,7,3,5,1,3,0,14.5,1,1,1,0,0.428571428571429,0,3,2,6
1690,3,0,1,0,0,1,1,167,1,4,6.5,91,0,3,0,18,2,0,1,0,0.428571428571429,0,3,3,7
361,5,0,1,1,1,5,3,264,6,7.0,24,27,1,2,3,14.5,4,0,0,0,0.666666666666667,0,1,3,8
1761,1,0,1,0,0,1,1,96,1,0,11,44,0,4,0,10,2,0,1,0,0.4,0,3,2,7
957,0,0,1,1,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,4,3,5
3523,0,0,1,0,0,0,1,16,2,1,0,1,0,5,0,1,2,0,1,0,0.888888888888889,0,1,1,0
110,0,0,1,0,0,0,1,22,1,0,8,0.5,0,3,0,9,1,0,0,0,0.333333333333333,0,5,3,1
958,3,0,1,5,1,0,1,174,6,9,62,141,0,2,0,15,2,1,1,0,0.625,0,3,2,6
2288,0,0,1,0,0,0,1,24,4,1,0,5,1,4,0,9,2,0,1,0,1.0,0,1,1,1
106,1,0,1,1,0,2,2,71,3,7,7,13,0,2,0,17,5,0,0,0,0.5,0,2,3,5
1744,1,0,1,5.5,0,1,1,29.0,2,0,13,52,0,5,0,4.0,2,0,1,0,0.5,0,3,3,4
1516,17,7,1,1,0,2,1,418,26,2,32,151,0,3,19,9.0,2,0,0,0,0.75,0,1,1,1
1735,0,0,1,0,0,1,1,87,1,1,11,42,0,4,0,9,2,0,1,0,0.5,0,3,2,4
1534,2,0,2,0,0,6,3,180,2,11,9,12,1,4,2,20,3,0,0,0,0.571428571428571,0,1,2,4
1742,1,2,1,0,0,8,1,1595,1,11,7,181,0,3,4.5,94,2,0,0,0,0.5,0,4,2,8
2489,13,0,1,8,2,0,3,40,4,7,7,19,0,2,0,24,2,0,0,0,0.2,0,2,3,3
960,2,0,1,0,2,0,1,100,2,7,13,158,0,3,2,14.5,4,0,1,0,0.5,0,2,3,7
38,0,1,1,0,0,6,1,75.5,1,0,0,13.0,0,2,1,8.5,2,0,0,0,0.375,0,3,4,9
1537,1,1,1,2,0,0,1,115,2,7,38,96,0,4,2,27,2,0,1,0,0.428571428571429,0,1,3,5
153,0,0,1,1,0,6,2,49.0,1,0,1,12,0,2,91,8.0,2,1,0,0,0.625,0,4,3,5
