,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
163,1.0,7.0,4.0,1.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0
192,1.0,5.0,2.0,29.0,1.0,2.0,56.0,2.0,10.0,4.0,0.21999999999999997,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0
195,1.0,5.0,3.0,2.0,0.0,2.0,18.999999999999996,3.0,0.0,2.0,0.06000000000000005,0.0,7.0,1.0,0.0,5.0,2.0,2.60869565217391,0.0,3.97826086956522,2.0,0.0,1.0,0.0,1.0,2.0
214,,,,,,,,,,,,,,,,,,,,,,,,,,
363,10.0,1.0,1.0,2.0,1.0,3.0,75.0,2.0,2.0,11.0,0.20999999999999996,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0
397,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1.0,3.0,2.0,-2.220446049250313e-16,0.0,2.0,22.0,0.9999999999999999,0.0,0.0,1.69,0.0,2.0,3.0,0.0,3.0,1.0,3.5,3.0,3.0,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
456,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,
514,0.42857142857142905,11.0,4.0,12.0,4.0,6.0,211.0,0.9999999999999999,4.0,0.0,0.29000000000000015,0.0,0.0,1.0,0.0,11.0,1.0,5.63157894736842,1.0,4.36842105263158,1.0,0.0,0.428571428571429,0.0,4.0,2.0
356,,,,,,,,,,,,,,,,,,,,,,,,,,
845,11.0,1.0,3.0,7.0,0.0,2.0,38.0,0.9999999999999999,0.0,0.0,0.09000000000000008,0.0,39.0,1.0,0.0,35.0,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
364,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,
